Day	Hour	Count	Coverage%
2022-09-13	00	161158	100.0
2022-09-13	01	164528	100.0
2022-09-13	02	164236	100.0
2022-09-13	03	165092	100.0
2022-09-13	04	141586	100.0
2022-09-13	05	135529	100.0
2022-09-13	06	134260	100.0
2022-09-13	07	138214	100.0
2022-09-13	08	147295	100.0
2022-09-13	09	165857	100.0
2022-09-13	10	182041	100.0
2022-09-13	11	197457	100.0
2022-09-13	12	207931	100.0
2022-09-13	13	218160	100.0
2022-09-13	14	233942	100.0
2022-09-13	15	228654	100.0
2022-09-13	16	198019	100.0
2022-09-13	17	179418	100.0
2022-09-13	18	168932	100.0
2022-09-13	19	160820	100.0
2022-09-13	20	160415	100.0
2022-09-13	21	157713	100.0
2022-09-13	22	158428	100.0
2022-09-13	23	156697	100.0
