Emoji	Count
🎻	408859
🔹	343298
🐔	266612
♦️	167579
😭	148646
😂	122437
✨	89171
🤣	75539
🔥	67748
❤️	55162
✅	39593
🎁	35756
😍	31757
🥺	30326
🙏	29002
🥰	25416
🎉	25028
‼️	24946
💦	23702
🥹	22443
👇	21179
💕	20743
🌟	19801
💙	18601
😊	18313
🤍	16970
💜	16235
👍	15002
👏	14549
🐹	14145
🔵	13757
👀	13456
😅	13295
❤	13126
🚨	12988
😈	12963
🎲	12703
♥️	12674
☺️	12419
📎	12304
💚	12060
💗	11905
👚	11797
💖	11775
😆	11507
🤔	11296
😘	11189
❗	11043
👉	10858
😁	10751
🖤	10455
📌	10453
🤤	10143
🥳	10014
😳	9770
🥲	9712
💥	9571
💰	9428
📍	9195
🌹	9064
💛	9010
🤭	8992
💫	8734
😋	8613
🍀	8396
🥵	8278
⭐	8243
🫶🏻	8183
😎	8143
🚀	8109
🤩	8052
💔	8002
🏆	7928
🌸	7842
😉	7782
💯	7766
🎶	7450
🔴	7275
💀	6981
🎊	6872
📢	6815
💪	6806
😢	6759
😌	6751
🫠	6706
🫶	6580
🙌	6555
💓	6552
❣️	6526
🍑	6513
➡️	6510
⚡	6463
😔	6410
🔔	6383
1️⃣	6318
❤️‍🔥	6301
🙄	6208
😇	6179
🔗	6168
🤗	6115
💞	6002
☀️	5985
😏	5983
🟩	5933
🤡	5871
😩	5849
⬇️	5849
📸	5836
🍆	5722
💋	5696
⏰	5544
1⃣	5518
👑	5451
😡	5389
🧡	5223
😱	5206
🎥	5202
🌻	5192
⚠️	5139
🍙	5121
🚩	5058
🎯	4896
💎	4892
🐶	4880
🙏🏻	4795
🐰	4764
💆🏻‍♂️	4708
💐	4630
🎂	4614
🎬	4558
🌈	4439
⬜	4300
👌	4294
📣	4293
📺	4246
😃	4211
2⃣	4158
🇹🇷	4152
😄	4144
☕	4097
✌️	4096
🦋	4049
🤝	3982
❌	3939
😜	3877
🕊	3862
♻️	3848
🇧🇷	3786
☀	3785
‼	3734
2️⃣	3695
🙂	3649
🙈	3647
🎀	3576
😀	3546
🌼	3523
🤪	3490
🫣	3440
🍁	3417
❕	3347
👇🏻	3346
🌺	3308
👅	3288
💸	3277
💘	3276
💌	3262
🐱	3252
♥	3229
⚽	3139
🔻	3130
🌷	3080
👏🏻	3022
▶	2965
🤮	2954
🎵	2929
▶️	2895
📱	2883
✔️	2882
⁉️	2851
🇺🇸	2775
⬛	2767
🌙	2746
🌿	2731
🧸	2728
🍇	2711
🦊	2692
🫡	2682
🤯	2661
🙃	2610
👋	2600
💨	2596
🟨	2574
🤬	2573
👍🏻	2536
☑️	2527
🙇‍♀️	2509
💢	2438
🔞	2428
😹	2424
🧿	2409
⚫	2400
🥴	2378
😤	2340
💭	2326
😝	2321
😬	2253
📲	2251
🌊	2245
😫	2241
⚜️	2240
▪️	2214
🔁	2208
🌱	2191
🎈	2186
❓	2179
👈	2177
😞	2173
😻	2163
👊	2147
😮‍💨	2126
⚪	2103
🇸🇦	2089
🤲	2082
🙇‍♂️	2074
🐻	2069
💬	2052
🌞	2052
🐾	2029
😒	2014
😵‍💫	1995
🗣	1991
✈️	1971
🍋	1958
😴	1932
🦅	1890
3⃣	1888
💧	1885
🍃	1877
💝	1868
⭕	1857
😛	1855
🤧	1840
💵	1826
🍓	1811
🫧	1798
🧐	1798
😚	1796
❤️‍🩹	1778
🎮	1775
🤑	1770
❣	1764
🤫	1753
☺	1748
3️⃣	1727
🥇	1714
🫂	1712
📷	1709
💩	1704
🍌	1703
🎧	1698
🟢	1695
🍎	1692
🔮	1690
⏳	1680
🤨	1677
🟥	1668
🙏🏼	1658
🇪🇹	1655
👉🏻	1648
🐺	1642
🍂	1638
🔸	1635
🫶🏼	1631
✊	1627
🔺	1624
🎤	1620
🇻🇪	1610
🔄	1608
🎃	1580
🌕	1578
✍️	1572
🍒	1570
😐	1564
💃	1564
🐈	1539
🙏🏽	1513
☹️	1505
🥂	1504
⤵️	1500
🗣️	1494
📈	1485
⚔️	1419
🐥	1409
🐣	1408
🔳	1406
☁️	1406
📽	1401
㊗️	1401
✋	1386
✔	1384
😑	1376
🔰	1372
🤎	1369
🇺🇦	1369
🟦	1364
🕯	1359
🥱	1356
💡	1346
🥶	1329
🐨	1329
🧵	1316
🍫	1312
✌	1312
🍊	1310
📝	1304
👤	1303
🅿️	1303
👁	1290
🙌🏻	1289
🫢	1287
0️⃣	1286
😣	1285
😪	1280
📹	1280
🙇	1271
🆘	1268
🐯	1261
👻	1245
😙	1239
🇮🇳	1239
🦁	1236
💍	1236
📽️	1231
🐿	1227
😰	1223
✌🏻	1223
🗓	1221
🤏🏻	1218
🐷	1218
🤦‍♀️	1217
😥	1215
🔽	1210
🥀	1204
🤢	1197
🙏🏾	1187
💤	1185
🍠	1174
🌴	1172
😲	1167
📚	1158
💪🏻	1155
🟧	1149
🪄	1145
😓	1143
🕺	1143
☝️	1119
🌚	1116
🍺	1114
🍻	1105
📩	1104
🤞	1094
🔷	1093
➖	1090
🔊	1085
🐸	1079
🐕	1079
🤓	1075
😠	1054
➕	1052
🤦‍♂️	1049
😖	1044
🎨	1043
☑	1043
🦄	1038
👏🏼	1023
🛑	1015
🧄	1012
💟	996
🌾	988
🕊️	976
😵	974
👇🏼	973
🦑	966
〰️	966
🛒	963
🐍	960
🤙	950
☠️	950
🤘	948
🍗	942
🌳	942
🐈‍⬛	941
🙊	933
▫️	933
🤦	930
👆	929
❄️	929
🔃	922
🍰	922
🍼	920
🖕	918
📅	916
🇬🇧	915
🍬	898
🙆‍♀️	896
💻	896
🐤	896
😮	895
🤟	892
🙋‍♀️	890
🎟️	889
🐝	887
🤲🏻	884
🎫	883
🤷‍♂️	880
💼	878
👌🏻	877
😽	870
🫰	865
🇯🇵	857
😨	855
💉	853
🐐	849
🥦	845
🐟	845
🍯	841
🌎	840
🌍	840
☘️	840
🚗	837
🤦🏻‍♀️	835
🟡	833
😗	832
⚠	827
🇪🇸	820
🇷🇺	816
🆚	814
🍄	811
💣	809
📞	808
👥	808
🍜	804
♠️	804
🫶🏽	802
🉐	800
😿	794
🎙	794
👹	790
🇲🇽	786
🇫🇷	785
💿	776
©	773
✖️	771
👿	768
🇩🇪	764
⚾	764
🏀	760
🌝	758
🇦🇷	758
📻	757
🐼	754
🐳	750
🐧	750
📊	747
⌛	746
😕	744
🔫	743
👏🏽	739
💠	731
🤌	730
🍉	729
🇦🇿	728
0⃣	723
😼	721
👇🏽	721
🎩	714
🔝	711
🗓️	707
👽	707
🌐	703
🏅	699
🇵🇰	697
😸	694
🍈	683
🔶	681
➡	680
🏹	679
⏩	679
🏠	676
📰	674
🎸	673
🍵	673
🪐	661
🦇	660
🙇🏻‍♀️	660
🤠	659
🌀	659
🍿	649
🤖	647
👎	643
💅	642
🍷	642
🏷️	638
🌰	637
⛄	632
👏🏾	631
🍾	631
😶	629
🍔	629
👄	628
®	627
🐩	624
✊🏻	617
🤦🏻‍♂️	616
🍚	616
🍭	615
🏰	612
🍞	612
💮	607
🗳	606
💳	604
📖	600
🎣	600
🙋‍♂️	599
🐦	599
🆔	599
🐬	598
🐙	596
🦌	593
🔪	591
🌃	591
🥔	583
㊗	580
👾	575
🐇	575
🚫	572
🤏	571
🐑	570
🆙	570
🔍	562
🩸	559
🐒	557
✊🏾	557
🙉	556
🙋	553
🙆‍♂️	549
🌲	549
🍨	547
🔱	545
🔒	544
⤵	544
🥈	543
🛐	537
🟣	533
©️	532
🚬	530
🌤	528
🌏	527
🏈	525
⛔	525
☔	523
5️⃣	521
😷	520
💪🏼	519
🎙️	518
🆕	517
▪	516
🙁	514
🐉	514
🇪🇷	514
🥊	512
☎️	512
✉️	511
👍🏼	508
⤴	507
🤐	506
😺	505
⏬	505
🫰🏻	503
🇮🇹	501
🙌🏾	500
🕐	500
👼	499
⬇	497
🐴	496
🇰🇷	496
♨️	495
🫀	494
🫶🏾	493
🍅	493
🥛	492
😾	492
⬆️	491
🏳️‍🌈	488
🦈	487
🤷‍♀️	487
🎼	484
🎰	482
🌠	481
📮	479
👁️	479
🤦🏾‍♂️	477
🏎	477
🦍	476
⌚	476
🤷🏻‍♂️	475
🏡	474
🫦	473
👈🏻	470
😯	468
👋🏻	467
🥚	464
🙌🏼	460
🐎	460
🔲	459
🔆	459
👙	456
™	456
🍴	453
😟	451
📕	451
🏷	451
🇨🇦	451
◼	450
🧠	445
🥪	445
🤚	443
🛸	443
🙀	442
📆	442
🍦	442
