Emoji	Count
😭	127561
😂	112559
✨	83644
🔥	81639
🤣	70030
❤️	58886
✅	53831
🎁	37812
😍	30882
🙏	29513
🥺	27815
🥰	27715
🎉	24609
💦	23948
🥹	23171
‼️	22965
💕	21805
👇	21775
😊	20422
💙	20012
🌟	18825
💜	18389
🤍	17956
❤	16196
👍	16162
👀	15189
❗	14822
🚨	14426
👏	14354
⚡	13826
💗	13055
😈	13000
😅	12754
😘	12469
💚	12279
☺️	12204
💖	12106
💛	11979
♥️	11691
💰	11550
📍	11402
🤔	11377
👉	11107
🚀	11054
😆	10759
😁	10638
📌	10540
🏆	10287
🥲	10271
🌹	10142
💥	9527
🤤	9360
⭐	9343
🥳	9237
🤭	9128
🖤	9060
😳	8702
🤩	8160
🥵	8159
💪	8027
😎	7971
💯	7940
💔	7814
🔴	7767
😋	7744
😉	7552
🫶🏻	7529
💀	7370
🌸	7146
🍀	7028
🎯	6982
🫶	6920
⬇️	6826
📢	6732
🙌	6657
🎃	6652
😌	6580
🎶	6497
1️⃣	6428
🤗	6409
😩	6335
🔔	6294
❤️‍🔥	6271
🎊	6267
🫠	6194
🌈	6181
🔗	6179
💓	6171
❣️	6118
🔹	6103
💋	6065
😔	6050
💞	6041
🤡	5963
🟩	5949
1⃣	5949
💫	5932
➡️	5917
⚠️	5890
😇	5855
👑	5746
📸	5635
🙏🏻	5621
🙄	5569
🐷	5544
🍆	5519
☀️	5478
💎	5469
2️⃣	5468
🧡	5450
😏	5439
🎥	5413
😢	5395
🍁	5215
🍑	5137
😡	4984
✔	4964
🐰	4845
😱	4844
💐	4835
⚽	4722
✌️	4709
🐶	4666
📲	4518
📣	4518
♻	4512
🇧🇷	4367
⏰	4355
💌	4354
☕	4318
🔻	4292
👌	4272
🎂	4271
💆🏻‍♂️	4206
♥	4172
🤝	4011
❌	4011
‼	3959
💸	3952
▶️	3922
🐬	3919
👻	3895
🚩	3877
🫣	3861
🌻	3836
🎀	3793
😄	3784
🍂	3773
3️⃣	3768
🌷	3746
😃	3732
♻️	3700
⬜	3684
💘	3638
👅	3632
🌿	3614
😜	3590
🌺	3524
🦋	3511
👇🏻	3491
🙂	3459
▶	3317
🐱	3298
🙈	3284
🤪	3269
🍔	3267
2⃣	3252
🎵	3212
✊	3211
📝	3180
👏🏻	3163
📺	3162
😀	3141
