Language	Count
in	0:67370,1:15663,2:6176,3:3307,4:1506,5:774,6:450,7:308,8:174,9:80,10:65,11:51,12:23,13:17,14:9,15:12,16:7,17:16,18:15,19:3,20:6,21:5,22:2,24:4,26:1,27:3,28:3,29:2,32:6,33:2,37:1,38:1,40:33,41:1,42:1,44:1,45:1,54:5,83:1,99:1,107:2
fa	0:81877,1:4938,2:2149,3:591,4:293,5:166,6:86,7:36,8:38,9:19,10:21,11:5,12:14,13:5,14:7,15:5,18:1,19:1,20:36,21:1,26:1,27:1,28:7,36:2,38:1,62:1
qme	0:69786,1:11,2:48,4:5,9:2,10:1,90:1
fr	0:49329,1:7715,2:3408,3:1772,4:819,5:304,6:204,7:151,8:68,9:42,10:29,11:21,12:24,13:19,14:6,15:10,16:3,17:4,18:3,19:3,20:1,21:4,22:1,23:2,24:1,25:3,26:2,28:3,29:1,30:7,31:1,32:5,33:1,36:1,76:1,100:1
hi	0:33176,1:3764,2:2522,3:1158,4:625,5:267,6:223,7:111,8:110,9:65,10:38,11:23,12:39,13:20,14:15,15:14,16:12,17:4,18:5,19:2,20:1,21:7,22:4,23:7,24:2,25:2,27:3,28:3,30:1,32:1,34:3,36:1,37:1,42:1,46:1,50:1,51:1,114:1
tl	0:21579,1:4972,2:2328,3:1610,4:544,5:217,6:119,7:73,8:68,9:33,10:17,11:15,12:6,13:10,14:1,15:4,16:5,17:2,18:3,19:2,22:1,24:5,25:1,27:1,29:1,31:1,36:1,41:1,60:1,100:11,120:1
zh	0:21392,1:4238,2:2073,3:1186,4:501,5:322,6:288,7:113,8:114,9:37,10:18,11:7,12:9,13:6,14:7,15:3,16:2,17:2,19:3,20:1,21:14,30:1,32:1,50:1,52:1,59:1
ur	0:20177,1:1775,2:864,3:482,4:320,5:114,6:80,7:39,8:34,9:13,10:28,11:6,12:3,13:6,14:1,16:2,17:1,20:4,24:1,25:2,26:1,84:1,130:1
de	0:16546,1:4512,2:819,3:457,4:204,5:113,6:101,7:33,8:28,9:22,10:10,11:12,12:5,14:1,15:4,16:1,17:1,21:1,25:1,28:1,35:1,36:1,39:2,40:1
it	0:17874,1:2204,2:892,3:585,4:247,5:137,6:105,7:61,8:45,9:24,10:25,11:21,12:15,13:8,14:3,15:4,16:5,17:5,18:2,21:4,22:3,23:1,24:2,25:1,27:1,28:1,30:1,36:1,37:1,38:2,65:1,84:1
qam	0:16726
ru	0:11408,1:1266,2:417,3:293,4:106,5:66,6:32,7:14,8:7,9:8,10:6,11:7,13:1,14:1,21:1,25:2,26:1,27:1,29:1,30:1,74:1,88:1,137:1
pl	0:9863,1:1340,2:517,3:296,4:135,5:62,6:41,7:28,8:16,9:11,10:3,11:4,12:3,13:4,14:1,15:2,17:1,18:1,36:1,41:1
nl	0:8396,1:1029,2:380,3:219,4:106,5:54,6:33,7:10,8:6,9:9,10:1,11:2,12:4,14:4,16:1,18:1,27:1,49:1,58:1
art	0:31,1:3259,2:1609,3:1741,4:812,5:479,6:302,7:200,8:125,9:91,10:77,11:66,12:39,13:43,14:27,15:14,16:8,17:12,18:7,19:10,20:4,21:5,22:5,23:2,24:10,25:5,26:5,27:2,28:1,29:2,30:2,33:2,34:2,35:2,36:3,37:1,38:3,40:1,41:1,42:2,43:1,44:1,45:1,47:2,48:1,51:1,54:2,60:5,63:6,64:5,70:1,72:2,84:1,95:1,99:1,100:1,103:1,104:2,105:1,116:1,122:2,123:1,124:1,126:1,130:1,139:1,140:4
bn	0:2013,1:5541,2:1057,3:61,4:7,5:8,6:10,8:3,9:1,10:1,12:1,15:1
uk	0:6076,1:687,2:208,3:117,4:59,5:35,6:12,7:9,8:4,9:1,10:5,11:1,13:1,18:1,28:1
et	0:4645,1:1097,2:553,3:327,4:126,5:89,6:44,7:23,8:14,9:11,10:8,11:2,12:3,13:5,14:3,15:5,19:1,22:1,24:1,39:1,46:1
qst	0:6244,1:457,2:27,3:2
qht	0:6499,2:30,4:3,24:1
ca	0:4907,1:696,2:348,3:181,4:111,5:36,6:45,7:12,8:135,9:11,10:6,11:1,12:4,14:1,15:2,17:1,20:1,24:1,25:2,51:1,116:1
ht	0:4263,1:760,2:356,3:244,4:120,5:52,6:39,7:15,8:21,9:6,10:5,11:3,12:2,13:2,14:3,16:3,20:4,22:1,25:1,28:1,38:1,43:1,56:2,114:1
el	0:4050,1:324,2:145,3:112,4:48,5:28,6:28,7:11,8:3,9:2,10:5,11:3,12:4,13:1,15:1,16:2,20:1,21:1,30:1
ta	0:3248,1:428,2:369,3:237,4:94,5:55,6:31,7:10,8:8,9:7,10:3,11:2,12:2,13:5,14:3,15:2,17:2,20:1,26:1
sv	0:3087,1:448,2:254,3:76,4:24,5:9,6:6,7:2,8:5,9:1,12:7,14:1,15:1,114:1
vi	0:2676,1:481,2:245,3:174,4:49,5:22,6:32,7:25,8:11,9:4,10:3,11:1,12:3,13:2,14:2,15:2,16:1,17:4,18:5,20:1,23:1,25:1,28:5,29:1,32:1,33:1,35:1,37:1,41:2,43:1,45:2,48:1
iw	0:3144,1:173,2:29,3:34,4:12,5:7,6:2,7:2,10:1,20:1
fi	0:2432,1:346,2:144,3:72,4:45,5:9,6:4,7:3,8:6,9:4,10:2,14:1,17:1
cs	0:2014,1:394,2:128,3:55,4:29,5:20,6:17,7:8,8:1,9:3,10:1,11:1,12:4,13:2,15:3,18:2
gu	0:2049,1:221,2:165,3:20,4:6,5:6,6:4,7:1,8:1,9:1,12:3
te	0:1785,1:147,2:146,3:108,4:40,5:18,6:12,7:10,8:2,10:3,36:1
da	0:1619,1:273,2:124,3:48,4:20,5:11,6:10,7:1,8:2,9:3,10:4,11:1,12:1,13:2,18:1,25:1,26:1,31:1,36:1,53:1
mr	0:1469,1:164,2:144,3:69,4:47,5:12,6:10,7:6,8:6,9:6,10:3,11:4,12:1,13:1,14:3,17:1
eu	0:1376,1:223,2:109,3:39,4:24,5:12,6:9,7:3,8:4,9:1,10:1,15:1,21:1,22:1
ro	0:1420,1:157,2:89,3:54,4:18,5:27,6:9,7:2,8:1,9:8,10:5,11:1,19:1,32:1
cy	0:1286,1:273,2:108,3:50,4:38,5:17,6:5,8:5,9:6,11:1,14:1,33:1,45:1
no	0:1269,1:203,2:83,3:47,4:19,5:4,6:6,7:11,8:3,9:1,12:2,18:2,30:1,72:1
hu	0:983,1:181,2:116,3:58,4:32,5:20,6:6,7:11,8:3,9:2,11:1,12:6,14:1,15:2,16:6,18:1,63:1
ne	0:785,1:183,2:117,3:64,4:18,5:6,6:10,7:5,8:1,14:1,16:1
lt	0:839,1:210,2:46,3:38,4:10,5:5,6:4,7:2,8:2,9:2,48:1
lv	0:850,1:110,2:38,3:29,4:13,5:6,6:8,8:2,12:1
sl	0:801,1:109,2:58,3:35,4:11,5:3,6:7,7:3,8:1,9:1,10:1,11:1,16:1
ps	0:812,1:88,2:34,3:11,4:6,5:4,7:3,8:1,9:1,85:1
sr	0:536,1:61,2:22,3:37,4:4,5:1,6:2,9:1,10:1,12:1,19:1
is	0:483,1:101,2:32,3:20,4:15,5:4,6:3,7:1,8:1
my	0:410,1:79,2:64,3:33,4:35,5:10,6:4,7:7,8:2,9:3,12:1,14:1,15:1
kn	0:408,1:56,2:29,3:20,4:12,5:9,6:12,9:1,13:2
am	0:387,1:65,2:35,3:26,4:15,5:4,6:5,7:5,9:1
ml	0:270,1:86,2:28,3:15,4:5,5:8,6:1,8:1
pa	0:230,1:25,2:14,3:12,4:2,8:1
bg	0:223,1:35,2:12,3:5,4:2,6:1,7:1,11:1,12:1,16:1
ckb	0:131,1:16,2:10,3:2,4:3,6:1,18:1
or	0:113,1:13,2:4,3:9,4:1,7:1,17:1
km	0:91,1:15,2:10,3:8,4:6,5:5,6:1
si	0:54,1:23,2:8,3:4,4:6,6:1
lo	0:79,1:8,2:2,3:3,4:1,8:1
sd	0:67,1:17,2:7,3:2
dv	0:65,1:3,2:1
ka	0:51,2:1
hy	0:39,1:1,2:7,3:1,4:2
qct	0:7
ug	0:1
bo	2:1
