Language	Count
en	0:892397,1:162266,2:83211,3:39626,4:22181,5:9772,6:7396,7:3471,8:2198,9:1852,10:1155,11:643,12:582,13:339,14:270,15:314,16:160,17:134,18:146,19:73,20:157,21:60,22:45,23:31,24:41,25:88,26:57,27:29,28:17,29:12,30:48,31:72,32:16,33:9,34:6,35:3,36:12,37:11,39:4,40:5,41:6,42:9,43:15,44:4,45:2,46:6,47:2,48:5,49:7,50:4,51:5,52:3,53:3,54:3,55:3,56:1,57:1,58:1,60:3,61:1,64:2,65:3,66:3,68:1,69:1,70:2,71:1,72:3,73:1,76:1,77:1,78:1,79:3,80:1,81:2,82:1,83:3,84:2,87:2,91:1,92:2,93:1,95:2,97:1,98:1,99:2,100:1,103:1,104:2,112:1,123:1
ja	0:449487,1:82527,2:45648,3:30454,4:18526,5:15797,6:8337,7:6686,8:3431,9:2484,10:2159,11:951,12:781,13:579,14:521,15:271,16:161,17:198,18:684,19:79,20:117,21:94,22:76,23:107,24:51,25:36,26:34,27:20,28:29,29:11,30:48,31:13,32:17,33:9,34:15,35:9,36:4,37:25,38:5,39:8,40:12,41:9,42:20,44:2,45:16,47:6,48:3,49:2,50:2,51:4,53:1,54:2,55:5,56:2,57:2,59:2,60:3,63:1,64:1,66:1,67:2,68:2,69:2,73:1,79:3,80:1,81:1,83:3,84:2,85:2,86:1,91:1,98:1,99:10,113:2,126:1,132:1
es	0:224892,1:34188,2:14455,3:8503,4:4077,5:2026,6:1424,7:688,8:563,9:317,10:267,11:162,12:123,13:84,14:68,15:51,16:45,17:27,18:22,19:51,20:27,21:37,22:25,23:9,24:15,25:50,26:14,27:6,28:5,29:3,30:15,31:1,32:1,33:3,34:15,35:1,36:5,37:2,38:2,39:1,40:1,41:2,42:3,43:2,44:2,45:1,46:2,49:1,51:1,52:1,53:1,55:1,62:1,65:2,68:1,74:1,75:1,80:1,93:1,96:1,122:1,123:1,126:1,134:1
tr	0:212562,1:11124,2:6095,3:2105,4:1506,5:509,6:573,7:209,8:227,9:91,10:74,11:29,12:61,13:47,14:27,15:21,16:12,17:5,18:8,19:5,20:7,21:4,22:3,24:5,25:2,26:5,30:4,31:1,36:1,44:1
pt	0:164306,1:17614,2:7725,3:3981,4:1813,5:939,6:612,7:404,8:204,9:133,10:102,11:94,12:56,13:32,14:78,15:21,16:21,17:23,18:22,19:9,20:8,21:11,22:13,23:24,24:11,25:1,26:7,27:35,28:5,29:2,30:4,31:3,33:3,34:7,35:6,36:3,38:1,39:3,41:1,44:1,46:1,49:1,52:1,55:1,58:1,64:1,66:1,67:1,77:1,95:1,119:1,123:1,132:1
th	0:134008,1:20705,2:12662,3:7326,4:3748,5:2064,6:1409,7:720,8:535,9:356,10:196,11:143,12:88,13:47,14:86,15:27,16:29,17:24,18:20,19:7,20:2,21:5,22:5,23:16,24:7,25:6,26:2,27:43,29:2,30:2,31:1,32:1,33:6,36:3,43:1,45:1,48:2,50:1,58:6,78:1,84:1,104:1
ar	0:107468,1:21970,2:12116,3:5659,4:6534,5:3775,6:5465,7:2323,8:1147,9:3081,10:279,11:198,12:180,13:103,14:119,15:139,16:1925,17:46,18:1611,19:1162,20:1183,21:74,22:22,23:13,24:17,25:7,26:12,27:12,28:12,29:13,30:4,31:5,32:8,33:3,34:6,35:6,36:4,37:3,38:6,39:3,40:4,41:2,42:6,43:5,44:1,45:3,46:7,47:2,48:5,49:2,50:4,51:3,52:3,53:1,55:1,56:1,57:1,59:2,60:2,61:1,62:1,64:1,65:2,66:2,68:1,69:2,70:1,71:2,72:3,75:2,76:2,78:1,81:1,84:3,88:1,90:1,91:1,92:1,95:1,101:1,104:1,106:1,107:1,108:1,111:1,112:1,113:1,120:1,125:1,130:1,134:1,138:1
und	0:52550,1:28511,2:18886,3:13128,4:6347,5:3010,6:1881,7:1330,8:859,9:467,10:381,11:276,12:192,13:118,14:110,15:71,16:88,17:43,18:1203,19:1175,20:1155,21:28,22:22,23:19,24:48,25:17,26:26,27:12,28:23,29:12,30:15,31:6,32:6,33:9,34:13,35:9,36:20,37:5,38:4,39:7,40:9,41:2,42:7,43:8,44:5,45:5,46:4,47:3,48:3,49:3,50:5,51:2,52:3,53:3,54:1,55:1,56:5,57:3,58:1,59:2,60:6,61:6,62:1,63:2,64:6,65:4,66:1,67:2,69:2,70:5,71:2,72:3,73:3,74:1,75:1,76:1,78:1,80:4,81:2,82:1,83:1,84:6,85:2,87:1,88:3,89:4,90:2,91:1,92:1,93:1,94:1,95:1,96:4,97:1,99:2,100:2,103:1,104:4,107:2,108:4,109:1,110:2,112:2,114:1,115:1,117:3,118:2,119:1,120:2,121:1,122:1,123:1,125:1,129:1,130:2,131:1,135:5,136:4,137:6,138:5,139:3,140:14
ko	0:92707,1:12073,2:7271,3:3732,4:1979,5:1211,6:688,7:410,8:187,9:189,10:54,11:53,12:21,13:24,14:16,15:11,16:12,17:19,18:5,19:4,20:15,21:6,22:2,23:2,24:5,25:2,26:3,27:2,28:1,32:4,36:1,38:1,45:1,49:2,60:1,62:3,66:2,68:1
zxx	0:105801,1:12,2:8,3:3,4:2,5:3,7:1,9:4,27:1
