Day	Hour	Count	Coverage%
2022-10-17	00	164624	100.0
2022-10-17	01	166775	100.0
2022-10-17	02	164586	100.0
2022-10-17	03	170707	100.0
2022-10-17	04	147365	100.0
2022-10-17	05	140830	100.0
2022-10-17	06	136991	100.0
2022-10-17	07	155100	100.0
2022-10-17	08	162316	100.0
2022-10-17	09	173793	100.0
2022-10-17	10	189851	100.0
2022-10-17	11	210114	100.0
2022-10-17	12	229366	100.0
2022-10-17	13	239139	100.0
2022-10-17	14	239445	100.0
2022-10-17	15	231094	98.972
2022-10-17	16	163260	75.75
2022-10-17	17	182747	96.25
2022-10-17	18	179352	99.75
2022-10-17	19	132942	75.139
2022-10-17	20	172100	97.472
2022-10-17	21	168152	100.0
2022-10-17	22	167837	100.0
2022-10-17	23	158262	100.0
