Day	Hour	Count	Coverage%
2022-09-09	00	154008	100.0
2022-09-09	01	157618	100.0
2022-09-09	02	161992	100.0
2022-09-09	03	165172	100.0
2022-09-09	04	142664	100.0
2022-09-09	05	135386	100.0
2022-09-09	06	134551	100.0
2022-09-09	07	137527	100.0
2022-09-09	08	145135	100.0
2022-09-09	09	167902	100.0
2022-09-09	10	183615	100.0
2022-09-09	11	201753	100.0
2022-09-09	12	222304	100.0
2022-09-09	13	232005	100.0
2022-09-09	14	228375	100.0
2022-09-09	15	215789	100.0
2022-09-09	16	198712	100.0
2022-09-09	17	178841	100.0
2022-09-09	18	163920	100.0
2022-09-09	19	154728	100.0
2022-09-09	20	154414	100.0
2022-09-09	21	150105	100.0
2022-09-09	22	148942	100.0
2022-09-09	23	151754	100.0
