Emoji	Count
🔹	428036
♦️	200486
😭	164381
😂	119739
✨	88414
🤣	78269
🔥	70671
❤️	58894
✅	37934
🎁	35447
💙	33804
🥺	33247
😍	33221
🙏	29504
🥹	28334
🥰	27942
🎉	25659
‼️	24095
💦	22679
🤍	22229
💕	21922
▶️	21202
💚	20097
🌟	19721
👇	19157
😊	18915
💛	16134
❤	16019
👍	15343
👏	15146
💜	14590
🚨	13409
♥️	13269
💖	13074
👀	13044
😅	12968
☺️	12738
🖤	12616
😆	12571
💗	12429
❗	12001
😈	11940
😘	11514
📌	11341
🤔	10948
👉	10928
🥲	10572
🥳	10375
😁	10306
🫶🏻	10293
😳	10250
💥	10056
⭐	9790
🏆	9732
🌹	9670
📍	9469
💰	9258
🤤	9115
💀	9054
🤭	9037
💔	8898
⚡	8887
🚀	8732
😎	8619
😋	8574
🥵	8456
🤩	8394
👑	7821
🎶	7770
🌸	7598
💪	7562
😉	7467
🫶	7402
🫠	7333
💯	7313
😔	7306
🧡	7024
📢	6862
😌	6810
🔔	6806
💫	6769
🟩	6702
🤗	6653
🙌	6549
🍀	6483
❤️‍🔥	6457
📸	6444
❣️	6406
💓	6350
😇	6308
😩	6300
🎊	6278
😢	6192
🔴	6147
💎	5922
1️⃣	5816
💞	5766
⏰	5766
🤡	5757
🙄	5740
🍆	5673
☀️	5623
💋	5598
🐰	5526
🎥	5522
😏	5509
1⃣	5502
⚠️	5484
🍑	5468
🇧🇷	5448
⬇️	5442
🔗	5414
🌈	5305
🙏🏻	5192
➡️	5117
🌕	5014
😱	4836
😡	4748
🎯	4694
🇹🇷	4682
💸	4607
👌	4547
2️⃣	4476
🎂	4346
✌️	4338
‼	4237
💆🏻‍♂️	4225
😃	4102
😄	4091
🐷	4044
2⃣	4041
📣	4026
⬜	4024
👏🏻	3975
♻️	3974
🎀	3968
💐	3922
😜	3901
🤝	3899
🐶	3895
📺	3878
🫣	3819
🐱	3811
🤮	3692
☕	3631
😀	3606
🙈	3581
♥	3575
🤪	3541
🙂	3492
🌼	3478
🌿	3477
🦋	3453
▶	3446
🚩	3435
🌻	3422
💘	3403
🇾🇪	3381
👅	3295
🌷	3217
🌙	3209
⁉️	3208
✔️	3132
❌	3088
🎵	3054
🎬	3041
🔻	2986
💌	2979
🕊	2961
🌺	2948
🇬🇧	2941
👍🏻	2937
☑️	2905
👇🏻	2871
⬛	2859
🫡	2812
🍁	2792
💢	2737
📱	2730
⚽	2686
🤯	2677
❕	2664
🔁	2648
⚜️	2638
▪️	2609
🥴	2603
🤲	2594
😹	2580
🍿	2530
📲	2525
🦄	2495
🙇‍♀️	2492
🙃	2467
🇺🇸	2423
🧸	2413
👊	2389
🔞	2384
💨	2382
🙇‍♂️	2363
🥇	2351
🔸	2346
😝	2339
👋	2308
🎈	2289
🟨	2284
⚫	2272
😻	2257
💭	2243
❓	2229
3⃣	2223
😚	2209
✈️	2200
👈	2192
⚪	2187
🦊	2176
🌞	2160
🔽	2132
😤	2128
🤬	2127
🤧	2122
🎤	2118
🗣	2107
😮‍💨	2063
🌱	2053
🫂	2039
😞	2039
😬	2037
🐻	2031
🇸🇦	2028
🐾	2016
📷	1984
🐯	1981
😵‍💫	1969
☺	1967
☁️	1967
㊗️	1965
🌊	1961
🍎	1934
😫	1903
😒	1880
🤫	1870
👉🏻	1865
🟢	1856
🇪🇷	1849
💵	1839
🐹	1832
🍒	1825
🇺🇦	1820
🎧	1802
🍃	1798
🦅	1794
😴	1781
🍓	1780
💃	1775
🐥	1775
❣	1763
🙌🏻	1738
➖	1724
☹️	1706
🤨	1684
☀	1675
💝	1663
🙏🏼	1654
❤️‍🩹	1648
⚔️	1644
🧐	1635
⭕	1632
📈	1630
🥂	1626
😛	1624
🫧	1621
🫶🏼	1615
3️⃣	1604
🔵	1598
💬	1594
🍊	1574
✔	1574
🤢	1570
🤏🏻	1554
🐺	1551
🇻🇪	1546
✊	1528
📽	1524
🍌	1521
🔄	1519
🐈	1513
🟥	1509
🇮🇳	1491
🌚	1489
🕺	1488
⏳	1482
🍂	1472
🤎	1468
🦑	1460
🤑	1460
🌝	1455
🍻	1436
😪	1426
🐨	1425
🔺	1416
💩	1404
🤦‍♀️	1402
◀️	1392
💧	1385
📽️	1378
👤	1375
🦁	1374
🎮	1374
🅿️	1368
⤵️	1367
🗓	1359
✍️	1359
🙏🏽	1341
🍇	1334
😥	1333
😐	1321
👻	1309
✌🏻	1308
😑	1285
😵	1283
😓	1280
💤	1279
🔝	1276
😣	1270
🙇	1262
✌	1251
🆘	1246
💡	1245
🗣️	1240
🟦	1239
🌴	1238
🤓	1229
▫️	1229
💪🏻	1225
🏈	1222
