Day	Hour	Count	Coverage%
2022-10-18	00	155090	100.0
2022-10-18	01	161588	100.0
2022-10-18	02	161011	100.0
2022-10-18	03	168383	100.0
2022-10-18	04	146386	100.0
2022-10-18	05	140947	100.0
2022-10-18	06	140712	100.0
2022-10-18	07	144729	100.0
2022-10-18	08	152634	100.0
2022-10-18	09	168624	100.0
2022-10-18	10	184635	100.0
2022-10-18	11	209195	100.0
2022-10-18	12	224020	100.0
2022-10-18	13	237824	100.0
2022-10-18	14	235689	100.0
2022-10-18	15	241127	99.444
2022-10-18	16	211413	100.0
2022-10-18	17	190912	100.0
2022-10-18	18	175055	100.0
2022-10-18	19	162562	100.0
2022-10-18	20	159174	100.0
2022-10-18	21	160175	100.0
2022-10-18	22	158342	100.0
2022-10-18	23	160358	100.0
