Language	Count
en	0:950131,1:182617,2:83792,3:41310,4:19773,5:10117,6:6833,7:4372,8:2910,9:1579,10:1027,11:579,12:539,13:379,14:257,15:306,16:190,17:144,18:105,19:76,20:196,21:57,22:72,23:43,24:59,25:107,26:56,27:16,28:31,29:24,30:47,31:28,32:41,33:29,34:22,35:23,36:22,37:7,38:3,39:15,40:7,41:4,42:10,43:3,44:4,45:17,46:3,48:4,49:4,50:5,51:1,52:2,53:1,54:1,55:1,56:5,58:5,59:3,60:4,61:4,62:1,63:2,64:2,65:3,66:1,67:4,68:2,69:1,70:1,71:2,72:1,80:1,81:2,82:1,83:4,84:3,85:1,92:1,97:3,99:2,100:2,104:1,108:2,127:2
ja	0:447602,1:82134,2:46976,3:31244,4:19880,5:18649,6:9540,7:6108,8:4363,9:2522,10:1654,11:1082,12:813,13:472,14:804,15:196,16:234,17:205,18:426,19:104,20:141,21:61,22:53,23:66,24:51,25:58,26:33,27:15,28:39,29:30,30:36,31:10,32:17,33:23,34:4,35:10,36:15,37:26,38:2,39:5,40:7,41:28,42:2,44:2,45:3,46:3,47:3,48:3,49:3,50:12,51:3,52:3,53:1,54:2,55:2,56:3,57:2,62:2,63:2,67:1,68:1,70:1,71:1,75:1,78:1,79:2,84:1,98:2,100:1,107:1,109:1,122:1,129:1,131:1,138:1
es	0:241345,1:35576,2:16007,3:8653,4:4402,5:2120,6:1429,7:857,8:593,9:344,10:271,11:200,12:148,13:83,14:76,15:70,16:89,17:57,18:30,19:96,20:31,21:23,22:16,23:19,24:50,25:19,26:7,27:5,28:7,29:9,30:6,31:4,32:4,33:4,34:3,35:3,36:12,37:2,38:8,39:1,40:3,41:2,42:1,43:1,44:2,45:2,50:2,51:1,54:1,55:1,59:1,67:1,71:1,79:1,114:1,120:1
tr	0:226526,1:11010,2:6528,3:2551,4:1575,5:703,6:616,7:206,8:174,9:78,10:58,11:35,12:55,13:40,14:55,15:20,16:17,17:7,18:11,19:1,20:7,21:2,22:2,23:4,24:3,25:6,26:1,27:2,28:1,29:2,30:1,31:1,32:3,33:1,36:2,38:3,39:1,41:1,42:1,55:1,56:1,57:1
th	0:182572,1:26514,2:16230,3:8123,4:4737,5:2481,6:1581,7:935,8:635,9:352,10:300,11:191,12:140,13:72,14:67,15:44,16:36,17:40,18:64,19:14,20:23,21:8,22:9,23:2,24:4,25:7,26:17,27:17,28:4,30:16,31:1,34:1,35:1,38:1,40:1,42:3,44:1,48:1,50:1,51:1,57:2,58:1,66:4,68:1,90:2
pt	0:185054,1:20902,2:8165,3:4092,4:2139,5:1085,6:972,7:391,8:326,9:307,10:105,11:94,12:68,13:50,14:68,15:37,16:20,17:14,18:12,19:67,20:11,21:11,22:19,23:7,24:9,25:9,26:5,27:3,28:5,29:2,30:7,31:1,32:1,33:2,34:2,35:5,36:1,37:3,38:3,40:3,41:4,42:2,44:1,45:1,46:1,48:1,49:2,51:2,56:1,70:1,77:1,84:2,109:1,115:1,122:1,133:1
ar	0:107910,1:21611,2:12800,3:5682,4:3981,5:2837,6:6205,7:2288,8:2532,9:798,10:230,11:185,12:290,13:113,14:103,15:62,16:1232,17:89,18:883,19:36,20:35,21:20,22:616,23:511,24:477,25:24,26:11,27:5,28:8,29:7,30:4,31:1,32:5,33:3,34:3,35:5,36:6,37:3,38:1,39:2,40:3,41:1,42:1,43:2,44:1,45:3,46:1,47:2,48:3,49:1,50:1,52:3,56:4,57:1,58:2,59:1,60:1,61:2,63:1,64:3,65:4,67:1,72:2,73:1,77:2,78:1,79:3,80:1,84:2,86:1,88:1,90:1,96:2,100:1,109:1,117:1,126:1,127:1,130:4
und	0:57891,1:31871,2:20093,3:14205,4:6556,5:4847,6:2435,7:1034,8:773,9:472,10:1690,11:340,12:2927,13:527,14:160,15:112,16:58,17:58,18:45,19:44,20:808,21:162,22:551,23:497,24:518,25:34,26:21,27:17,28:24,29:7,30:21,31:33,32:6,33:8,34:5,35:7,36:23,37:6,38:3,39:10,40:12,41:1,42:16,43:5,44:6,45:2,46:1,47:2,48:7,49:5,50:2,51:1,52:5,53:7,55:2,56:7,58:1,59:4,60:3,61:2,62:5,63:5,64:3,65:1,66:1,67:3,68:4,69:1,70:5,71:1,72:2,73:4,75:4,77:2,78:6,79:2,80:3,81:1,82:1,84:1,85:3,86:1,87:1,88:3,90:1,95:1,96:1,97:1,98:3,99:1,100:1,104:1,105:1,107:1,108:1,109:1,110:4,112:1,114:1,118:2,120:2,121:1,122:1,124:1,126:2,128:1,129:2,130:4,131:2,132:4,133:2,135:1,136:2,137:1,138:1,139:8,140:24
ko	0:98667,1:12611,2:7691,3:3845,4:1825,5:930,6:802,7:329,8:285,9:148,10:82,11:24,12:54,13:15,14:10,15:8,16:8,17:7,18:15,19:4,20:3,21:2,22:2,23:1,24:5,25:2,26:1,30:1,31:1,33:1,37:3,38:1,40:2,52:1,55:1,60:1,81:1,103:1,136:1
zxx	0:104024,1:11,2:4,4:3,9:1,10:1,11:1,13:1
in	0:69907,1:15773,2:6568,3:3428,4:1550,5:766,6:510,7:260,8:135,9:93,10:80,11:33,12:15,13:21,14:13,15:10,16:11,17:9,18:8,19:1,20:6,21:5,22:4,23:1,24:2,25:26,26:1,27:5,28:1,29:2,30:1,32:2,35:1,41:1,46:1,47:1,56:1,66:1,73:1,117:1
fa	0:70134,1:4241,2:1334,3:460,4:286,5:81,6:71,7:26,8:26,9:6,10:18,11:4,12:8,13:9,14:2,18:1,19:6,20:12,21:8,22:14,23:1,24:1,30:7,32:2,43:1,61:1
qme	0:73288,1:6,2:128,3:2,4:10,11:1
fr	0:52776,1:7959,2:3391,3:1563,4:792,5:342,6:188,7:160,8:84,9:55,10:24,11:12,12:23,13:12,14:6,15:14,16:11,17:11,18:5,19:10,20:2,21:5,23:1,24:4,25:2,26:1,27:3,28:1,29:1,32:1,33:2,34:1,35:1,37:1,40:9,42:3,45:1,48:1
hi	0:34177,1:4171,2:2539,3:1129,4:673,5:342,6:243,7:101,8:101,9:54,10:48,11:40,12:44,13:13,14:14,15:8,16:14,17:6,18:9,19:1,20:4,21:11,22:9,24:2,25:1,26:1,27:3,28:1,29:5,30:1,31:1,32:3,33:1,39:1,42:2,79:1
tl	0:23961,1:6006,2:3145,3:1572,4:630,5:267,6:138,7:73,8:49,9:36,10:10,11:19,12:18,13:4,14:3,15:5,16:16,17:2,18:6,19:2,20:1,21:2,22:2,24:2,25:1,26:1,28:1,40:1,42:1,63:1
zh	0:24071,1:4403,2:1914,3:1231,4:605,5:335,6:185,7:142,8:79,9:51,10:18,11:15,12:15,13:8,14:4,15:4,16:4,18:2,19:4,20:4,21:5,22:5,23:1,24:1,25:3,26:3,27:1,29:4,30:5,33:3,34:3,35:1,36:1,63:1,82:1
ur	0:22707,1:1829,2:863,3:427,4:320,5:97,6:85,7:33,8:39,9:17,10:14,11:6,12:7,13:3,14:7,15:4,16:2,17:1,18:1,20:2,21:1,26:3,30:1,36:1,39:1,40:1,45:1,47:1,55:1,56:1,75:1
de	0:17666,1:4509,2:847,3:557,4:217,5:91,6:57,7:39,8:32,9:24,10:10,11:12,12:4,13:3,14:2,15:3,16:4,18:1,19:1,20:1,26:1,30:1,97:1
it	0:17455,1:2247,2:1116,3:558,4:248,5:144,6:109,7:59,8:41,9:47,10:13,11:20,12:11,13:6,14:11,15:2,16:4,17:1,19:4,20:1,21:3,23:4,28:1,30:5,31:1,32:3,33:1,34:1,35:1,40:1,44:1,45:1,49:1,100:1,104:1
qam	0:18059
ru	0:11045,1:1248,2:362,3:243,4:83,5:52,6:18,7:24,8:12,9:6,10:2,11:4,12:5,14:1,16:4,17:2,24:2,59:1
pl	0:10464,1:1499,2:480,3:293,4:131,5:89,6:48,7:22,8:19,9:10,10:9,11:3,12:3,14:1,17:2,21:1,22:1,23:1,24:2,25:1,26:3,27:1,28:1,41:1
ca	0:4554,1:744,2:319,3:198,4:271,5:51,6:33,7:20,8:8,9:5,10:142,11:2,12:17,13:1,14:2,18:2,20:4205,21:832,22:96,24:2,25:1,32:1,35:1
nl	0:8674,1:1074,2:474,3:233,4:100,5:36,6:26,7:48,8:9,9:6,10:1,12:2,13:1,16:2,19:1,46:1,60:1
bn	0:2220,1:6399,2:1226,3:45,4:15,5:7,6:4,8:1,9:1,11:1
art	0:28,1:3272,2:1677,3:1775,4:878,5:602,6:360,7:199,8:141,9:97,10:69,11:56,12:47,13:44,14:18,15:18,16:8,17:7,18:7,19:4,20:17,21:46,22:3,23:5,24:8,25:3,26:6,27:4,28:3,29:3,30:3,31:2,33:4,34:4,35:1,36:2,39:1,41:1,42:1,44:1,45:3,49:1,56:2,60:2,61:1,63:2,65:2,70:2,71:1,72:1,78:2,96:2,100:2,104:1,126:1,130:1,136:1,139:1,140:5
et	0:5648,1:1104,2:625,3:404,4:176,5:78,6:49,7:23,8:10,9:12,10:4,11:4,12:2,14:4,15:2,16:2,18:2,24:1,25:1,39:1,41:1,42:1,56:1,59:1,62:1,70:1,74:1,81:1,107:1
ta	0:6347,1:428,2:277,3:274,4:120,5:49,6:24,7:29,8:8,9:6,10:10,11:1,12:1,13:2,15:1,16:1,17:1,20:2,30:1,38:1
qht	0:6932,2:60,4:6
ht	0:4437,1:612,2:436,3:238,4:97,5:43,6:34,7:17,8:15,9:12,10:5,11:6,12:4,13:1,14:4,15:4,16:2,17:1,19:1,23:2
qst	0:5400,1:512,2:38,3:3
uk	0:4430,1:710,2:184,3:127,4:39,5:23,6:5,7:8,8:3,9:5,10:2,11:3,15:1,34:1,45:1
te	0:3790,1:414,2:427,3:239,4:112,5:55,6:39,7:8,8:8,9:19,10:3,11:1,14:1,15:1,16:2,77:2
vi	0:3192,1:520,2:281,3:192,4:115,5:30,6:39,7:14,8:15,9:3,11:3,12:2,13:4,14:1,15:1,16:2,17:2,18:1,20:4,22:5,23:4,24:4,25:1,26:1,27:1,28:3,29:1,32:1,33:2,35:2,37:1,41:2
el	0:3737,1:338,2:138,3:97,4:49,5:26,6:20,7:12,8:5,9:5,10:1,11:1,14:1,15:1,18:2,20:1,25:1
sv	0:3442,1:437,2:279,3:85,4:22,5:13,6:14,7:3,8:2,9:1,10:2,12:2,13:1,14:1,23:1,26:1
iw	0:3010,1:178,2:50,3:36,4:13,5:4,6:2,7:2,9:1,10:1,12:1,24:1
cs	0:2566,1:391,2:123,3:58,4:40,5:25,6:9,7:4,8:5,9:5,10:6,11:2,12:1,14:1,16:1,36:1
fi	0:2396,1:371,2:131,3:56,4:27,5:19,6:5,7:9,8:3,9:4,10:3,11:2,16:1,20:1,21:1,67:1
da	0:1815,1:530,2:104,3:109,4:24,5:19,6:12,7:2,8:2,9:5,10:2,11:1,12:1,13:2,15:2,17:4,27:1,33:1
gu	0:1703,1:238,2:132,3:31,4:17,5:2,6:6,7:2,9:1,11:1,23:4
eu	0:1613,1:248,2:106,3:56,4:23,5:24,6:12,7:4,8:3,9:2,10:3,11:2,13:1,15:2,18:2,19:1,23:1
hu	0:1365,1:200,2:79,3:65,4:29,5:21,6:8,7:9,8:2,10:1,12:3,15:1,16:5,18:6
ro	0:1420,1:156,2:82,3:38,4:23,5:12,6:10,7:3,8:3,10:3,11:1,12:2,17:2,18:2,44:1,48:2
cy	0:1326,1:172,2:120,3:53,4:26,5:26,6:3,7:6,8:3,9:2,10:4,11:1,12:2,15:2,17:1,24:1,34:1,36:1,43:1
no	0:1310,1:216,2:85,3:43,4:21,5:6,6:5,7:5,8:1,9:2,10:1,12:1,13:7,18:1,24:1,36:1,70:1,79:1
mr	0:1107,1:141,2:99,3:43,4:30,5:12,6:8,7:8,8:4,9:3,10:3,12:2,13:3,14:1,17:1,32:1,35:1
