Language	Count
lt	0:892,1:164,2:57,3:32,4:5,5:5,6:4,10:2,14:1,16:4,24:1,25:1,32:1,48:1
lv	0:838,1:134,2:53,3:35,4:17,5:9,6:12,7:44,12:1,14:1
sl	0:770,1:127,2:66,3:28,4:16,5:7,6:7,7:2,8:3,9:2,10:3,11:3,15:1
am	0:597,1:89,2:64,3:34,4:23,5:12,6:8,8:3,10:3,13:1,15:1,18:1
ps	0:737,1:54,2:10,3:7,4:3,5:2,6:2,8:1
ne	0:512,1:101,2:95,3:47,4:17,5:8,6:6,7:1,8:7,9:4,10:1,11:1,12:2,14:1,26:1
is	0:542,1:124,2:37,3:21,4:8,5:4,6:5,7:2,8:1,9:9,13:1,25:1
my	0:399,1:142,2:62,3:67,4:34,5:10,6:7,7:1,9:3,10:2,12:3,14:1,17:2,24:1
sr	0:485,1:62,2:16,3:34,4:7,5:3,7:1,9:1
kn	0:450,1:42,2:38,3:27,4:14,5:11,6:3,7:1,8:1,9:1,32:1
ml	0:214,1:88,2:32,3:10,4:10,5:4,6:1,9:1
bg	0:200,1:33,2:4,3:4,4:1,6:1,27:1
pa	0:157,1:16,2:11,3:3,5:2,6:1,11:1
km	0:119,1:19,2:22,3:13,4:6,5:4,6:1
or	0:122,1:19,2:6,3:14,4:2
ckb	0:115,1:14,2:21,3:2,7:1
ka	0:64,1:10,2:64,3:1,4:1,6:1
lo	0:71,1:16,2:3,3:1,4:5,6:1
sd	0:60,1:13,2:5,3:6,6:2
si	0:39,1:23,2:12,3:4,4:3
dv	0:66,1:3,3:1
hy	0:39,1:6,2:1,4:1,10:1
qct	0:6
ug	0:4
bo	0:2
