Emoji	Count
😭	137357
😂	116300
✨	97496
🔥	82486
🤣	79195
✅	62440
❤️	54869
💕	39606
🎁	37001
😍	32053
🥺	31579
🙏	30259
🥹	28016
🥰	27713
♦️	25048
🎉	24968
💦	23684
💜	23205
‼️	23184
👇	22140
🌟	20533
😊	20106
🗣	19901
🔰	19185
🤍	19109
💙	18547
🚧	18501
👍	16801
👀	16461
🚀	15885
❗	15670
🚨	15602
👏	15446
🐪	14639
🔹	14347
🕓	13782
☺️	13644
✈️	13577
😅	13461
❤	13439
💟	13371
😈	13338
💚	13205
🛒	13151
💗	12717
📍	12641
💖	12630
🤔	12108
😆	11643
😘	11592
⚡	11535
📌	11275
🎃	11195
♥️	11101
🥲	10658
😁	10474
👉	10459
🌹	10223
🖤	10200
🥳	10112
💥	9957
💛	9755
💰	9674
🤤	9607
🏆	9492
🤭	9247
😳	9212
🫶🏻	8983
🥵	8664
♻	8596
🤩	8263
😎	8238
💿	8159
⭐	8153
💯	8077
💪	7989
🫶	7875
😋	7799
💔	7597
☠️	7461
🙌🏻	7440
🎶	7438
🎯	7403
💀	7331
📢	7282
🔴	7276
🔔	7176
❤️‍🔥	7156
1️⃣	7136
😉	7066
❣️	6998
🎊	6984
🌸	6853
🔗	6766
🌈	6740
🤗	6704
⬇️	6667
🫠	6643
🍀	6636
🤡	6607
💋	6511
😩	6463
👻	6461
📸	6417
😌	6363
👑	6220
⚠️	6181
😔	6125
💞	6123
💫	6112
2️⃣	6045
💏	6010
🙄	5972
🙌	5966
💓	5926
🍎	5926
🐄	5922
🍆	5906
🎥	5684
🧡	5678
📲	5666
😱	5623
🤯	5593
🍑	5583
😡	5555
🟩	5523
😏	5504
😇	5420
1⃣	5396
😢	5365
🍇	5346
🙏🏻	5326
🇧🇷	5317
☀️	5302
🚩	5283
✌️	5257
🐰	5134
🐺	5117
⏰	5093
✔	5084
💎	4979
📣	4938
🍋	4885
➡️	4819
💆🏻‍♂️	4813
👇🏻	4576
💐	4569
❌	4549
👌	4510
☕	4509
®	4460
🔵	4384
‼	4380
🐶	4243
🐷	4215
😄	4185
😜	4132
🔞	4095
👏🏻	4081
🙂	4043
🙃	4037
💭	3944
😀	3930
⚽	3895
🎀	3887
🤪	3881
🤮	3836
💸	3821
♻️	3805
🍁	3786
⬜	3766
😃	3747
🦋	3727
🙈	3718
🔻	3681
🫣	3669
🤝	3659
🎵	3656
♥	3645
🎂	3603
👅	3594
🍓	3553
3️⃣	3512
🐱	3492
🌷	3459
🌺	3370
2⃣	3346
💘	3271
😒	3255
⁉️	3231
🇪🇹	3169
🌻	3087
🔽	3017
🇹🇭	3002
▶️	3002
✔️	2984
🎢	2950
💌	2941
❕	2939
🫡	2915
📎	2896
📺	2863
👚	2842
🌿	2787
🇺🇸	2765
👍🏻	2761
🌱	2757
😻	2744
💢	2704
🤬	2696
🎲	2680
🟨	2654
😹	2640
💵	2615
⚪	2592
💨	2554
🥴	2520
🌙	2483
😝	2466
📱	2438
🔁	2426
❓	2424
📷	2406
🌐	2394
🐾	2389
▶	2378
㊗️	2368
😤	2355
🇹🇷	2348
😫	2344
👉🏻	2336
🍒	2321
👋	2301
🌞	2294
🎬	2286
🍂	2261
🏮	2254
🐻	2246
™	2246
🏄	2237
✊	2233
😞	2226
⬛	2209
🇺🇦	2188
🤧	2182
🇪🇷	2178
▪️	2159
🟡	2151
☀	2151
😚	2145
😮‍💨	2134
🐹	2114
🤫	2113
⭕	2111
🙇‍♀️	2110
🌼	2086
🇻🇪	2086
👊	2068
🔠	2066
🤲	2065
👈	2049
🎈	2045
🥇	2044
😬	2036
🌊	2030
4️⃣	2030
👨‍🚀	2012
🔸	1999
🤨	1978
💮	1972
⏳	1952
🗣️	1918
🙇‍♂️	1902
🫂	1899
😴	1896
🍃	1894
🤑	1875
🕯️	1865
☺	1859
🥶	1856
☑️	1855
➖	1853
🐬	1846
😵‍💫	1844
💬	1830
🫧	1815
🕯	1815
❤️‍🩹	1801
🟢	1797
🍊	1783
🟠	1779
🌍	1773
👁	1768
🦊	1761
🧸	1754
🔄	1752
🐯	1746
🎮	1742
🎤	1726
🐥	1725
🍔	1721
🫶🏼	1715
🥂	1710
🐈	1708
🧐	1703
🇸🇦	1692
⚫	1690
5️⃣	1658
⚔️	1654
🔝	1640
💝	1637
💃	1636
🔮	1625
🤏🏻	1610
😛	1609
❄️	1601
🦅	1592
✌🏻	1586
🤎	1579
💧	1573
☹️	1573
🙏🏼	1571
💩	1561
3⃣	1560
🆘	1548
💡	1546
🕊	1542
🎧	1541
🇫🇷	1537
✌	1535
🥱	1522
✍️	1517
🧿	1485
🗓️	1484
🔂	1480
📈	1474
🏝	1473
🗓	1459
☁️	1447
🍌	1440
😥	1428
😓	1416
📩	1406
😐	1398
😪	1396
🍻	1376
🧵	1359
⤵️	1357
〰️	1348
💤	1340
😵	1336
🤦‍♀️	1335
⚠	1324
📽	1319
😣	1313
📝	1285
🤢	1284
🅿️	1281
😑	1276
🏷️	1276
🔺	1266
0️⃣	1261
👏🏼	1255
💪🏻	1249
🟥	1241
🥀	1239
🤟	1238
🪄	1232
✋	1226
📹	1204
😖	1196
👇🏼	1193
🍺	1188
🙇	1179
🗳️	1177
⁉	1176
🐈‍⬛	1162
🏀	1161
🍫	1160
💉	1154
🐨	1152
😠	1151
🌎	1146
🍬	1138
📚	1135
🐟	1132
🤞	1131
🍠	1130
🍿	1116
🙏🏽	1113
🦇	1112
🙏🏾	1098
👄	1096
🥞	1093
❣	1089
▫️	1089
🌴	1085
🍼	1077
😲	1070
🍭	1070
🤦‍♂️	1065
🌚	1063
📞	1058
🍄	1051
🇯🇵	1051
🥚	1047
🦁	1046
☑	1044
🙆‍♀️	1043
📽️	1042
👏🏽	1040
🤓	1039
🫢	1035
⌚	1011
☝️	1009
🇮🇳	1006
🐣	992
🤏	989
📊	987
➕	986
👌🏻	984
👆	984
🤦	982
👤	977
🐍	975
⛄	969
🐸	964
⬇	963
☘️	963
🗳	962
🍳	960
🏅	958
🎙	952
😰	939
🤙	937
🤲🏻	933
🇬🇧	933
🛑	932
⏬	926
😮	923
👹	918
🍜	917
🚗	913
🐐	913
🌠	913
🕊️	912
🚫	907
🕺	906
😨	905
🍵	903
🙀	900
🎨	900
🔊	898
🇷🇺	898
🍪	893
🤠	882
🟦	879
🫶🏽	876
🙊	874
👇🏽	872
🍅	868
🌕	862
🇰🇷	854
🍚	853
📅	851
🔃	850
🐧	849
🙋‍♂️	847
☔	836
🤦🏻‍♀️	830
🤘	829
🍯	827
💣	824
🐙	818
✖️	816
🌀	810
➡	805
🎫	804
🙌🏾	803
😿	802
😙	800
🌳	800
🫰	796
🤷‍♂️	796
🐼	793
🌾	792
🍷	787
😕	786
🎄	786
🎸	785
🔳	784
📻	782
💅	781
✉	780
👍🏼	776
🌏	774
👁️	773
🔅	770
🙋‍♀️	768
🍨	768
📫	766
🎞️	764
🆕	757
©	756
🇦🇷	754
🐳	746
👎	743
🍰	738
🏠	735
📖	733
✊🏻	729
😼	725
🐇	724
♠️	724
🍞	723
🥦	722
😽	722
🌽	721
🤌	718
🌝	716
🐿	714
🔶	710
🟧	707
😶	707
🖕	705
🐴	705
🧧	704
🩸	703
🔪	703
⏱	702
🐒	700
🪐	698
⏩	698
😸	697
👿	690
🌛	690
🥈	689
📰	689
🌶	672
🎰	670
🥕	666
🐕	659
🦄	655
🥁	653
🐝	651
🆙	643
💍	642
🔒	641
🍦	639
🍾	637
🚦	634
🛐	631
🎙️	628
👏🏾	627
🏃	624
🐉	623
🔍	619
🕸	615
⚾	615
🍉	614
