Value	Count
Twitter for Android	1795246
Twitter for iPhone	1480464
Twitter Web App	649272
Twitter for iPad	77471
twittbot.net	48280
Twitter for Mac	32724
TweetDeck	26895
Cheap Bots, Done Quick!	9793
WordPress.com	6695
Botbird tweets	5383
Twitter	5003
Microsoft Power Platform	4618
グランブルー ファンタジー	4232
BelugaCampaignSEA	4097
dlvr.it	3230
IFTTT	3087
Twittascope	2375
Twitcom - Comunidades 	2366
Shuttlerock - Bluebird	2241
Instagram	2212
Hootsuite Inc.	2008
fllwrs	1930
OWNLY Admin	1804
Echoes Act2	1738
Tweetbot for iΟS	1404
Twittt.com	1076
Arrow.	1037
Twiit.com	1008
Buffer	951
Echofon  Android	889
feather for iOS  	856
PlayStation®Network	810
TwitPane for Android	744
Twitter Media Studio	730
Karabiner	729
Nintendo Switch Share	718
LTTStudio	704
Radio.co now playing	702
SocialDog for Twitter	680
ATELU for Twitter	650
Sprout Social	637
やさしい世界を目指すマシュマロちゃん	626
Echofon	592
TwitCasting	511
Poshmark	465
今日のツイライフ	464
Mirrativ	446
ツイタマ for Android	439
twitcle plus	425
Peing	422
Revive Social App	412
TwitPanePlus	395
Twitterrific for iOS	368
Echobox	364
Tween	363
Twidere for Android	353
MixChannel - ミクチャ	353
SocialFlow	332
Tweetlogix	327
livedoor Blog	317
Sprinklr	312
Zapier.com	306
Cubi.so	304
TweetDeck Web App	303
SocialNewsDesk	299
Twitter Web Client	297
ツイタマ+ for Android	287
LinkedIn	277
The Social Jukebox	266
Radio King LiveTweet	256
TweetCaster for Android	249
Tabtter Free	248
SocialBee.io v2	247
Twitter for Advertisers	244
Streamlabs Twitter	227
ツイ廃あらーと	226
Airtime Pro	224
Paper.li	223
Weathercloud	218
SAM Broadcaster Song Info	201
on TheWorld	188
Plume for Android	188
Tweetbot for Mac	186
Tumblr	175
TestsForSearch	172
HubSpot	166
SocialPilot.co	163
Cercanías Avisos	159
Hel2um on iOS	156
zabuu_site	155
Hypefury	154
Hotpepper	154
Janetter	147
Camtsuku	147
Metricool	145
Foursquare	145
Blog2Social APP	145
AbemaTV	142
Rakuten Group, Inc.	141
Janetter for Android	138
CareerArc 2.0	136
Fenix 2	135
懸賞ファン	132
SHOWROOM-LIVE	132
fusetter	130
stafsmoketest	127
Typefully	124
SocialOomph	123
LaterMedia	122
Besocy_Oficial	122
Salesforce - Social Studio	121
Sprinklr Publishing	120
Make (formerly Integromat)	120
Affinitweet.com	118
MateCha	114
True Anthem	111
Janetter iOS	111
Myfxbook	109
Spinitron Playlists	105
Tweecha Lite	102
Unfollowspy	100
SAM Broadcaster Cloud	99
BoxFresh	97
Zoho Social	96
Tweet Hunter Pro	94
Talon Android	93
Flamingo for Android	93
ContentStudio.io	93
StreamElements	91
Periscope	89
BIGO LIVE	89
ツイ廃ジャー	88
feather free for iOS 	88
Sendible	88
Pococha	88
Meteobridge	88
Agorapulse app	88
Blue Robot	86
iembot	85
Loomly	85
Weather Display Tweet	84
Pattr	83
CORE ListingMachine	83
SobaCha	82
Janetter Pro for Android	82
Campaign Management System	82
TwinyBots	81
Foursquare Swarm	79
jigtwi	77
Biyon≡(　ε:) Pro	76
Janetter Pro for iPhone	75
ニコニコ ニコレポ連携	72
Funny apps:)	72
Tweecha2 for Android	71
ThingTweet	71
SocialRabbit Plugin	70
OneDirect Suite - P	70
Tweetings for Android	69
Emplifi	69
NovaPress	68
Verint Messaging	66
Qualtrics Social Connect	66
Dynamic Tweets	65
MSG Lover	64
Zendesk	63
Rate Tweeter	63
Mailchimp	63
twitcle plus for iOS	61
Xbox One Social	60
The Tweeted Times	60
SmarterQueue	59
BotFrens.com	59
Goodreads	58
Twitter Media Studio - LiveCut	57
TheWeb3Bot	57
Postcron App	56
Clickasnap	56
mLabs - Gestão de Redes Sociais	54
Video Downloader Bot	54
hamoooooon	53
TheWorld iOS	53
RadioToolBox song tweet	53
KuroTwi	53
Khoros CX	53
Joytter	53
FS-Poster-App	53
Canva	53
Biyon Lite Ver	53
تطبيق تدبُّر	52
pbnot	52
SocialChamp IO 	52
Dynamic Signal	52
eClincher	51
TV Time, TV show tracker	51
ausverkauf.eu	50
Pixabay Member	50
GetVideoBot	50
tweechaPrime	49
Yukari for Android	49
Tweecha2 for iOS	49
はてな / Hatena	48
erased9353731	48
Nemo Outdoor	48
Locobuzz CX	48
総合サービス ツイボット	47
TRE - The Radio Experience	47
TW Blue	46
SmartNews | スマートニュース	46
Publer.io	46
OnlyFans	46
ArtPal	46
ポケパラTwitter連携	45
ツイプロ(twpro)	45
sichimensoka	45
Tweet Suite	45
Python Bot by PM	45
xcorner	44
TwitterCast by FastCast4u	44
Tweet Nowhere	44
Powered by Sprinklr	44
GroupTweet	44
CoSchedule	44
Amplifr	44
Оwly	43
Untappd	43
Brandwatch	43
Hopscotch Social	42
FS Poster 3	42
ReUs Atsumoritter	41
2hiraganabot	41
Back At You	40
AniList.co	40
FRCRetweets	39
Crowdfire App	39
ニコニコ動画 (ニコニコ)	38
wiwiwififi	38
_screenshoter	38
TamilnaduPoliticsDisseminatorBot	38
Radiologik DJ	38
MyKCM	38
Genesys Social Engagement.	38
FlightAlerts	38
Evertale Official	38
エタクロニクル	37
tweet serach api	37
iWantClips	37
Hearsay Social	37
FS_Poster_App	37
Eshetu-standalone	37
Tweet Old Post	36
Suas Visitass.	36
StockTwits Web	36
Cloud Twitter Client	36
Canada Weather	36
UpStader	35
Remind Me Of This	35
MixLive Now Playing Info	35
Just Space Bot	35
DownloaderBot	35
Command-line Tool	35
bonus tool	34
Zlappo.com	34
Twitttimer	34
PostPickr	34
Gurma-sandalone	34
なうぷれTunes	33
tanoshiku7ikiru_App	33
goaidev	33
YoruFukurou	33
MeetEdgar	33
Ask.fm	33
Adobe Express	33
511NY-Tweets	33
診断メーカー shindanmaker.com	32
ぽんぽんぺいんリツイートBot	32
Twittimer	32
Togetter / min.t	32
ThreadReaderApp	32
MeteoWare Plus+	32
EnterEnter	32
Bot Reply 2	32
BLOX CMS	32
sweet_caramel	31
rankingko	31
Orlo	31
Emerry Tweet	31
Elgato Stream Deck	31
BlastIndieTweetcast	31
ガールズヘブン事務局	30
wordpress for twitter	30
pre-sengokuhyakkaden	30
NYRegions	30
LINE LIVE app	30
Gauge Map UK Tweeter	30
Freshdesk	30
EveryoneSocial	30
dddcg apps	29
Wize.Bot	29
Social360	29
PlaneAlerter	29
FanCentro	29
Deme-prod	29
Astu-test-retweet	29
Studyplus	28
RC Engage Digital EU	28
FC2 Blog Notify	28
