Language	Count
en	0:520095,1:100752,2:52715,3:24549,4:12249,5:6848,6:11064,7:2474,8:2457,9:1156,10:669,11:366,12:414,13:180,14:125,15:143,16:104,17:120,18:71,19:42,20:101,21:41,22:27,23:21,24:31,25:100,26:21,27:17,28:19,29:7,30:42,31:12,32:11,33:5,34:7,35:6,36:10,37:7,38:4,39:3,40:2,41:22,42:2,43:4,44:1,45:3,46:2,48:4,49:2,52:2,53:3,54:3,55:4,56:2,57:2,58:1,59:1,60:2,61:2,63:1,64:2,66:1,67:1,68:2,70:1,73:2,74:2,75:11,80:2,81:1,82:1,83:2,84:2,92:1,96:2,99:2,105:1,116:1,119:1,124:1,132:1
ja	0:390434,1:72782,2:40971,3:27855,4:17816,5:11116,6:7279,7:4485,8:3659,9:2352,10:1370,11:1015,12:620,13:635,14:343,15:345,16:157,17:304,18:84,19:72,20:72,21:94,22:75,23:40,24:47,25:38,26:47,27:15,28:30,29:22,30:12,31:15,32:20,33:6,34:7,35:7,36:4,37:3,38:3,39:5,40:10,41:4,42:3,43:3,44:3,45:6,46:2,47:3,48:5,50:9,52:3,53:1,54:1,55:1,57:2,59:1,64:1,65:1,66:3,67:3,70:1,75:1,81:1,83:1,89:2,93:1,95:1,102:1,103:1,105:1,106:1,109:1,110:1,117:1,118:1,125:1,126:1,129:1
es	0:112960,1:17040,2:7676,3:4761,4:2215,5:1212,6:751,7:420,8:292,9:194,10:107,11:100,12:87,13:72,14:35,15:29,16:22,17:23,18:14,19:9,20:13,21:20,22:6,23:1,24:9,25:6,26:5,27:3,28:2,29:3,30:2,31:3,33:2,34:1,35:2,36:2,38:1,39:1,40:1,41:2,42:1,44:5,46:1,47:1,48:1,49:1,52:1,54:2,56:2,60:1,65:1,70:1,82:1,100:2
tr	0:135335,1:5973,2:3274,3:1431,4:909,5:338,6:395,7:84,8:133,9:37,10:43,11:17,12:29,13:28,14:10,15:7,16:14,17:1,18:5,19:1,20:2,21:4,23:3,25:1,26:2,27:1,30:4,34:1,44:1,72:1
th	0:93764,1:16604,2:9749,3:5507,4:2572,5:1310,6:804,7:479,8:310,9:181,10:147,11:82,12:64,13:33,14:47,15:25,16:22,17:7,18:19,19:8,20:15,21:2,22:2,23:3,26:1,28:1,29:2,30:3,31:2,33:1,35:11,36:1,39:3,40:1,42:1,49:5,108:1
und	0:34438,1:18629,2:13376,3:8118,4:4459,5:2161,6:7124,7:677,8:9644,9:300,10:246,11:190,12:9311,13:94,14:49,15:38,16:5434,17:32,18:31,19:19,20:34,21:26,22:11,23:19,24:24,25:14,26:10,27:12,28:7,29:1,30:11,31:7,32:5,33:3,34:4,35:4,36:13,37:2,38:3,39:2,40:5,41:5,42:4,44:3,45:9,47:2,48:5,51:1,52:2,53:2,54:1,55:2,56:2,57:12,58:1,59:1,60:17,63:5,64:1,65:1,66:2,67:1,68:2,70:1,71:3,73:2,74:1,75:4,76:2,77:1,78:4,79:2,80:3,81:3,82:1,84:4,85:2,87:1,88:1,91:2,93:1,95:1,96:1,98:1,100:2,103:1,104:2,105:1,106:1,112:3,114:1,117:2,120:1,121:241,122:5,123:4,124:1,125:3,126:1,128:1,130:1,131:1,134:3,136:1,137:3,138:4,139:7,140:9
ko	0:76545,1:14351,2:6538,3:3754,4:1535,5:763,6:495,7:267,8:189,9:373,10:75,11:39,12:15,13:5,14:15,15:15,16:6,17:3,18:8,19:4,20:1,21:6,22:1,23:2,24:1,25:4,26:1,29:1,31:2,36:1,37:1,40:1,50:1,56:1,62:1,64:1,66:1,68:1,70:1,79:1,126:1
ar	0:58573,1:11088,2:7097,3:2855,4:1610,5:1363,6:3389,7:354,8:220,9:712,10:125,11:253,12:120,13:246,14:40,15:25,16:55,17:11,18:22,19:29,20:17,21:10,22:6,23:8,24:8,25:5,26:12,27:7,28:5,29:1,30:1,31:4,32:3,33:1,34:7,35:17,36:6,37:7,39:2,41:4,42:2,43:1,44:2,45:3,46:1,47:3,48:2,50:1,51:1,52:3,57:1,59:2,60:3,61:4,63:1,65:2,66:1,67:2,68:1,70:1,78:1,81:3,85:2,88:1,89:1,90:1,97:2,98:1,99:1,103:1,125:1,126:1,130:1,132:1,135:1,138:1
pt	0:71365,1:8181,2:3504,3:1724,4:890,5:469,6:326,7:130,8:89,9:63,10:78,11:51,12:27,13:27,14:18,15:17,16:22,17:7,18:6,19:4,20:4,21:10,22:6,23:3,24:3,25:2,26:15,27:4,30:3,31:1,32:4,33:1,34:1,35:2,36:20,37:4,41:1,42:3,43:2,45:1,46:2,55:1,88:6,104:1,107:1
in	0:49447,1:11427,2:4651,3:2893,4:1334,5:595,6:403,7:237,8:124,9:78,10:58,11:29,12:197,13:9,14:16,15:9,16:118,17:3,18:5,19:6,20:5,21:1,22:2,23:2,24:1,26:1,27:5,29:1,30:1,31:1,32:4,36:1,41:1,46:1,64:1
zxx	0:61151,1:7,2:8,3:3,4:3,6:1,8:1,9:2
qme	0:40566,1:2,3:5,5:2,9:1
fr	0:24556,1:3952,2:1803,3:924,4:415,5:205,6:412,7:84,8:55,9:30,10:17,11:12,12:8,13:6,14:8,15:3,16:2,17:1,18:2,21:2,23:1,27:1,29:2,38:2,46:1,48:1,53:1
hi	0:24337,1:2513,2:1737,3:683,4:458,5:209,6:205,7:101,8:49,9:52,10:27,11:19,12:16,13:13,14:11,15:3,16:13,17:7,18:5,19:7,20:7,21:1,22:1,23:1,28:1,29:1,30:2,33:1,35:2,39:1,55:1,65:2
tl	0:15822,1:4126,2:1864,3:1056,4:489,5:190,6:210,7:57,8:41,9:14,10:14,11:8,12:7,13:6,14:6,15:3,16:1,18:1,19:1,21:4,22:1,27:1,34:2,37:1,39:1,40:1,45:1,48:1,55:1,68:1,108:1
ur	0:14122,1:1081,2:644,3:313,4:188,5:76,6:2190,7:15,8:23,9:12,10:7,11:7,12:4,13:3,14:1,15:2,16:1,25:2,74:1,97:1
zh	0:12855,1:2909,2:1142,3:713,4:327,5:238,6:205,7:96,8:53,9:44,10:33,11:11,12:18,13:11,14:5,15:6,16:1,19:1,20:3,23:1,75:1,119:1
it	0:9823,1:1303,2:541,3:336,4:164,5:77,6:64,7:29,8:27,9:18,10:12,11:10,12:7,13:6,14:8,15:2,16:2,17:2,18:1,19:2,22:4,31:1,32:1,33:1,34:1,39:1,50:1,57:1,91:1,107:1
de	0:8914,1:1353,2:445,3:278,4:146,5:54,6:127,7:32,8:11,9:10,10:6,11:5,12:3,13:4,14:2,15:4,18:1,19:1,22:1,25:1,26:1
fa	0:7206,1:1466,2:781,3:310,4:120,5:66,6:185,7:22,8:20,9:8,10:14,11:6,12:7,13:2,14:1,15:4,16:1,18:1,19:6,21:2,23:1,30:1,66:1,124:1
qam	0:10065
pl	0:5843,1:952,2:436,3:162,4:75,5:55,6:27,7:10,8:11,9:10,10:2,11:3,12:2,13:2,14:4,16:3,23:1,25:2
ru	0:5588,1:686,2:235,3:163,4:56,5:26,6:13,7:8,8:1,9:6,10:1,12:3,13:1,15:1,16:1,19:1,28:1,96:1
bn	0:1194,1:4444,2:808,3:117,4:17,5:8,6:1,7:1,8:2,9:3,11:1
nl	0:4644,1:810,2:292,3:144,4:50,5:27,6:23,7:12,8:6,9:2,11:1,12:1,14:1,17:1,20:1,21:1,23:1,45:1
art	0:24,1:1857,2:928,3:987,4:574,5:284,6:253,7:99,8:75,9:53,10:62,11:28,12:36,13:18,14:16,15:10,16:4,17:8,18:8,19:6,20:4,21:6,22:7,23:2,24:5,25:5,26:3,27:1,28:4,29:1,31:2,34:1,36:1,37:2,38:1,39:20,40:2,42:1,43:1,44:1,46:1,47:1,49:1,52:1,63:4,65:1,66:1,72:1,110:1,119:2,124:1,126:1,128:3,140:5
et	0:3402,1:688,2:438,3:217,4:118,5:39,6:225,7:10,8:9,9:8,11:1,12:6,13:1,14:2,15:2,16:1,19:2,37:1,40:1,44:1,132:1
ca	0:2318,1:375,2:139,3:70,4:37,5:54,6:918,7:9,8:855,9:2,10:5,11:1,13:1,14:1,15:1,75:1
qht	0:4361
ht	0:2587,1:443,2:289,3:135,4:67,5:29,6:37,7:12,8:6,9:5,10:3,11:8,12:5,13:1,14:2,15:1,25:1
qst	0:3286,1:267,2:24,3:2
kn	0:3056,1:282,2:53,3:33,4:17,5:13,6:4,8:6,9:2,10:1,13:2,15:1
ta	0:2582,1:322,2:191,3:146,4:49,5:44,6:28,7:16,8:10,9:10,10:4,11:2,12:2,13:2,14:2,16:1,17:1,20:1,33:1,56:1
vi	0:1948,1:356,2:151,3:113,4:58,5:18,6:35,7:13,8:3,9:6,11:2,12:1,13:1,15:1,16:3,17:1,18:1,20:1,21:1,22:1,33:1,39:1
