Language	Count
sv	0:2060,1:307,2:117,3:55,4:25,5:9,6:4,7:3,8:4,9:9,12:1,25:4
el	0:2034,1:178,2:66,3:58,4:17,5:21,6:17,7:5,8:6,9:1,10:1,11:3,14:1,15:1,16:1,17:1,23:1,34:1,55:1,61:1,93:1
uk	0:1656,1:211,2:72,3:45,4:38,5:4,6:6,9:1,11:1,12:1
fi	0:1472,1:284,2:91,3:43,4:17,5:10,6:6,7:9,8:2,9:4,12:2,13:1,16:1,49:1
gu	0:1613,1:158,2:73,3:7,4:8,5:4,6:1,7:1,8:2
ne	0:1654,1:71,2:61,3:46,4:13,5:4,6:5,7:3,8:1,9:1,11:1,12:1,24:1
cs	0:1246,1:292,2:77,3:43,4:21,5:16,6:60,7:5,8:18,9:4,11:1,13:1,15:1,16:13,20:1
da	0:1075,1:159,2:136,3:40,4:12,5:8,6:7,7:3,9:1,11:1,12:2,19:1,31:1,33:1
te	0:1106,1:105,2:80,3:54,4:12,5:7,6:5,7:5,8:2,9:2,11:4,12:2,15:1
eu	0:968,1:143,2:81,3:36,4:25,5:12,6:103,7:3,8:8,9:4,23:1
iw	0:1039,1:67,2:15,3:6,4:3,5:8,7:1,9:1,16:1
cy	0:772,1:137,2:102,3:68,4:11,5:11,6:4,7:18,9:1,11:1,12:1,16:1
no	0:828,1:131,2:83,3:35,4:13,5:4,6:6,7:7,11:2,42:1
ro	0:720,1:109,2:58,3:44,4:8,5:12,6:10,7:8,8:3,9:4,11:3,13:2,16:1,17:1,21:9,23:1,42:2
mr	0:723,1:75,2:61,3:57,4:15,5:7,6:7,7:1,8:2,10:3,12:1,13:1,17:1,24:1
hu	0:602,1:110,2:72,3:44,4:10,5:9,6:8,7:3,8:4,9:1,10:1
lt	0:604,1:93,2:49,3:19,4:7,5:1,6:6,9:2,24:1,26:1,32:1
lv	0:492,1:74,2:44,3:20,4:4,6:4,10:2,12:1,84:1
sl	0:496,1:66,2:27,3:21,4:10,5:3,6:4,7:1,8:1,9:4,11:1
am	0:291,1:46,2:21,3:14,4:4,5:2,6:3,7:1,8:3,9:1
is	0:270,1:41,2:21,3:14,4:4,5:3,6:2,9:2,12:1
ps	0:293,1:36,2:18,3:2,4:2,8:1,9:1,16:1
my	0:226,1:55,2:21,3:28,4:13,5:5,6:1,7:2,24:1
ml	0:202,1:58,2:29,3:29,4:2,5:1,6:2
sr	0:234,1:22,2:9,3:8,4:1,5:1,9:11,15:1
pa	0:128,1:16,2:10,3:3,4:4,5:1,6:2,8:1,11:1
bg	0:109,1:15,2:17,3:4,4:9,6:10,8:1,10:1
or	0:98,1:10,2:9,3:4,5:1,12:1
km	0:65,1:4,2:10,3:10,4:2,6:1,11:1
ckb	0:55,1:14,2:7,3:2,4:1
si	0:39,1:16,2:12,3:5,4:1
sd	0:43,1:7,2:2,3:2
dv	0:46,4:1
ka	0:42,1:3,5:1
lo	0:37,1:2,2:3,3:1,4:1,6:1
hy	0:18,2:2,4:1
ug	0:2
qct	0:1
