Value	Count
Twitter for Android	1099388
Twitter for iPhone	891376
Twitter Web App	315918
Twitter for Mac	80025
Twitter for iPad	43659
twittbot.net	35064
Echofon  Android	12824
TweetDeck	12141
Cheap Bots, Done Quick!	6318
グランブルー ファンタジー	5029
Peing	4136
WordPress.com	3862
Botbird tweets	3655
Microsoft Power Platform	3189
Twitter	3082
BelugaCampaignSEA	2665
Twittascope	1949
IFTTT	1618
Twitcom - Comunidades 	1586
Instagram	1439
dlvr.it	1410
Echoes Act2	1395
Twitter Web Client	1333
Shuttlerock - Bluebird	1098
Tweetbot for iΟS	1007
fllwrs	936
feather for iOS  	813
TwitPane for Android	703
PlayStation®Network	693
Hootsuite Inc.	628
Echofon	527
TwitCasting	492
Twitter Media Studio	476
Nintendo Switch Share	462
SocialDog for Twitter	453
Buffer	442
 「モンストからツイート」	441
Pattr	406
ツイタマ for Android	403
twitcle plus	381
やさしい世界を目指すマシュマロちゃん	377
OWNLY Admin	371
TwitPanePlus	369
Mirrativ	337
QWVR	332
ツイタマ+ for Android	319
Tween	308
Foursquare	278
Poshmark	270
Radio.co now playing	259
Revive Social App	254
今日のツイライフ	235
MixChannel - ミクチャ	235
AbemaTV	235
Tweetlogix	233
livedoor Blog	223
TweetCaster for Android	212
ATELU for Twitter	199
Twitterrific for iOS	192
Tweets v2.1	183
Camtsuku	183
Tabtter Free	182
The Social Jukebox	174
Cubi.so	166
Streamlabs Twitter	162
on TheWorld	156
Twidere for Android	150
Airtime Pro	150
SocialNewsDesk	149
Sprout Social	148
Rakuten Group, Inc.	147
Janetter for Android	146
Paper.li	144
Radio King LiveTweet	143
Sprinklr	142
Weathercloud	141
Echobox	141
Janetter iOS	136
Janetter	135
Twittt.com	134
Foursquare Swarm	133
fusetter	131
Hotpepper	131
TweetDeck Web App	127
zabuu_site	118
SocialFlow	115
Tweecha Lite	109
Zapier.com	105
Tumblr	105
SHOWROOM-LIVE	101
Twitter for Advertisers	99
MateCha	98
SAM Broadcaster Song Info	97
Hel2um on iOS	97
TestsForSearch	96
BoxFresh	96
Tweetbot for Mac	95
LinkedIn	95
SocialBee.io v2	94
Arrow.	94
Typefully	93
Blog2Social APP	90
feather free for iOS 	87
iXamDrive	85
はてな / Hatena	84
stafsmoketest	82
Plume for Android	78
Twiit.com	74
SocialPilot.co	74
ニコニコ ニコレポ連携	73
Karabiner	73
Janetter Pro for Android	73
Unfollowspy	71
SobaCha	71
Untappd	69
Biyon≡(　ε:) Pro	69
twitcle plus for iOS	68
Spinitron Playlists	68
ツイプロ(twpro)	67
iembot	66
Pococha	66
