Language	Count
en	0:922131,1:166364,2:81622,3:40874,4:30282,5:10101,6:8832,7:4242,8:2457,9:1366,10:967,11:833,12:476,13:321,14:270,15:273,16:193,17:141,18:170,19:124,20:181,21:39,22:37,23:37,24:40,25:105,26:55,27:28,28:34,29:15,30:42,31:21,32:19,33:7,34:11,35:9,36:6,37:7,38:8,39:4,40:8,41:6,42:8,43:5,44:3,45:7,46:1,47:3,48:4,49:8,50:7,51:5,53:3,55:7,56:40,57:5,58:3,59:2,60:9,62:1,63:5,64:6,67:2,68:1,70:3,73:17,74:1,78:1,79:2,80:1,81:9,82:1,84:5,87:1,89:6,95:1,97:1,98:1,99:2,103:2,104:1,109:1,110:1,116:2,118:1,128:1,137:1
ja	0:481276,1:85104,2:47572,3:29131,4:20390,5:13279,6:8186,7:5731,8:4095,9:3056,10:1938,11:917,12:992,13:478,14:384,15:244,16:199,17:158,18:135,19:89,20:456,21:61,22:83,23:53,24:48,25:25,26:120,27:25,28:19,29:25,30:17,31:7,32:11,33:27,34:23,35:7,36:13,37:9,38:7,39:5,40:7,41:3,42:8,44:5,45:3,46:3,47:2,48:3,49:3,50:9,51:2,52:1,53:2,54:1,55:1,56:1,57:1,59:1,60:3,61:2,62:1,63:1,64:2,65:3,66:2,67:2,73:1,75:1,79:5,82:2,85:1,88:1,91:2,96:1,99:1,100:3,107:1,114:2,115:1,117:1,122:1,127:1,135:1
es	0:227878,1:33637,2:15230,3:8663,4:4269,5:2257,6:1321,7:806,8:559,9:356,10:257,11:174,12:129,13:137,14:70,15:45,16:30,17:28,18:28,19:34,20:21,21:15,22:14,23:10,24:9,25:16,26:4,27:7,28:3,29:5,30:5,31:2,32:2,33:1,34:3,36:1,37:1,39:7,41:1,42:4,43:2,44:1,48:2,53:1,56:1,57:1,64:1,71:1,73:1,80:1,85:1,91:1,94:1,123:1
ar	0:111882,1:23744,2:12613,3:6243,4:31091,5:5217,6:30392,7:1825,8:12600,9:1840,10:297,11:177,12:11226,13:755,14:121,15:74,16:43,17:34,18:60,19:36,20:25,21:24,22:27,23:24,24:18,25:11,26:8,27:17,28:676,29:24,30:14,31:10,32:5,33:6,34:9,35:1,36:9,37:2,38:5,39:7,40:1,41:3,42:7,43:4,44:4,45:3,46:1,47:1,48:3,49:2,50:2,51:3,52:1,54:3,55:3,56:1,58:2,59:2,60:2,61:2,64:2,65:2,67:2,68:1,70:1,72:1,73:1,74:2,76:1,77:1,78:1,79:1,81:1,90:1,94:1,95:1,96:1,100:2,105:1,108:1,109:1,113:2,114:1,129:1,132:1,136:2
tr	0:185780,1:11434,2:5860,3:2375,4:988,5:509,6:314,7:176,8:151,9:95,10:61,11:94,12:35,13:25,14:16,15:17,16:12,17:7,18:4,19:14,20:9,21:3,22:1,23:24,24:2,25:5,26:1,27:8,30:4,32:1,36:2,38:1,40:1,41:1,53:1,77:1,81:1,82:1
th	0:141269,1:22322,2:14617,3:7288,4:4063,5:2019,6:1284,7:924,8:566,9:270,10:213,11:141,12:117,13:81,14:68,15:76,16:31,17:29,18:21,19:6,20:29,21:4,22:4,23:1,24:3,25:3,26:8,27:5,28:3,29:1,30:5,32:2,33:2,34:8,35:1,36:1,38:1,48:1,52:2,53:2,54:1,59:1,65:1,68:1,71:2
und	0:52772,1:29417,2:22035,3:13138,4:24633,5:5770,6:12848,7:994,8:13561,9:507,10:364,11:300,12:13118,13:130,14:117,15:85,16:59,17:51,18:31,19:21,20:41,21:27,22:30,23:24,24:47,25:15,26:13,27:13,28:1335,29:45,30:13,31:11,32:5,33:9,34:12,35:10,36:25,37:4,38:2,39:10,40:7,41:4,42:6,43:7,44:5,45:3,46:4,47:3,48:10,49:1,50:2,51:1,52:4,53:5,54:3,55:1,56:3,57:2,58:2,59:5,60:4,61:1,63:11,65:6,66:2,67:2,68:2,69:2,70:3,71:2,72:3,73:6,75:2,76:2,77:1,78:6,79:2,80:3,81:1,83:1,85:3,87:1,88:3,89:1,91:1,94:2,96:2,97:1,98:2,99:2,101:2,104:3,105:1,107:1,108:2,110:1,112:2,116:1,118:1,119:2,120:1,123:4,125:1,126:1,127:1,129:2,130:1,133:1,134:1,135:1,136:1,137:1,138:2,139:7,140:11
pt	0:154916,1:17258,2:7448,3:3675,4:2038,5:1065,6:665,7:367,8:268,9:130,10:120,11:60,12:62,13:52,14:48,15:22,16:49,17:20,18:49,19:16,20:9,21:7,22:5,23:5,24:11,25:3,26:28,27:2,28:5,29:2,30:3,31:3,32:3,33:2,34:2,35:1,36:4,37:12,38:2,41:25,43:2,44:1,46:1,47:1,50:1,51:3,52:1,55:1,57:2,60:1,64:1,91:1,95:2,98:2,112:1,131:1
fa	0:155988,1:8793,2:3904,3:2161,4:776,5:153,6:185,7:89,8:85,9:58,10:16,11:8,12:16,13:6,14:1,15:3,16:1,17:2,18:1,19:95,21:14,22:2,24:1,25:1,27:5,28:1,29:1
ko	0:99485,1:13223,2:9180,3:4917,4:3440,5:1701,6:792,7:326,8:233,9:96,10:53,11:51,12:39,13:15,14:8,15:13,16:4,17:4,18:9,19:8,20:3,21:6,22:1,23:2,24:3,25:3,26:1,27:8,28:1,29:3,30:1,31:1,33:1,35:1,36:1,37:4,39:1,44:1,47:1,49:2,51:1,56:1,61:1,67:1,68:1,72:1,89:1,95:1,98:1
zxx	0:102120,1:9,2:11,3:2,4:2,8:1,9:1,10:1
in	0:67950,1:15621,2:6836,3:3266,4:1570,5:764,6:497,7:276,8:160,9:111,10:71,11:35,12:36,13:20,14:12,15:19,16:10,17:7,18:8,19:5,20:6,21:4,22:1,23:4,24:3,25:1,26:2,28:1,29:2,30:2,32:1,34:1,36:1,38:1,39:1,40:1,48:2,56:1,57:1,59:1,60:1,87:1,133:1
qme	0:71868,1:5,2:11,3:3,4:1
fr	0:46382,1:7504,2:3097,3:1638,4:795,5:446,6:238,7:86,8:84,9:54,10:43,11:24,12:19,13:9,14:6,15:6,16:8,17:1,18:4,19:3,20:1,21:11,23:2,24:3,25:1,26:1,28:1,29:1,31:1,33:1,34:1,38:2,55:1
hi	0:33346,1:3621,2:2191,3:1105,4:621,5:239,6:223,7:103,8:84,9:51,10:59,11:12,12:24,13:14,14:21,15:15,16:11,17:4,18:8,19:2,20:6,21:4,22:5,23:3,24:4,25:1,27:1,28:1,30:2,32:2,33:1,36:2,46:1,47:2,49:1,56:1,79:1,108:1,114:4
ur	0:28252,1:2251,2:1243,3:542,4:266,5:143,6:89,7:24,8:1101,9:21,10:21,11:14,12:2132,13:64,14:9,15:2,16:4,17:1,18:3,19:1,20:2,21:1,23:7,24:1,25:1,27:1,28:122,29:6,30:1,31:1,67:1
tl	0:23826,1:6236,2:2765,3:1574,4:654,5:348,6:296,7:115,8:53,9:37,10:18,11:13,12:9,13:15,14:2,15:6,16:3,17:4,18:2,19:3,20:3,21:2,23:1,24:1,25:3,26:4,27:2,29:1,30:2,31:1,40:1,42:1,43:1,90:1,133:1
zh	0:19927,1:4158,2:1702,3:1189,4:497,5:411,6:227,7:106,8:107,9:45,10:21,11:29,12:15,13:5,14:3,15:4,16:17,17:4,18:1,19:1,20:1,22:1,23:3,24:1,31:1,101:1
it	0:17304,1:2023,2:801,3:599,4:260,5:139,6:89,7:47,8:39,9:20,10:14,11:17,12:8,13:9,14:12,15:5,16:3,17:3,18:3,19:1,20:4,21:3,22:2,23:3,24:2,25:1,28:2,29:2,33:1,37:1,38:1,45:1,51:1,61:1
de	0:16971,1:2429,2:826,3:418,4:189,5:105,6:68,7:28,8:17,9:21,10:5,11:11,12:1,13:3,14:1,15:1,16:3,18:2,21:1,22:2,24:1,25:1,26:1
qam	0:16243,1:1
ca	0:4848,1:682,2:300,3:168,4:1358,5:74,6:4970,7:13,8:2531,9:7,10:2,11:2,12:8,13:1,14:1,15:2,16:1,20:1,40:1
