Value	Count
Twitter for Android	1845774
Twitter for iPhone	1504087
Twitter Web App	578960
Twitter for iPad	76833
twittbot.net	47416
Twitter for Mac	42822
TweetDeck	21826
Echofon  Android	12858
Cheap Bots, Done Quick!	9700
WordPress.com	6815
Botbird tweets	5218
Twitter	5142
Microsoft Power Platform	4986
Peing	4723
BelugaCampaignSEA	3877
グランブルー ファンタジー	3335
dlvr.it	3214
IFTTT	3127
QWVR	3083
Twittascope	2572
Twitter Web Client	2455
Twitcom - Comunidades 	2335
Instagram	2334
Shuttlerock - Bluebird	2174
Echoes Act2	2133
Hootsuite Inc.	1891
Tweetbot for iΟS	1757
fllwrs	1492
Nintendo Switch Share	1269
Arrow.	1120
feather for iOS  	992
Buffer	985
PlayStation®Network	855
OWNLY Admin	781
TwitPane for Android	764
Twitter Media Studio	697
SocialDog for Twitter	690
TwitCasting	689
Echofon	679
Cercanías Avisos	628
やさしい世界を目指すマシュマロちゃん	521
ツイタマ for Android	520
Sprout Social	519
Tweets v2.1	496
ATELU for Twitter	491
Radio.co now playing	488
今日のツイライフ	482
Twittt.com	472
Poshmark	464
twitcle plus	440
TweetCaster for Android	409
Mirrativ	405
ツイタマ+ for Android	359
TwitPanePlus	359
Tween	356
Echobox	355
MixChannel - ミクチャ	353
Revive Social App	332
Twitterrific for iOS	315
Tweetlogix	314
SocialFlow	308
livedoor Blog	302
SocialNewsDesk	298
TweetDeck Web App	293
Sprinklr	290
Cubi.so	283
LinkedIn	277
Zapier.com	275
AbemaTV	268
ツイ廃あらーと	260
The Social Jukebox	255
Identity V	252
Tabtter Free	247
Radio King LiveTweet	245
Paper.li	235
Twitter for Advertisers	224
Tweetbot for Mac	219
Tumblr	217
Campaign Management System	212
SocialPilot.co	205
Twidere for Android	203
SocialBee.io v2	203
Streamlabs Twitter	197
Weathercloud	195
Rakuten Group, Inc.	189
Blog2Social APP	183
SAM Broadcaster Song Info	179
Plume for Android	179
Hypefury	175
Janetter for Android	170
zabuu_site	168
