Emoji	Count
🔹	402550
♦️	276747
😭	190326
😂	121900
✨	88172
🤣	85182
🔥	71703
❤️	58611
✅	47387
🎁	37116
🥺	36383
😍	32684
🙏	30231
🥹	29378
🥰	26564
🎉	25184
‼️	25132
💙	23490
💜	23291
💦	23260
◀️	22243
💕	21677
🤍	20219
👇	20160
🌟	19276
💚	18932
😊	18785
▶️	18024
👍	16060
👏	15728
❤	15055
🖤	14842
🚨	14424
♥️	14380
👀	14193
😅	14096
💛	12940
☺️	12837
💖	12662
👉	12474
😈	12249
❗	12208
💗	12018
🤔	11610
😘	11571
😁	11310
📌	11296
😆	11283
🥲	11150
💔	10924
🥳	10862
💀	10805
⭐	9948
🌹	9761
🏆	9744
🫶🏻	9668
📍	9594
💥	9546
🤭	9540
⚡	9427
😳	9336
🚀	9321
💯	9096
👑	8921
🥵	8905
🤤	8879
💰	8842
🤩	8701
😋	8466
1️⃣	8305
😎	8302
🫶	8244
😉	7804
🟩	7726
🫠	7654
😔	7534
💪	7327
❤️‍🔥	7319
2️⃣	7248
🌸	7220
😌	7181
🙌	7108
🔴	7098
😢	7095
📸	7087
❣️	6965
🍀	6773
🎶	6768
💫	6726
📢	6721
💎	6555
🧡	6446
🤗	6377
💓	6313
😩	6277
🇧🇷	6264
💞	6242
🔔	6216
💋	6081
🤡	6079
😇	5985
🙏🏻	5961
🙄	5949
🎊	5892
🐰	5886
🔗	5819
😏	5798
☀️	5767
😱	5731
⚠️	5663
⬇️	5561
🍆	5544
⏰	5431
🇬🇧	5423
🍑	5406
🌈	5356
😡	5197
🎥	5195
1⃣	5170
✌️	4782
🎂	4710
🎯	4614
🐶	4596
➡️	4536
‼	4527
🐱	4400
👌	4285
😄	4217
💘	4204
💐	4186
🤝	4184
💆🏻‍♂️	4096
😃	4073
😜	4020
⬛	4006
🎀	3945
🫣	3944
🌻	3938
♻️	3900
📺	3897
☕	3821
🟥	3777
🙈	3667
😀	3656
📣	3654
⬜	3653
❌	3626
2⃣	3607
🦋	3598
👅	3574
🙂	3529
🕊	3520
♥	3488
🤪	3481
🌺	3410
🌕	3363
💸	3344
🤯	3340
🚩	3242
🌷	3224
✔️	3190
🐥	3121
🌙	3100
🤮	3096
👇🏻	3092
🙇‍♂️	3075
🌿	3067
🍁	3042
🎵	3038
💢	3010
▶	2987
🐹	2979
⚫	2940
🐻	2933
👏🏻	2903
🫡	2890
📱	2887
⁉️	2814
🌱	2775
🌼	2769
💌	2763
👍🏻	2753
⚽	2720
⚜️	2693
😵‍💫	2684
🙃	2681
🙇‍♀️	2679
🔁	2669
🐨	2652
🟨	2636
🎈	2616
☑️	2614
▪️	2610
🇺🇸	2588
🔞	2582
💭	2576
🐯	2567
❕	2564
🥴	2546
🔻	2541
🎬	2539
😞	2536
👋	2501
😹	2500
🍂	2496
😝	2490
❓	2481
⚪	2465
🌊	2413
🔸	2322
😴	2305
🤲	2288
🐷	2286
㊗️	2280
😤	2267
🗣	2252
🤫	2234
🍓	2215
🐾	2207
😫	2202
🦄	2181
🤬	2175
🔽	2171
😻	2158
😚	2158
🌞	2157
📲	2156
🫶🏼	2150
👊	2148
💬	2143
❣	2134
🦊	2128
❤️‍🩹	2120
🤧	2112
🔵	2088
3⃣	2070
💨	2062
🍒	2052
😬	2050
👈	2009
📷	2007
🍎	2005
🤨	1997
🔎	1981
🥇	1970
😮‍💨	1958
🔺	1945
🫂	1939
3️⃣	1937
🇸🇦	1932
😒	1918
📈	1904
👉🏻	1855
🇻🇪	1842
🧸	1828
🙏🏼	1822
☺	1820
🙏🏽	1791
☹️	1789
🍇	1778
🍃	1759
🇹🇷	1752
☁️	1752
🦁	1745
💩	1745
🙌🏻	1733
✔	1733
✈️	1722
🧐	1681
💧	1677
🎤	1657
💝	1656
🟢	1652
💃	1646
🟦	1643
✊	1642
🫧	1630
⭕	1630
🍌	1621
🤢	1620
💵	1608
🇮🇳	1602
🔄	1583
🟧	1567
😕	1566
⚔️	1565
🐣	1561
😵	1559
🐿	1539
😪	1537
⏳	1531
👻	1524
🔮	1517
☀	1512
🥶	1507
😥	1494
🤑	1486
🇺🇦	1481
😖	1475
🎧	1473
🎮	1471
🦀	1460
🐺	1452
📽	1450
🍊	1449
🤏🏻	1434
😛	1422
✍️	1417
🥂	1414
✌🏻	1412
🕯	1408
🤦‍♀️	1403
🅿️	1395
✌	1374
🧵	1367
🔳	1364
🤎	1362
🗓	1359
🆘	1356
☠️	1356
😣	1350
🎨	1344
0⃣	1343
📽️	1342
▫️	1338
🗣️	1319
😓	1317
🥱	1315
⤵️	1309
✋	1291
🙇	1274
📝	1271
🥀	1268
🐈	1268
💤	1246
📩	1237
☑	1233
👏🏼	1232
🌚	1230
😑	1221
🐈‍⬛	1219
💡	1202
🌴	1199
➕	1190
🧿	1188
😐	1185
🐸	1185
🎃	1184
🙏🏾	1165
🍾	1159
🍯	1159
😲	1156
🍻	1153
🌍	1152
🤞	1147
🤦	1145
©	1144
🦅	1140
0️⃣	1136
🍷	1131
😽	1129
🍭	1110
🉐	1108
😠	1095
🇦🇷	1094
💪🏻	1086
🪄	1081
🛒	1076
🤲🏻	1073
🤟	1071
➖	1070
💉	1062
🐝	1062
🔰	1059
🤓	1055
🤦‍♂️	1054
☘️	1053
🇯🇵	1052
🇪🇷	1052
7️⃣	1049
☔	1043
🤦🏻‍♀️	1041
〰️	1036
📚	1033
🐐	1033
☝️	1033
🍔	1019
🫢	1014
💼	1010
👽	1007
🔝	1006
🐍	1005
😰	1002
🍋	1001
👤	995
👆	993
🇪🇹	993
👌🏻	992
🏈	989
🌾	988
⚠	982
💟	976
😮	975
🌝	975
🙊	971
🍺	970
👁	969
🎙	960
🍼	957
🇵🇰	952
📹	951
🍰	944
🍨	942
🌳	927
🇫🇷	926
📻	921
📅	920
🌎	918
🍿	909
🆕	905
🦑	902
🙀	901
🐟	899
🔊	898
🕺	887
🟡	886
🏷️	885
😨	883
👇🏼	866
🙋‍♀️	860
🍜	850
🕊️	848
👹	846
🤘	842
🙌🏼	835
🖕	830
💍	824
🎟️	817
😗	814
🚗	812
🚫	809
💠	808
🤌	806
🐧	802
🍠	799
👎	795
❄️	795
💣	788
✖️	787
🫶🏽	786
🫰	778
🙆‍♀️	778
🍬	778
🔍	770
🆚	770
🗓️	760
🤙	758
👋🏻	755
🌐	746
🌀	743
😸	739
🍅	737
🌠	736
🪐	734
🤖	731
🔃	729
🤷‍♂️	725
♠️	722
✴️	721
🛑	719
🍄	717
😿	715
🌰	715
🎗	706
🇲🇽	702
😶	699
🎲	697
🐳	692
🦇	691
🍫	691
🤏	689
🇷🇺	685
⚾	681
😙	679
🏅	675
🦖	671
🤦🏻‍♂️	669
📰	669
🛐	666
✉️	663
🙇🏻‍♀️	661
🎆	659
🪂	657
😺	656
🍵	652
👄	651
➡	651
🐔	650
🎸	650
🥦	647
😼	647
🍚	646
🥁	645
💿	645
🐬	643
👿	641
🏠	638
🤠	635
👇🏽	635
🇨🇱	630
🆔	630
👾	618
👏🏽	617
🩸	616
🐇	615
🏴󠁧󠁢󠁥󠁮󠁧󠁿	615
🐕	614
🏡	614
🐙	612
🔫	611
✉	609
😷	603
🌃	599
⌛	599
👥	598
🆙	598
🐼	597
🔶	596
🥕	594
💅	589
㊗	589
💮	587
💻	585
🏷	580
🐴	575
⏩	575
🌲	574
🇪🇸	573
5️⃣	572
🚬	571
🙇🏻‍♂️	568
🔪	568
🙁	567
🍩	567
⤵	567
🎼	565
📞	563
©️	563
🇮🇪	562
🏹	561
🏃	560
😯	559
🐑	558
📦	557
📖	551
🐩	551
💳	548
®	548
🍖	547
6️⃣	547
🍞	546
🇮🇹	546
✊🏻	546
🫶🏾	542
💪🏼	542
👍🏼	542
🦈	538
🎫	538
🧠	536
🤌🏻	533
🙌🏾	533
🤷‍♀️	532
🇹🇭	532
🍏	531
🎰	530
📊	527
