Emoji	Count
🌀	552588
😭	165701
🔰	153026
❄️	141931
😂	130074
🔥	129379
➖	125187
🕥	115690
✨	86067
🤣	81495
❤️	68658
✅	59980
💺	51095
🎁	40704
🙏	35658
😍	33552
🥺	32611
🔹	29752
🎉	29136
🥹	27527
🥰	27527
💦	27264
💕	26289
💙	25786
🌟	25333
‼️	25002
❤	23402
👇	21934
🤍	21407
👏	20855
💚	20668
😊	20370
🇧🇷	19519
👍	19493
💜	19151
💗	17427
💖	17160
⭐	16792
🔴	16758
💛	16726
🚨	16559
👀	16008
📍	15616
♥️	15042
☺️	14455
🖤	14334
😅	13912
💥	13906
🌹	13714
👉	13496
💰	13190
🎊	13110
🏆	13037
😈	13024
🎃	12819
💔	12780
😆	12450
♻	12220
⚡	12077
📌	11968
💀	11723
😘	11714
🥲	11709
💪	11595
😁	11277
🌸	10899
🤔	10853
💓	10773
❗	10646
🍀	10574
💞	10572
🎶	10320
💯	10268
🔔	9874
💫	9856
🥳	9819
🎥	9454
🤤	9377
🤭	9287
😳	9182
🫶🏻	9150
🤩	9072
💋	8984
🥵	8933
👑	8880
🔗	8845
🎯	8838
2️⃣	8741
❤️‍🔥	8711
💎	8686
🔵	8604
😎	8592
📢	8576
🌈	8508
🐟	8495
🍑	8467
🫶	8397
🍆	8394
🚀	8327
1️⃣	8119
💐	7981
😋	7976
⚽	7944
🍁	7891
📺	7888
🌻	7880
🐰	7752
🐶	7711
🎀	7648
👌	7514
🎂	7463
😉	7401
🎈	7363
📸	7236
🌷	7232
❣️	7193
📣	7111
📲	7047
🐱	6945
🤡	6934
💸	6896
☀️	6867
😌	6835
👅	6832
💘	6831
🙌	6749
😔	6739
‼	6668
👻	6638
🎵	6587
🙏🏻	6585
🍓	6579
🤗	6446
⚠️	6425
🍂	6395
💌	6358
💨	6352
🐯	6319
🍻	6317
✌️	6312
🌺	6307
🟩	6235
⬇️	6225
😇	6219
💢	6042
🌙	5987
🌼	5966
🧡	5960
👊	5939
💆🏻‍♂️	5931
🔞	5928
🙄	5927
💭	5894
👋	5889
🐻	5883
🏀	5824
😢	5802
🍊	5799
💠	5797
🌿	5759
😩	5739
🫠	5686
🐷	5673
🔁	5634
🐺	5632
🐾	5607
📱	5564
👈	5562
🌊	5561
🔄	5490
💝	5473
💬	5459
😡	5437
🎬	5406
😏	5387
💵	5345
🔻	5331
🌱	5320
🍃	5299
🌞	5167
1⃣	5098
🍒	5096
❌	5095
🍌	5091
🗼	5035
💃	5033
🐈	5013
♻️	4998
🐥	4992
📝	4976
🚩	4957
💩	4956
🔸	4937
🎹	4937
😱	4914
🎤	4865
😄	4849
🍇	4821
🔳	4791
🍺	4773
🍬	4770
⏰	4767
📷	4742
🌂	4716
🎨	4715
💧	4714
📈	4697
💡	4675
🐧	4675
🐹	4663
🐍	4610
💟	4605
🎫	4600
🌴	4588
👆	4583
🍎	4567
➡️	4561
🎧	4557
🐐	4553
🐴	4512
💤	4499
🌕	4496
📄	4474
🐤	4471
🌠	4441
👹	4430
📞	4425
🔺	4416
🔮	4402
😃	4388
🌰	4388
💉	4375
📹	4351
🐸	4351
🐕	4345
🌳	4307
🌐	4274
📅	4264
🌚	4246
🍼	4244
🔊	4241
🔫	4240
👎	4235
🎄	4235
🌍	4221
🐣	4218
🌲	4205
🎋	4199
🔶	4196
🍨	4189
🌃	4189
🍯	4169
🏁	4168
🌎	4168
🎲	4165
📩	4148
💅	4148
