Day	Hour	Count	Coverage%
2022-10-02	00	163087	100.0
2022-10-02	01	165680	100.0
2022-10-02	02	168877	100.0
2022-10-02	03	175299	100.0
2022-10-02	04	168455	100.0
2022-10-02	05	160138	100.0
2022-10-02	06	161784	100.0
2022-10-02	07	167908	100.0
2022-10-02	08	176141	100.0
2022-10-02	09	187992	100.0
2022-10-02	10	203823	100.0
2022-10-02	11	224903	100.0
2022-10-02	12	246130	100.0
2022-10-02	13	256463	100.0
2022-10-02	14	264533	100.0
2022-10-02	15	256031	100.0
2022-10-02	16	223395	100.0
2022-10-02	17	205975	100.0
2022-10-02	18	185080	100.0
2022-10-02	19	179035	100.0
2022-10-02	20	181012	100.0
2022-10-02	21	182244	100.0
2022-10-02	22	192263	100.0
2022-10-02	23	194047	100.0
