Emoji	Count
➖	401603
♦️	335097
🔹	315719
🐔	208441
📗	203418
😭	136315
😂	115596
✨	92554
🔥	78467
🤣	76169
❤️	59368
✅	47274
🍃	38999
🎁	36708
😍	33538
🥺	32085
🙏	30433
💚	29727
🥰	29243
‼️	27746
🥹	26255
🤍	25701
🎉	25100
💦	24015
🔵	22393
💕	22377
💙	21803
🎲	21328
👚	21269
📎	21082
😊	20714
👇	20611
🇸🇦	19811
🌟	19310
👍	17854
🐹	17753
💜	17380
👏	16246
❤	15930
☺️	14769
🚨	14527
🖤	14055
😅	13594
♥️	13272
📌	12918
😆	12913
💖	12748
💗	12644
👀	12569
😈	12258
❗	12083
🤔	11664
😘	11468
🥲	11247
👉	11067
🥳	11005
🚀	10932
😁	10730
😳	10522
💥	10309
💛	9929
📍	9876
🌹	9752
💰	9678
🤭	9677
✌️	9524
📺	9335
🤩	9300
🤤	9170
😎	9102
🫶🏻	9032
🏆	8954
🎶	8758
⭐	8703
🥵	8699
😋	8337
😉	8064
🌸	8026
💔	8014
❤️‍🔥	7824
⚡	7743
🫶	7690
🔴	7579
💪	7436
💫	7332
🔔	7305
💯	7294
❣️	7284
🎊	7251
🫠	7206
🇧🇷	7062
🍀	6942
💓	6823
🤗	6729
💀	6647
😌	6620
💋	6619
🍑	6540
🙌	6534
💞	6499
🎯	6486
🌈	6453
📸	6418
⚠️	6408
1⃣	6344
👑	6332
🍁	6311
😩	6202
🎥	6165
🤡	6139
🔗	6138
📢	6138
🧡	6117
⬇️	6069
😢	6028
😇	6000
1️⃣	5875
💎	5864
🟩	5851
😔	5846
🙄	5821
😏	5697
➡️	5689
☀️	5650
⏰	5646
🙏🏻	5601
😡	5482
😱	5324
🍆	5289
🍂	5245
👌	5089
🐰	4988
2⃣	4887
💡	4884
▶	4829
♻️	4736
🌻	4633
🦋	4561
💐	4488
🐶	4469
2️⃣	4405
😄	4389
📣	4384
❌	4354
☕	4264
💸	4240
👇🏻	4224
🎂	4224
🎀	4148
💆🏻‍♂️	4133
🐷	4112
▶️	4067
🚩	4003
🏎	3983
♥	3972
🎤	3953
‼	3953
🤝	3943
🙈	3823
⬜	3822
😃	3804
😜	3776
😀	3746
📱	3705
🇺🇸	3704
🙂	3531
💨	3519
🤪	3517
🫣	3456
👏🏻	3433
🐱	3394
🎵	3298
🥇	3243
🫡	3156
🌷	3149
💘	3145
⁉️	3139
🤯	3138
⚽	3133
☀	3116
👅	3087
🌿	3066
🔻	3065
📲	3035
💢	3001
💌	2985
👋	2906
🌙	2902
👈	2900
❕	2858
▪️	2844
🎬	2837
🤮	2818
😝	2811
🌺	2807
㊗️	2803
🔞	2798
⬛	2782
🐾	2781
😹	2779
🔁	2710
👍🏻	2643
🙃	2618
🌼	2572
☔	2562
🙇‍♀️	2554
⚪	2548
🙇‍♂️	2520
🤲	2516
💿	2487
❓	2474
🥴	2459
✔️	2450
🟨	2415
🤬	2388
⚫	2372
🎈	2350
✈️	2350
💭	2338
👊	2330
🐻	2325
😤	2306
💵	2306
🌱	2263
🍒	2254
✊	2230
😮‍💨	2180
🍓	2168
💝	2163
😵‍💫	2145
😫	2135
📝	2133
😻	2124
🍇	2107
⭕	2087
🧸	2083
🇹🇷	2082
😬	2072
😚	2064
🌞	2041
💬	2026
🫂	2021
3️⃣	2020
💃	2017
🤫	1999
😒	1979
😞	1947
💩	1943
✌🏻	1928
🫧	1921
🍻	1918
🕊	1917
🐯	1916
🌊	1910
☑️	1910
🇯🇵	1900
🙌🏻	1897
🤨	1894
✌	1891
🦊	1872
🤧	1870
📷	1841
🔸	1839
☺	1836
🤎	1830
🎃	1810
🔄	1797
🇻🇪	1794
🟥	1772
🌕	1772
🫶🏼	1771
⏳	1747
🔺	1746
💧	1743
0⃣	1731
🧐	1717
😛	1716
🕊️	1716
🥂	1715
🗣️	1711
🐈	1701
🔽	1698
📈	1679
🇬🇧	1676
✔	1669
🥀	1663
😴	1663
3⃣	1660
⚔️	1620
🙇	1613
🤑	1610
✍️	1607
🎧	1594
🗣	1588
🅿️	1586
🍌	1585
😖	1575
🕺	1559
👉🏻	1558
🔮	1554
❄️	1539
❤️‍🩹	1535
🍋	1514
😸	1505
😣	1503
🥶	1465
📽	1459
📽️	1457
🦅	1450
🙏🏼	1436
👻	1425
☹️	1422
☁️	1414
🥱	1408
🇺🇦	1406
🌎	1400
🔳	1390
🤏🏻	1380
🐥	1373
🇷🇺	1367
🍠	1359
🐐	1350
☠️	1345
🕯	1338
🟦	1336
😑	1329
👏🏼	1329
🌾	1329
🤦‍♀️	1328
☑	1325
✋	1324
🍊	1320
〰	1312
🟢	1311
🤞	1295
🐖	1288
🆘	1284
🎮	1280
☝️	1280
❣	1273
🐺	1270
🫢	1263
🤢	1258
💪🏻	1258
😓	1256
🟧	1254
🤓	1249
🟡	1248
🍎	1248
😐	1244
😥	1243
😪	1233
💤	1232
🍫	1232
🇮🇷	1231
⤵️	1228
🌴	1224
🦁	1217
🇪🇹	1216
🔷	1215
🍺	1207
🎨	1203
📹	1201
▫️	1201
🔶	1200
🤟🏻	1199
0️⃣	1198
🌀	1181
☘️	1181
🍄	1175
🛑	1173
😲	1173
🐸	1173
🍯	1169
🙏🏽	1167
🗓	1166
📚	1166
💍	1159
🔃	1148
👹	1137
😠	1132
👇🏼	1125
🙊	1121
🧵	1116
👤	1115
🤙	1113
🆙	1082
🆕	1068
🪄	1064
🤟	1060
🤲🏻	1047
🔊	1029
🤦‍♂️	1026
📩	1025
📞	1014
🗓️	1012
🌚	1012
🚗	1011
🙆‍♀️	1003
🌰	1003
🤘	999
🥑	998
🍜	993
🐝	990
🍼	990
🍔	990
🐟	987
➕	981
👆	980
🌍	977
🇮🇳	971
🛒	965
😵	962
⚾	961
🎫	960
🤦🏻‍♀️	959
😰	952
🏈	946
🍵	946
🉐	942
👌🏻	934
😙	933
✖️	924
🇫🇷	922
🤦	918
📊	916
🧿	914
🇬🇭	901
🌳	900
➡	891
🇦🇷	887
🙏🏾	885
🐈‍⬛	884
🐣	882
🎸	879
🌐	870
📅	869
🌏	867
🫶🏽	864
🫰	862
🆚	857
😮	854
🍭	852
🖕	851
🍾	850
💟	847
🍩	847
💠	846
🐿	845
🎙	845
⚠	835
🇮🇹	834
🐧	833
🍨	828
📻	821
😽	819
🍰	818
🐍	815
👁	812
😨	808
🙋‍♀️	805
😿	801
⛄	797
🎟️	793
🍷	793
🙇🏻‍♀️	784
🐕	776
🤌	771
💉	762
🍚	760
♠️	756
😼	752
👎	739
💣	738
⚜️	735
🪐	733
🔰	733
🐑	733
🦄	730
😗	719
🔫	716
🇵🇰	716
🌠	715
👋🏻	714
©	712
🤖	710
🟠	709
🌝	709
🇩🇪	704
👊🏻	702
🇪🇷	702
🙋	700
🥁	699
🏀	696
🦈	693
🔪	693
🐉	691
🍿	689
🍈	688
😶	686
🤏	684
🤦🏻‍♂️	678
👿	677
🐙	676
🇲🇽	676
🛐	673
😕	670
👄	668
👇🏽	664
🍬	664
🤷‍♂️	661
🆔	660
👁️	656
🐼	655
🎙️	653
⬇	652
🦑	651
🚫	650
🇹🇭	647
✊🏻	644
👽	642
5️⃣	642
🔱	639
🫰🏻	636
🥦	633
🍽	633
🏃‍♀️	631
🛡	627
🎼	625
🏡	623
⏩	621
📆	620
®	620
😷	616
🍪	613
😯	611
〰️	607
⬆️	603
🩸	602
🌤	601
🐬	599
🦍	598
📰	597
🇪🇸	595
🐢	593
🐒	591
🥕	590
💄	590
🍅	590
🍖	588
🐀	585
🏃	584
🐦	579
🙋‍♂️	578
🤠	576
🎟	576
🐳	575
🐴	574
🌲	570
🇰🇷	569
🤙🏻	568
♨️	566
👎🏻	562
💻	560
💪🏼	560
📖	559
🎾	558
☂️	558
⌚	556
🦉	552
🟣	552
👍🏼	549
🥛	548
👇🏾	546
🏃‍♂️	541
🍣	541
⤴	539
👏🏾	531
🐇	531
🔒	528
⁉	528
5⃣	528
🐤	526
🏠	526
🐩	522
⤴️	519
💊	518
🪳	517
⌛	515
🏷	514
❔	512
🌃	511
🐮	509
🌵	505
🇨🇱	504
🚃	503
🕯️	503
🫶🏾	498
💅	498
🦌	497
🥊	497
🍴	497
⏬	496
🛸	495
👾	494
😺	492
🏁	491
💮	490
🏅	490
⛔	486
🙌🏼	484
🙁	484
👥	484
🔝	483
🌅	483
🇵🇭	479
🫦	477
🐎	477
🦀	476
🦇	474
™	471
🏳️‍🌈	470
🦖	469
🤷‍♀️	469
📕	469
👏🏽	466
🗺️	465
👈🏻	462
🆗	462
☁	462
🧺	461
✖	461
♀	461
🏷️	460
🇨🇦	460
🐨	459
🍹	459
🤘🏻	457
🧧	455
💪🏾	455
☎️	455
🧨	451
🥈	450
🙌🏾	450
🌄	450
4️⃣	448
💪🏽	447
🎰	447
🎩	441
🧁	440
🏹	440
🚬	439
🔲	439
🍏	439
🇨🇳	439
🎞	438
🎋	434
🎆	433
🍕	431
🤚	430
🗝	430
👼	429
🐏	429
🍉	428
🦦	427
©️	427
✈	426
❇️	425
🍍	424
🌫	424
◽	424
🤷🏻‍♂️	423
🧠	422
🇳🇬	422
✌🏼	422
🤷🏻‍♀️	420
💳	420
🇺🇲	420
🤝🏻	419
🗳️	419
🍞	418
🇪🇺	415
✉️	415
▪	415
🐠	414
⚖️	412
🤐	410
🧀	409
💈	409
🥚	408
🔜	408
🍮	408
4⃣	405
🤕	403
🎇	403
🍙	402
🌪	402
🙌🏽	401
💃🏻	401
👠	401
🎖	401
🍦	399
📮	398
📘	395
🥞	394
👶🏻	394
🔆	392
👶	391
🤌🏻	390
🅰️	390
👙	386
🛫	382
🔍	382
🇲🇦	381
🔑	380
🍟	378
🤷	377
🏇	377
♂	377
🙀	376
🎹	375
⏱	375
🥸	374
🗳	373
📦	372
🌌	372
🥜	371
🐌	371
🐊	367
🤥	366
◾	362
🔎	361
🇨🇴	361
🍐	360
🙏🏿	359
🍳	359
🏴󠁧󠁢󠁥󠁮󠁧󠁿	358
🗿	357
👓	355
🦾	354
🎭	354
🖨	353
🙆🏻‍♀️	351
🏮	351
🎌	351
🙆‍♂️	348
🍡	348
☝	347
😟	346
🍗	345
🤏🏼	344
🚘	343
👉🏼	343
⛩	343
🙉	342
😾	342
🖇️	342
🇨🇺	342
🧼	341
🧪	341
🪩	340
🧚‍♀️	340
⤵	339
🕒	336
🏴‍☠️	336
🌶	336
🥟	335
🅿	335
🗽	334
📡	334
🙆	333
🚑	332
🥒	331
👣	331
♻	330
📉	329
🚚	328
😧	327
➰	327
🪙	326
🤦🏾‍♂️	326
🪵	325
🥉	325
⚓	323
🫵🏻	322
🧹	320
🥔	320
🖇	320
🐽	320
🫥	318
🪷	316
🐲	315
🏝	315
🍶	315
🌽	314
🌮	314
✴	313
🥃	311
😶‍🌫️	311
🖐	311
🏐	308
◼️	308
6️⃣	308
✍	307
👇🏿	306
7️⃣	305
🏦	303
❄	302
🚶	301
🆓	301
🥷	300
🙋🏻‍♀️	299
👨🏻	299
🫀	298
🐿️	298
🎑	298
✉	298
🫐	297
🌧️	297
🉑	295
🇦🇺	295
🥐	294
🕷	294
🌛	294
🛍	293
🖐️	293
📜	293
🇦🇪	293
❎	293
🏟	291
◼	291
🤞🏼	290
🤦🏽‍♂️	289
👺	288
🎄	287
👸	286
💴	284
☄️	284
9️⃣	284
⚰️	281
⚔	281
🔐	280
🐘	280
🦆	279
💲	279
⬅️	277
🦴	276
⛅	276
🚪	275
🧤	274
🐭	274
🏰	274
🍱	274
🇮🇩	274
🩺	273
👟	273
🌬	273
✏️	271
🚙	269
🥩	268
💁‍♀️	267
👍🏽	266
🏫	264
👕	263
☝🏻	263
🐂	262
🫤	261
🦞	261
🚂	261
🌋	261
🧬	260
🧢	259
🇪🇬	258
🥣	257
🔟	257
🛁	256
🏎️	256
🤦🏼‍♀️	254
🍧	254
✊🏽	254
👼🏻	253
🐚	253
🫵	252
🎺	252
🍥	252
🤳	250
🙇🏻‍♂️	250
🦚	248
🕋	248
🇵🇱	246
🦭	245
📥	245
👧	245
🦔	244
🌶️	243
🤞🏻	242
♎	242
🚒	241
🍸	240
⛓	239
🖼	238
✝️	237
🤒	235
🎦	235
🌑	235
㊗	234
🧊	233
🤦🏽‍♀️	233
🖼️	233
