Value	Count
en	1299074
ja	775667
es	286464
fa	245890
und	237208
ar	225009
tr	203152
th	196083
pt	183584
ko	134542
zxx	103244
in	99010
qme	78200
fr	58770
hi	42535
ur	33108
tl	32370
zh	30007
it	21536
de	20446
qam	16980
ru	15902
ca	14841
pl	12892
nl	10791
bn	10038
art	9264
qht	8389
et	8139
qst	5701
ht	5576
uk	5403
vi	5312
ta	5234
el	4282
sv	3884
da	3188
fi	3035
cs	2771
gu	2591
iw	2356
eu	2355
cy	2258
te	1883
no	1837
ro	1813
ne	1535
hu	1502
mr	1441
lt	1156
sl	1093
lv	1067
is	709
sr	612
my	611
kn	599
am	598
ps	529
or	516
ml	464
bg	282
ckb	264
pa	257
km	141
sd	131
dv	92
lo	71
ka	66
si	61
hy	51
qct	10
bo	5
ug	1
