Emoji	Count
😭	120569
😂	113965
✨	94464
🔥	78343
🤣	74314
✅	62419
❤️	51641
💕	41010
🎁	35833
😍	30042
🙏	29799
🐷	29424
🥺	28124
♦️	25599
🥰	25297
👇	23094
🥹	22858
‼️	22842
💦	22492
🎉	21982
🗣	21508
🌟	20504
🚧	20171
💜	19832
😊	19356
💙	17433
🤍	17038
🚨	16021
👀	15767
🔘	15649
👍	15564
🔹	15287
🚀	15072
👏	14611
✈️	14222
❗	14025
💟	13505
🛒	13457
📍	12804
😅	12679
❤	12456
😈	12350
☺️	12123
💚	12115
🤔	12001
💗	11806
💖	11794
⚡	11622
🏬	11453
♥️	11398
😘	11183
♻	10881
😆	10638
🍸	10181
📌	10142
👉	10079
😁	9844
🖤	9541
🤤	9534
🎃	9509
💥	9498
🏆	9429
🥲	9319
🌹	9189
🤭	9170
🥳	8976
🙌🏻	8907
💛	8860
😳	8784
☠️	8641
💰	8479
🔴	8445
😋	8178
🥵	8067
😎	7991
💪	7948
⭐	7902
🫶🏻	7747
💯	7726
🎶	7634
🤩	7418
💔	7366
📢	7297
💀	7201
😉	7149
🍀	7045
🌸	6789
🔔	6759
🫶	6740
1️⃣	6596
⬇️	6570
🎲	6517
🎊	6476
📬	6466
❣️	6458
⚠️	6336
🫠	6325
🔗	6263
🤡	6236
👑	6133
🤗	6110
⚽	6092
😌	6083
☀️	6056
👻	6049
🌈	6043
💏	6040
2️⃣	5937
🎯	5911
🍆	5883
😔	5876
💓	5873
📸	5864
📲	5833
💞	5831
❤️‍🔥	5795
🙌	5659
🍑	5630
💋	5628
🙄	5622
💫	5603
😱	5602
🟩	5513
🎥	5509
😩	5456
😇	5454
😢	5429
😏	5375
💆🏻‍♂️	5323
😡	5176
🙏🏻	5164
🇧🇷	5057
⏰	4957
🧡	4937
✔	4838
✌️	4792
📣	4777
🎧	4760
1⃣	4728
👌	4637
❌	4591
➡️	4505
🐰	4495
💎	4391
☕	4350
🚩	4290
‼	4238
🔵	4185
♻️	4153
🎀	4152
🤮	4109
😃	3989
👇🏻	3987
💸	3947
💐	3944
▶	3933
🐬	3916
😄	3906
🐶	3874
🎂	3874
😜	3844
♥	3799
🤪	3774
🍎	3771
🎵	3765
⬜	3760
🍁	3712
🤯	3684
🙂	3611
😀	3593
👅	3517
3️⃣	3500
🫣	3450
📺	3434
🙈	3397
🔻	3378
🤝	3375
🦋	3367
👏🏻	3269
🌷	3228
🌴	3224
🍇	3218
🐱	3211
💘	3098
👚	3089
🫡	3070
📎	3036
🌿	3023
🍒	2893
2⃣	2883
🌺	2876
💌	2847
😹	2818
⁉️	2786
👍🏻	2765
🌻	2762
🇺🇸	2746
🔠	2719
✔️	2673
❓	2663
➖	2659
💨	2650
▶️	2632
🙃	2626
🤬	2606
📱	2597
❕	2559
🔽	2496
😤	2494
🔞	2484
🌙	2481
™	2481
😻	2427
🍓	2398
🥴	2397
🍂	2379
📷	2359
⬛	2359
🇪🇹	2336
👊	2329
👋	2325
🌞	2319
🔁	2283
🏄	2264
🐻	2259
▪️	2258
😝	2253
🌼	2240
🌱	2225
🤧	2199
😫	2197
🟨	2187
☀	2185
🌊	2138
⭕	2114
😮‍💨	2111
🇻🇪	2111
😒	2067
💭	2065
😬	2029
🇹🇷	2025
🙇‍♀️	2024
🗣️	2021
🤲	2010
⚫	2009
👉🏻	1999
💢	1998
😞	1995
💬	1992
🐾	1984
👈	1974
🎬	1973
🍃	1973
🔰	1971
🤫	1918
😴	1916
🤑	1901
㊗️	1868
💵	1863
🐹	1862
🍌	1862
🤨	1861
🥶	1854
✊	1844
☺	1842
🔸	1813
😚	1800
🫶🏼	1797
🏦	1794
⚪	1781
🙇‍♂️	1778
🎈	1760
😵‍💫	1752
🟢	1747
5️⃣	1735
🫂	1729
4️⃣	1713
🦅	1691
🔄	1682
🐥	1672
☑️	1671
🙏🏼	1654
🏷️	1652
🕊	1650
❤️‍🩹	1646
🐺	1642
🧐	1639
🆘	1635
💩	1629
🟡	1618
⏳	1607
🎤	1603
🕯	1590
☹️	1583
💧	1579
🐈	1575
⚔️	1566
😛	1552
🏝	1538
🇪🇷	1537
🐯	1536
💡	1529
💝	1527
☁️	1514
😥	1511
✍️	1493
💃	1489
🍋	1489
🗓	1482
🏮	1482
🦊	1474
🇸🇦	1466
🤎	1462
✌	1460
🥱	1454
3⃣	1451
🥇	1430
🫧	1403
✌🏻	1399
