Emoji	Count
♦️	522852
🔹	386211
📗	277136
🐔	227331
😭	123089
😂	104636
➖	103930
✨	85679
🔥	74226
🤣	67503
❤️	53243
✅	42953
🎁	34052
🔵	33261
📎	32363
👚	32123
🎲	32003
😍	30487
🙏	30033
🥺	28038
🐹	27021
🥰	25407
🎉	25399
‼️	24916
💚	23675
💦	22361
🥹	21426
🤍	20415
👇	20131
🌟	19791
💕	19719
😊	18333
💙	18141
🤡	16546
👍	15126
👏	14586
🚨	14371
💜	14201
❤	13576
😈	13129
🖤	13051
🇸🇦	12999
☺️	12626
👀	12597
♥️	12256
💖	12237
😅	12143
🍃	12096
😆	11922
❗	11855
🚀	11852
💗	11656
🥳	11433
😘	11308
🤔	11277
👉	10638
💥	10412
📍	10100
😁	9672
📌	9628
🥲	9492
🌹	9412
🤤	9213
💛	9123
🤭	8983
🤩	8819
💰	8708
⭐	8580
😎	8455
🌸	8286
🥵	8226
🏆	8132
😳	8119
💯	7892
🫶🏻	7829
💔	7801
😉	7790
⚡	7717
😋	7702
💪	7624
🔔	7367
📢	7295
🫠	7086
🎯	7002
🎶	6943
🟩	6843
🚩	6768
💀	6588
🎊	6586
🍑	6577
📸	6547
💫	6491
💓	6474
🤗	6439
❤️‍🔥	6402
🍀	6351
✌️	6303
😌	6297
🔴	6276
🫶	6231
🔗	6203
⚠️	6166
⬇️	6160
🙌	6136
➡️	6052
1⃣	5904
💞	5885
👑	5832
❣️	5795
🎂	5755
😩	5712
😔	5680
⏰	5670
💆🏻‍♂️	5662
😢	5592
😇	5581
💋	5572
🙄	5526
😏	5507
☀️	5499
🍆	5474
🧡	5280
🎥	5268
🙏🏻	5071
🌈	4986
🦚	4954
💎	4727
👌	4691
😱	4657
💐	4621
2⃣	4559
1️⃣	4479
💡	4465
❌	4457
♻️	4415
😡	4403
🐶	4234
📣	4212
🦋	4107
🐰	4104
🎀	4069
‼	3957
⬜	3916
😄	3898
😃	3870
☕	3803
🇧🇷	3772
😜	3731
2️⃣	3728
🍁	3720
🥇	3693
📱	3675
🤝	3634
♥	3613
👇🏻	3577
💸	3554
🙈	3549
😀	3510
👅	3485
🌻	3399
🤪	3353
🙂	3311
💘	3292
🟨	3278
🌷	3277
👏🏻	3250
🫣	3130
🤮	3054
🇺🇸	3024
🪄	2985
🐱	2901
🌿	2887
▶️	2872
🌺	2859
🎵	2794
🌼	2761
📺	2742
🌙	2739
✔️	2713
▶	2707
🔞	2698
❓	2694
👍🏻	2650
🔁	2641
😝	2640
💨	2630
🤯	2620
💌	2599
👈	2596
❕	2590
⁉️	2559
🎬	2558
☀	2541
🙃	2531
⚪	2513
▪️	2481
🌊	2475
🙇‍♂️	2443
📲	2435
💢	2431
🐾	2416
🫡	2407
💭	2397
🐷	2387
🌱	2361
🇹🇷	2359
💬	2345
👋	2344
🔻	2343
😫	2333
💵	2300
🤬	2276
😹	2268
😤	2254
🤫	2252
😻	2252
🎈	2232
🍓	2232
🦊	2221
🥴	2213
👊	2184
⬛	2176
🤲	2172
🧸	2137
⚫	2126
✊	2076
☑️	2073
🙇‍♀️	2054
🐻	2046
😮‍💨	2033
😚	2032
🌞	2000
🍔	1971
🍂	1969
❤️‍🩹	1968
😒	1942
🕊	1935
🐈	1923
💝	1922
🧐	1908
⚽	1889
😞	1886
🟥	1873
🥶	1869
😵‍💫	1863
✈️	1850
🤨	1841
☑	1834
🗣️	1832
🤧	1809
🍒	1806
😬	1803
☁️	1803
🫧	1773
🎤	1773
🗣	1765
🍋	1758
🇻🇪	1736
😛	1735
📈	1734
⏳	1723
☺	1714
⭕	1709
🔃	1696
🙌🏻	1690
🎧	1674
🧨	1661
0⃣	1641
🕊️	1639
💃	1629
🔺	1627
🔳	1626
😴	1622
🔸	1611
🍇	1611
㊗️	1604
🐯	1599
✌🏻	1598
🫂	1586
🤑	1567
👉🏻	1557
🔄	1541
💧	1533
🎃	1519
🫶🏼	1486
⚔️	1472
🇷🇺	1468
3️⃣	1463
✔	1461
3⃣	1454
📷	1450
🧵	1443
🍠	1442
✍️	1435
💩	1422
🤏🏻	1420
🔽	1419
✌	1419
🅿️	1399
🇺🇦	1396
👻	1389
😑	1378
🥂	1375
🍻	1375
🇮🇷	1370
🥱	1366
😪	1359
🙏🏼	1347
⤵️	1347
📽️	1336
🍊	1326
🟧	1315
🤢	1312
🙏🏽	1312
🗓	1305
🟢	1304
🥀	1294
❣	1294
🍎	1288
🙇	1285
💤	1283
▫️	1282
📽	1273
🤦‍♀️	1271
😣	1268
🟦	1264
👆	1262
☝️	1262
🦅	1249
☹️	1246
🤎	1245
🧿	1243
✋	1236
😐	1233
🤞	1231
🔮	1231
🔎	1229
🐥	1229
🕺	1217
🦁	1215
🎨	1214
📝	1211
🌴	1206
🍰	1205
🆙	1202
😥	1188
🍌	1182
🕯	1181
💟	1168
😲	1160
🇪🇹	1159
🗓️	1150
📚	1141
🌚	1141
👇🏼	1140
📹	1135
😓	1125
🌎	1117
🎞	1108
📅	1106
🇮🇳	1103
🐺	1099
💪🏻	1070
🛑	1068
💿	1068
🛒	1065
🤦‍♂️	1059
🐿	1055
👏🏼	1054
🌕	1054
☘️	1046
🤓	1035
😠	1029
🆘	1027
🔊	1026
0️⃣	1020
⚜️	1019
💣	1012
➕	1012
🟡	1008
🫶🏽	1002
☠️	996
🐈‍⬛	994
🧚	993
😖	993
🙏🏾	992
🫢	986
❄️	976
🌳	967
〰️	964
🍭	944
🎮	940
🌲	935
📞	934
🐐	934
🍼	934
🇬🇧	932
👹	931
😨	927
☔	922
📩	921
🌍	921
🌀	919
👎	916
🇫🇷	914
®	907
⛄	904
🍫	903
🐟	901
🇯🇵	896
🐍	894
🌾	883
🎫	882
🙋‍♀️	867
😵	861
🐩	859
🐕	853
🇪🇷	852
🇦🇷	852
🤦🏻‍♀️	844
🕯️	844
🔷	838
😮	837
🍩	834
🍜	834
⚾	833
👌🏻	830
🉐	829
🤦	825
🙊	825
🚗	823
🐸	820
🫰	811
🤟	810
🤲🏻	807
🤷‍♂️	806
👤	802
🤙	797
🙆‍♀️	797
👶🏻	796
🐣	794
🤌	792
🐝	788
🆕	783
🤘	782
🍵	782
🍪	782
🦄	770
🎙	769
🍨	765
🌐	762
➡	759
🥁	758
🍄	752
💍	751
😰	750
📻	748
💉	745
🎟️	744
🏷️	743
🪐	741
🤠	739
©	738
🍺	737
❄	737
♠️	736
🍉	735
👁	733
🇲🇽	733
📊	732
🍏	732
👍🏼	731
✖️	730
💅	729
🔰	723
🍬	723
🔲	716
🤌🏻	715
⬇	715
🟠	711
🔒	710
🫀	701
🌏	700
😽	698
😿	694
👽	693
🖕	692
📰	687
🌝	687
🌰	679
😸	677
🍿	677
📖	676
🇨🇴	676
😙	675
🔶	674
🔪	673
♨️	668
🤖	664
🧁	662
😷	659
😗	656
🍈	656
🩸	653
👶	646
👏🏽	645
🏅	645
😕	643
🎸	640
🏰	634
💠	632
👇🏽	629
🐼	627
🍯	620
🔫	612
📉	610
🙋‍♂️	602
🐙	601
💄	597
🙇🏻‍♀️	596
🔍	596
👄	591
⁉	591
🚫	589
🇨🇱	587
🇪🇸	583
😼	580
🏃	578
🥦	577
🐬	577
🐧	575
😶	574
🦑	571
👊🏻	570
🆔	567
👺	566
✊🏻	566
💻	565
👿	563
👥	562
🌠	562
☎️	562
⚠	559
🇰🇷	558
⬆️	558
🫶🏾	554
🇹🇭	549
💮	543
👾	539
🎙️	538
🎼	537
🏃‍♀️	535
🐦	533
🍖	532
🌃	532
🫰🏻	528
🛐	528
🏳️‍🌈	528
🍅	528
🍾	527
5️⃣	521
🐳	519
👁️	518
🔱	517
🤏	516
5⃣	514
🙌🏼	513
🍞	512
🍕	512
🍷	511
🏠	509
⛔	505
🇮🇹	502
🧠	497
🫦	496
💪🏼	495
❇️	495
☂️	495
⏩	494
🔝	492
🍍	492
🐇	491
🤚	490
🎟	489
🇶🇦	488
🥞	487
🥈	486
🦍	485
🦇	485
🐉	485
👕	484
▪	483
🪞	482
🤦🏻‍♂️	482
🆗	481
🙌🏾	479
🎆	478
🏁	476
🎖	475
🇨🇦	473
💼	469
🦦	466
👼	466
👏🏾	466
🤐	465
🐠	465
🍚	465
🆚	465
⏬	464
🙋	463
🙀	462
🏷	459
🏎	458
🦖	457
🌫	450
🤷‍♀️	448
👋🏻	447
🔜	446
🐑	446
🐴	444
🦉	443
🐮	443
🇵🇹	442
🐒	441
🏡	441
⤴	439
🐎	437
🏀	434
🍙	434
😺	433
🧬	432
🏃‍♂️	429
👈🏻	425
✖	421
🧧	420
📆	420
😯	418
🥚	417
👠	416
🐢	415
🎄	415
🥛	412
🥔	411
🍽	409
🌅	409
〰	409
☁	408
💳	404
🟣	403
✉️	403
🤷🏻‍♂️	401
🐤	401
🏹	401
👉🏼	400
🌶	399
🇩🇪	398
🥧	396
🎑	396
