Language	Count
hi	0:30106,1:3592,2:2216,3:992,4:554,5:278,6:208,7:144,8:92,9:61,10:34,11:21,12:25,13:13,14:8,15:13,16:19,17:5,18:6,19:3,20:7,21:8,22:2,23:1,24:2,27:1,28:2,29:4,30:3,32:1,34:1,36:1,37:2,39:1,40:3,43:3,48:1,52:1,53:1
ur	0:24884,1:1783,2:859,3:465,4:227,5:73,6:1029,7:21,8:28,9:10,10:10,11:3,12:4354,13:116,14:14,15:2,16:1,17:4,20:1,21:1,24:1,26:36,28:1728,29:43,30:8,31:2,36:1,39:1,74:1
tl	0:19721,1:4516,2:1971,3:1182,4:557,5:216,6:155,7:56,8:33,9:59,10:19,11:13,12:4,13:4,14:2,15:3,16:6,17:2,18:4,20:1,21:5,22:1,23:1,26:1,27:1,28:2,30:1,31:1,32:1,37:1,71:1
zh	0:20174,1:3949,2:1687,3:1118,4:465,5:369,6:305,7:98,8:112,9:38,10:21,11:15,12:24,13:6,14:5,15:6,16:4,24:3,34:1,118:1
it	0:17013,1:1999,2:844,3:541,4:231,5:140,6:92,7:64,8:36,9:21,10:17,11:16,12:15,13:13,14:8,15:8,16:3,17:3,18:2,19:3,20:1,21:2,22:2,23:1,26:1,27:1,29:1,31:1,33:1,34:1,36:1,40:1,41:1,94:1,119:2
de	0:16120,1:2326,2:796,3:392,4:213,5:92,6:65,7:33,8:20,9:21,10:8,11:7,12:3,13:3,14:2,15:3,16:11,17:1,18:1,21:1,33:1,36:1,37:1,78:1
ru	0:16050,1:1527,2:484,3:364,4:115,5:54,6:61,7:10,8:12,9:6,10:5,11:3,12:4,13:1,14:2,15:2,20:1,21:1,24:1,25:2,30:1,47:1,52:1,57:1
qam	0:16448
pl	0:9996,1:1239,2:501,3:278,4:135,5:69,6:35,7:29,8:16,9:4,10:6,11:3,12:4,13:1,14:5,17:6,18:1,19:4,21:1,22:1,43:1,78:1,95:2,103:2
ca	0:4577,1:625,2:5185,3:142,4:261,5:34,6:900,7:12,8:11,9:7,10:4,11:3,12:9,13:5,14:1,17:1,36:1
nl	0:9497,1:1032,2:420,3:205,4:91,5:39,6:29,7:18,8:8,9:5,10:7,11:2,12:1,13:1,14:1,15:2,16:1,18:1,21:1,22:3,24:1,34:1,118:1
art	0:36,1:3019,2:1566,3:1718,4:846,5:599,6:342,7:187,8:132,9:74,10:60,11:71,12:52,13:41,14:22,15:16,16:9,17:4,18:8,19:4,20:10,21:2,22:5,23:2,24:8,25:5,26:5,27:3,28:4,29:2,32:1,33:2,35:1,36:3,37:4,38:3,39:3,40:2,41:1,42:2,44:2,46:1,48:1,52:15,53:1,54:2,55:1,61:1,63:5,70:2,72:2,84:1,87:1,100:1,105:1,108:1,120:1,122:1,130:1,139:3,140:1
bn	0:2014,1:5528,2:986,3:158,4:45,5:3,6:2,7:4,9:2,11:1,15:1
qht	0:7564
et	0:5202,1:961,2:564,3:282,4:163,5:71,6:47,7:20,8:40,9:9,10:3,11:4,12:4,13:9,14:1,15:1,19:1,20:1,21:1,32:1,34:1,38:1,62:1
uk	0:5125,1:695,2:205,3:139,4:71,5:28,6:14,7:7,8:4,9:3,10:1,11:2,12:1,13:4,14:1,28:1
qst	0:5147,1:464,2:44,3:1
ht	0:3863,1:787,2:391,3:235,4:133,5:62,6:26,7:17,8:18,9:9,10:1,12:1,13:5,14:3,15:3,16:1,19:1,21:2,28:1,32:1
ta	0:3682,1:554,2:424,3:339,4:134,5:69,6:41,7:19,8:16,9:4,10:4,11:66,12:7,15:1,36:1,43:1
vi	0:3650,1:520,2:411,3:184,4:236,5:77,6:28,7:16,8:13,9:6,10:1,11:5,12:1,13:3,14:2,15:3,16:2,17:1,19:2,22:1,24:1,27:1,28:2,30:1,32:1,35:1
el	0:3735,1:347,2:131,3:83,4:44,5:20,6:24,7:6,8:6,9:5,10:1,11:1,12:4,13:3,34:1
sv	0:3008,1:365,2:178,3:84,4:38,5:9,6:5,7:7,8:2,9:5,18:3,19:2,22:1
fi	0:2761,1:353,2:124,3:66,4:25,5:9,6:10,7:8,8:1,9:2,10:1,11:1,12:1,13:2,15:1,16:1
cs	0:2228,1:399,2:152,3:72,4:36,5:12,6:16,7:3,8:34,10:5,11:3,12:1,14:1,23:1,34:1
iw	0:2557,1:153,2:42,3:17,4:15,5:9,6:1,7:4,8:1,10:2,12:2
da	0:1601,1:253,2:94,3:59,4:29,5:4,6:5,7:1,8:2,9:2,10:2,11:1,14:1,16:1,21:1,22:1,24:1
eu	0:1570,1:222,2:117,3:65,4:31,5:10,6:5,7:1,8:22,9:1,10:2,12:1,13:1,15:1,20:2
gu	0:1503,1:351,2:99,3:23,4:8,5:10,6:5,9:4,10:1,12:10
cy	0:1355,1:197,2:95,3:33,4:40,5:16,6:2,7:2,12:1,13:1,15:1,22:1,23:1,24:1
te	0:1367,1:95,2:99,3:80,4:30,5:11,6:21,7:1,8:1,9:1,10:2,11:1,12:1,13:1
no	0:1258,1:180,2:77,3:46,4:12,5:10,6:6,7:14,8:2,9:1,20:1,42:1,45:1
ro	0:1170,1:160,2:143,3:44,4:14,5:9,6:5,7:9,8:2,9:2,10:3,11:1,14:1,16:1,22:1,33:1
hu	0:1082,1:218,2:116,3:65,4:27,5:18,6:4,7:9,8:6,9:2,10:1,11:1,14:1,15:2,16:4,17:1,20:2,70:1
mr	0:1165,1:122,2:103,3:41,4:30,5:9,6:12,7:7,8:1,9:6,10:2,11:2,12:2,14:1,17:1,40:1
lt	0:849,1:126,2:56,3:28,4:16,5:8,6:8,7:1,8:3,12:1,13:1,32:1,36:1,40:1
sl	0:770,1:93,2:51,3:103,4:13,5:4,6:2,7:2,8:1,9:1,10:2,11:1,12:1
ne	0:710,1:151,2:75,3:56,4:23,5:7,6:5,7:2,8:2,11:1,13:1,14:1
lv	0:783,1:113,2:58,3:28,4:16,5:6,6:1,10:4,12:1,15:1
sr	0:575,1:57,2:14,3:29,4:2,5:6,6:6,7:2
is	0:492,1:77,2:37,3:22,4:10,5:2,6:3,8:3,10:1
my	0:383,1:100,2:65,3:40,4:11,5:18,6:3,7:3,8:1,11:3,12:1,14:2,24:2
am	0:458,1:61,2:29,3:22,4:14,5:9,6:2,7:3,8:1,10:2,12:1,16:2,58:1
ps	0:415,1:54,2:30,3:11,4:2,5:2,8:1,13:1
kn	0:352,1:25,2:28,3:24,4:10,5:8,7:3,8:4,10:1,15:1
pa	0:333,1:27,2:15,3:2,4:1,5:1,7:1,11:1,14:1,20:1
bg	0:243,1:40,2:12,3:8,4:23,8:16
ml	0:206,1:61,2:22,3:17,4:16,5:2,6:1,9:2
ckb	0:164,1:31,2:17,3:4,4:1,5:1,6:1,7:1,13:1
or	0:149,1:19,2:6,3:14,4:1,5:2,7:1
km	0:76,1:15,2:13,3:11,4:5,5:8,6:2,11:1,15:1
sd	0:67,1:15,2:6,3:4,4:2
lo	0:70,1:16,2:3,9:1
hy	0:57,1:3,2:19,4:1,6:1
ka	0:71,1:3,2:2,3:1
dv	0:71,1:2,6:2
si	0:42,1:11,2:12,3:3,4:1,6:2
qct	0:8
bo	0:2,2:2
ug	0:1
