Language	Count
fr	0:45190,1:6959,2:3375,3:1606,4:938,5:393,6:175,7:132,8:69,9:41,10:20,11:14,12:18,13:10,14:10,15:7,16:11,17:6,18:6,19:3,20:9,21:3,22:2,24:3,25:2,26:1,28:1,30:11,31:1,35:1,37:3,38:1,40:2,52:4,81:1
hi	0:32405,1:3442,2:2173,3:890,4:564,5:252,6:205,7:93,8:104,9:53,10:26,11:25,12:26,13:15,14:8,15:10,16:9,17:5,18:4,19:1,20:1,21:1,22:2,23:1,25:2,30:1,32:2,33:1,34:1,36:1,37:1,38:1,40:2,45:1,52:3,54:1,81:1
ur	0:24053,1:2274,2:1241,3:536,4:283,5:99,6:1556,7:31,8:23,9:11,10:11,11:6,12:4372,13:151,14:22,15:2,16:1,17:2,18:1,23:1,24:1,25:1,26:5,28:1787,29:36,30:4,32:1,34:1,44:1
tl	0:20027,1:5007,2:2739,3:1334,4:574,5:232,6:150,7:81,8:41,9:20,10:16,11:19,12:8,13:2,14:6,15:4,16:5,17:3,18:2,19:2,20:1,21:1,22:2,24:9,25:2,26:1,27:1,28:3,30:1,35:1,40:1,41:1,44:1,51:1,54:1,56:1
zh	0:19984,1:4072,2:1701,3:1121,4:465,5:309,6:301,7:110,8:85,9:41,10:20,11:27,12:9,13:11,14:4,15:2,16:5,17:7,19:1,20:2,24:1,27:1,33:2,53:1,57:1
it	0:17662,1:2187,2:901,3:640,4:283,5:139,6:99,7:58,8:45,9:28,10:23,11:7,12:10,13:9,14:6,15:7,16:10,17:7,19:5,20:1,21:1,23:2,24:2,25:1,26:1,30:1,31:1,37:1,38:1,41:1,56:1
de	0:15685,1:2365,2:842,3:431,4:185,5:79,6:60,7:30,8:22,9:9,10:9,11:3,12:7,13:2,14:2,16:1,19:1,20:1,21:4,24:1,25:1,26:1,33:1,34:1,52:1,56:1
qam	0:17178
ru	0:13940,1:1402,2:447,3:299,4:100,5:35,6:43,7:31,8:8,9:4,10:2,11:5,12:2,13:2,14:9,15:2,19:2,22:1,24:2,26:1,29:1,39:1,68:2
pl	0:10203,1:1329,2:566,3:309,4:162,5:48,6:34,7:17,8:20,9:5,10:9,11:4,12:3,13:2,14:1,15:1,16:3,18:1,19:2,26:1,30:1,34:1,36:1,95:2,99:1,103:11
ca	0:4529,1:580,2:3577,3:142,4:364,5:40,6:2674,7:16,8:92,9:5,10:1,11:1,12:9,14:1,15:2,16:1,18:2,27:1,43:1,56:1
nl	0:9213,1:1066,2:419,3:207,4:131,5:40,6:20,7:19,8:8,9:6,10:4,11:1,12:3,13:1,14:1,16:1,18:1,45:1,56:1
bn	0:2049,1:6191,2:1118,3:192,4:26,5:5,6:6,7:3,19:1
art	0:88,1:3175,2:1605,3:1737,4:966,5:614,6:370,7:194,8:167,9:106,10:71,11:51,12:49,13:35,14:29,15:14,16:10,17:10,18:11,19:5,20:7,21:7,22:4,23:2,24:7,25:3,26:7,27:2,28:5,29:3,30:3,31:1,32:3,33:2,34:2,36:3,38:1,39:3,40:1,42:2,43:2,47:1,48:1,49:1,51:1,52:3,53:5,55:4,57:1,59:1,60:3,62:1,63:7,64:1,65:1,68:1,69:1,70:3,71:1,72:1,77:2,81:1,104:1,112:1,116:1,119:2,123:1,125:3,126:1,129:1,130:3,135:1,138:1,139:1,140:3
qht	0:7883
et	0:5129,1:1078,2:522,3:302,4:177,5:83,6:40,7:21,8:43,9:5,10:6,11:5,12:5,13:2,14:2,16:1,17:1,18:1,19:1,20:1,26:18,28:1,32:1,70:1,84:1
ht	0:4369,1:770,2:394,3:243,4:90,5:67,6:36,7:17,8:13,9:9,10:1,11:5,12:2,13:1,16:1,17:1,24:1,25:2,32:1,35:2,60:1
qst	0:5244,1:490,2:33,3:5
uk	0:4561,1:589,2:195,3:147,4:46,5:24,6:17,7:7,8:4,9:3,10:3,12:2,13:3,20:1,23:1,33:1
ta	0:3557,1:435,2:400,3:264,4:140,5:49,6:37,7:15,8:12,9:9,10:1,11:22,13:1,14:4,15:2,20:1,22:1,23:1,25:1,28:1
vi	0:3333,1:504,2:298,3:151,4:312,5:66,6:18,7:11,8:9,9:4,10:2,11:5,12:1,13:1,15:2,16:1,17:4,20:7,22:3,23:1,29:1,31:1,33:1,34:2,35:1,37:1,41:1
el	0:3697,1:325,2:140,3:96,4:40,5:28,6:18,7:15,8:4,9:2,10:3,11:4,12:1,16:1,17:1,18:2,21:1,22:1,23:1
sv	0:3052,1:383,2:160,3:92,4:16,5:13,6:7,7:3,8:3,9:1,10:1,12:1,15:1,18:1,19:1,34:1
fi	0:2516,1:345,2:137,3:72,4:44,5:10,6:8,7:7,8:8,9:5,12:3,15:2,16:2,18:2,54:1,72:1,117:1
iw	0:2631,1:156,2:56,3:24,4:14,5:9,6:5,7:2,11:1,12:2,30:2
cs	0:2084,1:375,2:162,3:101,4:28,5:16,6:20,7:6,8:35,9:7,10:3,15:1,19:1,24:1,47:1
eu	0:1921,1:238,2:122,3:61,4:57,5:20,6:6,7:4,8:28,9:2,11:1,12:1,17:1,20:1,24:1,43:1
da	0:1763,1:307,2:116,3:75,4:34,5:12,6:6,7:3,8:2,9:1,11:1,15:1
gu	0:1731,1:309,2:75,3:27,4:9,5:1,6:8,7:5,8:1,10:1,12:1
te	0:1542,1:148,2:143,3:96,4:31,5:17,6:9,7:5,10:3,13:1,14:1
ro	0:1582,1:147,2:84,3:48,4:21,5:8,6:10,7:2,8:3,10:4,11:1,12:1,14:16,17:1,26:1,30:1,42:1
no	0:1341,1:217,2:82,3:46,4:22,5:8,6:4,7:10,8:4,9:9,11:1,14:1,24:1,34:1,56:1,99:1,137:1
cy	0:1192,1:203,2:101,3:44,4:20,5:8,6:9,7:3,9:1,16:1,25:1,30:1,38:1
hu	0:1009,1:224,2:98,3:69,4:28,5:16,6:10,7:12,8:2,9:2,10:1,12:5,15:1,16:2,29:1,48:1
mr	0:1095,1:134,2:103,3:53,4:29,5:12,6:9,7:2,8:1,9:3,10:2,11:1,13:1,14:3,18:1
lt	0:969,1:189,2:58,3:43,4:19,5:9,6:6,7:2,8:2,9:2,10:1,12:1,15:2,16:1,17:1,18:1,24:5,48:1
sl	0:826,1:115,2:56,3:31,4:14,5:3,6:8,7:2,9:1,10:1,12:1,15:2,80:2
lv	0:817,1:132,2:42,3:32,4:16,5:4,6:6,7:5,8:2,9:2,10:1,18:1
ne	0:573,1:140,2:76,3:52,4:29,5:10,6:6,7:5,8:1,9:1,10:1,11:1
or	0:663,1:45,2:10,3:8,4:2,5:2,6:1,9:1
sr	0:588,1:56,2:16,3:31,4:5,5:2,6:1,7:4,8:1,10:1,12:2
is	0:510,1:83,2:43,3:33,4:9,5:9,6:2,7:2,8:1
am	0:446,1:65,2:33,3:27,4:23,5:4,6:12,7:4,8:1,11:1
my	0:356,1:93,2:41,3:32,4:14,5:8,6:1,7:3,8:1,11:1,12:1,14:2,24:2
kn	0:406,1:43,2:32,3:23,4:13,5:12,6:9,7:1,8:2,11:1,29:1
ps	0:418,1:68,2:19,3:12,4:6,5:3,6:2,7:1
ml	0:222,1:64,2:41,3:20,4:19,5:7,6:2,7:2,8:1
bg	0:210,1:33,2:8,3:3,4:10,8:14,13:1
pa	0:194,1:10,2:11,3:1,5:2
ckb	0:163,1:13,2:9,3:1,4:2,5:4
km	0:82,1:12,2:13,3:16,4:8,5:6,6:7,8:1
sd	0:79,1:10,2:6,3:2,4:4,5:1,8:1,15:1
dv	0:88,1:4,2:1
lo	0:65,1:1,2:8,3:2
si	0:45,1:12,2:8,3:5,4:1
ka	0:54,4:2
hy	0:34,1:3,2:6,3:1,6:2,13:1
qct	0:11
ug	0:4
bo	2:2
