Language	Count
en	0:893750,1:163747,2:79004,3:40037,4:22026,5:9930,6:7981,7:3428,8:2336,9:2238,10:1128,11:637,12:679,13:454,14:377,15:263,16:169,17:126,18:122,19:84,20:160,21:79,22:62,23:28,24:44,25:101,26:58,27:16,28:40,29:16,30:72,31:22,32:9,33:9,34:10,35:6,36:24,37:7,38:7,39:17,40:9,41:23,42:16,43:54,44:6,45:8,46:2,47:5,48:7,49:10,50:5,51:3,53:1,54:5,55:5,56:1,58:12,60:3,61:1,63:7,66:1,67:1,72:6,74:1,75:3,76:1,80:3,81:2,83:2,84:1,87:1,88:1,97:1,101:1,103:1,104:1,110:1,116:1,124:1,132:1
ja	0:499456,1:92028,2:52880,3:35434,4:21324,5:14516,6:9825,7:8047,8:4397,9:3426,10:2540,11:1135,12:836,13:809,14:619,15:313,16:224,17:353,18:373,19:87,20:92,21:65,22:102,23:211,24:55,25:40,26:27,27:33,28:29,29:26,30:22,31:18,32:20,33:13,34:15,35:10,36:24,37:56,38:9,39:6,40:11,41:10,42:15,43:2,44:4,45:4,46:2,47:3,48:12,49:17,50:4,51:1,52:2,53:1,54:2,55:1,56:1,57:1,60:2,61:3,62:1,63:1,64:1,66:1,67:4,69:1,70:2,72:1,73:1,78:1,80:1,83:2,84:3,85:1,91:1,93:1,95:1,97:1,118:1,132:1,135:1
es	0:220308,1:33305,2:14479,3:8455,4:4113,5:1999,6:1469,7:694,8:558,9:454,10:250,11:142,12:107,13:93,14:65,15:69,16:42,17:26,18:24,19:42,20:30,21:25,22:18,23:13,24:5,25:57,26:7,27:3,28:8,29:1,30:10,31:3,32:2,33:4,34:30,36:3,37:2,38:2,39:3,40:1,42:1,44:1,47:1,49:1,50:1,52:3,56:1,57:1,60:1,68:4,70:1,73:1,79:1,86:1,91:1,100:1,119:1,123:1
tr	0:206656,1:13668,2:6106,3:1944,4:1455,5:531,6:422,7:148,8:144,9:58,10:78,11:44,12:72,13:57,14:32,15:20,16:12,17:8,18:5,19:8,20:6,21:4,22:1,23:2,24:5,25:1,26:2,27:3,28:1,29:3,30:3,33:2,35:2,38:2,46:1,47:1,48:1,55:1,56:1
pt	0:162200,1:17576,2:7593,3:3804,4:1821,5:859,6:620,7:332,8:176,9:164,10:93,11:67,12:66,13:56,14:47,15:26,16:17,17:16,18:25,19:3,20:10,21:12,22:8,23:3,24:15,25:1,26:7,27:38,28:8,29:11,30:6,31:5,32:1,34:3,35:3,36:2,40:3,41:1,47:2,52:7,56:1,60:1,69:1,95:1
th	0:136295,1:21405,2:13109,3:7179,4:4006,5:2170,6:1279,7:850,8:496,9:406,10:211,11:133,12:70,13:60,14:29,15:62,16:31,17:31,18:46,19:19,20:12,21:10,22:3,23:1,24:2,25:4,26:3,27:24,28:1,29:5,30:1,31:1,32:4,33:1,46:1,56:1,60:1
ar	0:107310,1:22192,2:12056,3:5819,4:6252,5:2866,6:7274,7:2348,8:935,9:1664,10:290,11:193,12:147,13:123,14:163,15:144,16:2039,17:48,18:946,19:955,20:946,21:69,22:31,23:19,24:25,25:14,26:18,27:12,28:8,29:9,30:9,31:6,32:11,33:8,34:3,35:2,36:5,37:3,38:2,39:2,40:8,41:4,42:15,43:5,44:8,45:4,46:6,47:1,48:5,50:3,51:4,52:3,53:1,54:2,55:4,58:4,59:3,60:1,61:2,64:1,65:1,66:1,67:1,68:2,70:1,71:1,72:4,73:2,74:2,76:1,78:4,79:1,81:1,84:2,86:1,89:2,95:1,97:2,108:2,110:1,113:1,123:1,129:1,133:1,135:1,138:1
ko	0:107076,1:15034,2:8279,3:3948,4:2902,5:1061,6:913,7:396,8:206,9:191,10:64,11:102,12:36,13:28,14:8,15:21,16:4,17:1,18:4,19:5,20:7,21:4,22:5,24:2,25:2,26:1,28:2,31:1,33:1,36:3,37:2,40:1,52:1,59:1,62:5,100:1,107:1,111:1,133:1
und	0:56237,1:30789,2:18645,3:13819,4:6376,5:4468,6:1947,7:1174,8:710,9:477,10:379,11:325,12:185,13:102,14:122,15:66,16:88,17:45,18:910,19:920,20:1021,21:37,22:44,23:21,24:53,25:12,26:20,27:18,28:22,29:10,30:15,31:12,32:11,33:22,34:8,35:4,36:21,37:2,38:3,39:8,40:6,41:5,42:10,43:5,44:3,45:5,46:4,47:6,48:2,49:4,50:2,51:5,52:7,53:3,54:4,56:9,60:5,61:2,62:4,63:6,64:3,65:6,66:2,67:2,68:2,69:1,70:4,71:2,72:4,73:4,74:3,75:1,76:1,77:1,78:4,79:3,80:2,82:2,84:1,85:4,88:3,90:1,91:1,92:2,93:1,95:4,96:2,98:2,100:4,101:2,103:2,104:4,105:2,106:1,108:1,110:1,112:3,114:1,115:1,118:2,119:2,120:4,121:5,123:1,124:2,125:1,126:2,128:2,129:1,131:1,132:3,133:1,134:1,135:3,137:3,138:2,139:9,140:17
zxx	0:107703,1:7,2:8,3:2,4:2,5:1,7:1,8:1,33:1
