Emoji	Count
😭	134356
😂	114810
✨	90651
🔥	82755
🤣	72905
❤️	60437
✅	48861
🎁	41736
🙏	34023
😍	32905
‼️	31036
🥺	30184
🥰	27436
🎉	26240
🥹	26016
💕	24170
💦	24156
🌟	22331
😊	22189
👇	21706
💙	21382
🤍	19676
💜	18412
❤	17555
👍	15853
🚨	15031
👏	14964
👀	14334
☺️	14210
💗	13928
😈	13743
💖	13718
♥️	13581
❗	13214
😅	13194
📍	13016
😆	12500
💛	11881
💥	11873
😘	11850
👉	11828
💚	11639
🤔	11417
🏆	11205
🥲	11184
📌	11073
🌹	10680
😁	10613
🤤	10595
⭐	10519
🖤	10104
💰	9805
🥳	9781
🤭	9540
😳	9123
🫶🏻	9114
⚡	8783
💋	8420
💯	8411
🌸	8196
💔	8142
🔴	8129
🫶	8123
💀	7997
🤩	7980
🥵	7964
😉	7943
😋	7807
💓	7770
😎	7739
💪	7733
🎯	7655
🔹	7579
🚀	7572
1️⃣	7330
🤗	7295
🎃	7144
❣️	7143
🎊	6971
🎶	6946
🍀	6875
📸	6864
❤️‍🔥	6850
⬇️	6827
1⃣	6809
😌	6780
💞	6738
📢	6725
🙌	6702
😔	6562
⚠️	6469
😢	6456
😩	6418
🔔	6277
💫	6233
😇	6206
🧡	6190
2️⃣	5961
🫠	5921
🙏🏻	5918
🌈	5908
🍆	5819
🤡	5798
☀️	5770
🔗	5755
🍑	5748
👑	5585
🙄	5580
💐	5460
🎂	5455
😏	5436
💆🏻‍♂️	5433
😡	5388
🟩	5357
💎	5329
⏰	5188
🎥	5036
✔	5002
⚽	4969
👌	4943
🐰	4923
➡️	4862
✌️	4856
🇧🇷	4844
📲	4797
😱	4745
🐷	4744
♻️	4734
‼	4734
📣	4724
💨	4508
🐶	4447
😄	4353
3️⃣	4341
💌	4317
🌷	4299
👻	4291
🎀	4245
▶️	4225
☕	4195
❌	4185
🍁	4174
👇🏻	4145
🔻	4056
💘	4002
♥	3991
😃	3980
2⃣	3858
👅	3845
💸	3789
🤝	3787
⬜	3783
😜	3781
🌻	3734
☀	3732
🫣	3711
🙈	3654
🦋	3652
😀	3642
📺	3630
🚩	3627
🙂	3559
▪	3491
🤪	3481
🍓	3455
🐱	3453
🌿	3446
🎵	3429
🌺	3390
✊	3364
🐟	3322
🌙	3290
🇺🇦	3270
📝	3155
🤮	3135
❕	3127
▶	3102
🟨	3064
🐹	3057
👋	2974
🌼	2970
⚪	2948
👏🏻	2940
🍂	2922
🌱	2916
🔞	2828
💢	2777
🔁	2765
🇺🇸	2759
🍵	2741
👈	2714
👍🏻	2705
✔️	2693
🙇‍♀️	2689
💭	2683
🫡	2676
🐯	2662
🤯	2642
🧸	2612
▪️	2601
🐻	2577
⁉️	2567
🎈	2566
🙃	2565
🤬	2563
😻	2504
📷	2465
👊	2453
🔄	2444
🤲	2439
📱	2418
💝	2417
❓	2403
4️⃣	2396
㊗️	2395
⬛	2388
🙇‍♂️	2385
🔵	2384
5️⃣	2375
💬	2364
⚫	2328
🌊	2327
😝	2326
🥴	2300
😐	2275
🍒	2266
🐾	2258
😫	2243
🟡	2222
🌞	2219
🇻🇪	2204
🎬	2196
😹	2193
🍎	2192
💩	2172
🍃	2167
🏝	2144
🇷🇺	2140
🥇	2132
🔺	2128
☺	2120
🫧	2117
🐿	2117
😬	2103
⭕	2085
📈	2082
🐈	2080
🇹🇷	2080
🌕	2075
😒	2061
😮‍💨	2035
😤	2026
🤨	2022
💵	2021
😞	2016
🆘	2015
➖	2002
🔽	2000
💃	1986
😚	1960
🎤	1957
🐥	1950
🦊	1946
😵‍💫	1946
🔳	1943
🟠	1942
☹️	1939
🐐	1905
🤧	1902
😴	1900
🏮	1896
☑️	1864
🤫	1857
🎧	1818
🔸	1789
☁️	1785
3⃣	1776
🟢	1766
🅿️	1753
🗣️	1749
🤎	1747
🫶🏼	1743
💧	1728
🍌	1721
🍫	1718
🙏🏼	1715
🧵	1706
🗣	1701
🍊	1689
🫂	1688
❤️‍🩹	1688
🟥	1684
⏳	1679
🗓	1656
0️⃣	1653
💡	1650
🧐	1638
💟	1630
👉🏻	1627
🌎	1626
🙌🏻	1593
😛	1583
🐙	1572
🟦	1571
💤	1556
🍻	1552
🙇	1548
✌🏻	1542
▫️	1542
🐧	1529
✈️	1524
🕊	1521
🙏🏽	1518
🥱	1516
🐺	1493
🍜	1490
🧿	1482
🥂	1478
🥶	1462
🤑	1462
✍️	1457
😥	1456
🌴	1443
💏	1407
🌚	1406
🍺	1405
😪	1401
