Emoji	Count
➖	342376
📯	229558
🕚	207265
🐚	128708
😭	127087
😂	113200
✨	87330
🤣	71387
🔥	69219
🔹	69020
♦️	66791
💓	65939
👠	61202
🎇	59240
❤️	54983
✅	52052
🎁	33658
🙏	32527
😍	31891
🥺	29644
🥰	25162
🥹	24961
💦	23679
‼️	22546
💕	22125
🎉	21927
🤍	21595
😊	19788
🌟	19602
👇	19583
💙	19114
💚	17837
👍	17020
❤	15465
👏	15230
💜	14589
😈	13568
🚨	13567
♥️	13476
☺️	13139
👀	12665
😅	12523
💖	12424
💗	12403
🖤	11939
😘	11464
❗	11412
😆	11178
🤔	10960
📌	10794
🥲	10510
😁	10161
📍	10033
💛	10017
👉	9827
💰	9732
😳	9693
🌹	9678
🥳	9676
🤤	9392
⭐	9225
🤭	9172
🫶🏻	9033
💥	8964
🔔	8822
🤩	8462
🚀	8369
🏆	8224
🥵	8223
💪	8122
💯	8045
😉	7916
🎊	7667
😎	7654
😋	7592
🚩	7565
🟩	7525
✌️	7457
💔	7436
🔵	7336
🌸	7213
🎶	6872
💀	6869
🔴	6803
🫶	6802
📸	6733
🍀	6724
🫠	6690
⚡	6640
😔	6542
💫	6515
❤️‍🔥	6478
❣️	6466
📢	6355
🎯	6325
☀️	6322
😌	6260
🤗	6159
🔗	6047
🙌	6010
➡️	5961
🍑	5943
⚠️	5942
🎥	5784
😇	5780
😩	5764
💞	5748
🙄	5722
😢	5722
💋	5686
1⃣	5651
⬇️	5640
👑	5629
🤡	5525
😏	5438
🙏🏻	5383
1️⃣	5304
🍆	5266
🎲	5248
💆🏻‍♂️	5222
🇧🇷	5078
📎	5068
😡	4924
🌈	4910
☕	4807
❌	4758
🌙	4731
🧡	4712
💎	4705
👚	4646
😱	4616
💐	4609
🐹	4597
♻️	4481
📣	4462
👌	4431
🎃	4398
⏰	4353
2️⃣	4353
💡	4277
🤝	4236
🦋	4226
😄	4220
🍁	4213
😜	4186
🎂	4095
🎀	4094
🐰	3985
⬜	3971
💸	3965
😃	3961
☀	3928
👏🏻	3860
🙂	3750
♥	3728
🐶	3725
2⃣	3668
‼	3591
🫣	3586
⚠	3556
🙈	3548
🧿	3501
😀	3485
🌻	3460
🇸🇦	3413
👇🏻	3405
👅	3384
🇮🇹	3325
🤪	3323
🎧	3322
🫡	3252
🐱	3199
✔️	3169
💘	3126
🦁	3124
▶	3105
🎵	3099
🌺	3068
📺	3043
🌿	3038
🌷	3035
🤮	3016
👋	2910
🇺🇸	2876
🤯	2863
🎈	2819
⚽	2779
🟨	2734
🦇	2717
🐈	2673
▪️	2648
🐾	2634
❕	2633
🌼	2591
🔞	2579
🙃	2574
⁉️	2573
🔻	2568
💌	2555
📲	2533
👍🏻	2532
💢	2514
❓	2482
🕊	2481
🗓️	2474
📱	2448
🎬	2441
🥴	2434
😝	2414
🟥	2405
▶️	2336
💨	2335
🙇‍♀️	2325
⚫	2317
😹	2281
🇻🇪	2271
👈	2267
⬛	2252
💭	2247
⚪	2233
😻	2220
🔁	2213
👊	2190
🤬	2176
🌱	2166
🤲	2161
⭕	2136
💵	2126
🐻	2126
😚	2118
🍂	2115
😵‍💫	2109
🙇‍♂️	2105
😞	2105
🍒	2095
😬	2093
💩	2084
❄️	2074
😒	2060
😤	2057
🌊	2042
🥇	2026
✌🏻	2026
🤧	2019
💝	2014
✊	2013
💬	1999
🌞	1991
😫	1986
❤️‍🩹	1986
✔	1965
☺	1961
💧	1957
🟦	1943
🇨🇴	1943
🕊️	1930
🐷	1899
🐯	1884
📽	1868
🤨	1867
3️⃣	1849
🔸	1828
🍓	1827
🍇	1814
✈️	1814
⏳	1804
😮‍💨	1801
🐥	1797
🧸	1777
🫶🏼	1770
🙌🏻	1767
☁️	1756
💿	1752
🧐	1751
🍻	1749
🥂	1742
👉🏻	1721
🐣	1721
📈	1719
⚔️	1711
😴	1710
🗣️	1710
☑	1699
🫧	1695
🥱	1688
🇹🇷	1685
🤫	1681
🍃	1679
😪	1671
㊗️	1668
🦊	1650
🔳	1638
💃	1627
🗣	1616
🗓	1616
📷	1609
😛	1601
🫂	1587
🔶	1582
🔽	1578
🔺	1575
🔄	1558
👻	1552
🇬🇧	1535
📽️	1508
✌	1503
🇪🇹	1499
🙏🏼	1495
🤑	1491
🕺	1481
☑️	1478
🤦‍♀️	1448
🐿	1440
🍋	1427
😑	1423
🎤	1419
🥶	1416
🙇	1415
📝	1410
🍌	1391
🤎	1386
🤏🏻	1380
🟢	1379
🟠	1376
☹️	1361
✍️	1358
🌕	1355
🇮🇷	1349
3⃣	1343
😐	1338
🕯	1337
💤	1332
0⃣	1328
🐺	1326
🍨	1313
🧵	1308
🍎	1305
🟧	1286
✋	1258
😲	1253
😠	1245
🟡	1243
🍠	1240
💟	1238
⤵️	1232
🆘	1231
🍊	1223
😓	1219
🫢	1194
🇶🇦	1188
🥀	1183
🙏🏽	1178
👏🏼	1171
😣	1163
🇯🇵	1162
🤢	1161
😥	1156
😖	1150
🌴	1138
💪🏻	1129
🅿️	1124
0️⃣	1124
🤦‍♂️	1114
📚	1106
🎨	1099
🇺🇦	1095
🇷🇺	1092
🍜	1091
🎮	1090
🇫🇷	1088
🌀	1080
☘️	1077
🤞	1075
👤	1072
🍼	1070
🌍	1064
👇🏼	1060
🌾	1055
🫶🏽	1049
👆	1038
🟣	1036
🦅	1034
❣	1031
🪄	1028
🙏🏾	1027
🇮🇳	1025
🔍	1022
▫️	1010
🤓	1009
🔊	1009
☔	1006
🛒	1003
🙆‍♀️	1001
🍺	1000
☝️	1000
📹	990
🛑	986
🎫	983
☠️	980
🌚	973
🍪	963
🐐	949
🖕	946
🚗	941
🆕	939
🤟	935
😵	934
🔃	932
📩	931
〰️	924
😰	920
📻	920
🍵	919
🤲🏻	907
🍷	907
📞	898
🍭	896
🙋‍♀️	894
5⃣	890
🍯	889
🤙	881
👌🏻	880
✖️	874
🔮	870
🐍	863
🌐	863
🐈‍⬛	860
🌳	860
🙊	856
🍄	856
🐟	855
🥦	850
🤦	850
➰	844
😨	842
🐧	841
🌰	841
🤘	838
💼	836
🎟️	835
➕	832
🌎	830
😿	817
🍰	816
👎	814
🤠	809
📊	805
📅	801
🪐	799
🍫	799
🤦🏻‍♀️	797
😽	795
🏅	795
🏀	793
💉	784
👹	780
🍾	776
🥷	774
🇪🇷	774
🐸	769
✌🏼	764
😮	763
🐝	757
🍿	746
🫰	741
🐙	741
💠	740
🔰	738
🏈	738
♠️	734
👽	733
💣	724
👏🏽	724
🇩🇪	723
💍	722
🔲	720
🎸	720
🕯️	719
🤖	717
😸	717
🦑	711
🐳	710
👁	691
😙	685
⬇	684
😗	679
👇🏽	678
🤌	670
🩸	666
🔱	665
🔫	664
🤷‍♂️	660
🎖	651
🧧	650
🐕	649
🎙	646
⚾	646
➡	642
🤏	641
😕	641
👁️	639
