Language	Count
en	0:906998,1:158430,2:78138,3:39259,4:31176,5:10061,6:8621,7:4315,8:2509,9:1464,10:963,11:744,12:434,13:329,14:297,15:274,16:235,17:184,18:110,19:81,20:205,21:59,22:51,23:46,24:47,25:123,26:36,27:24,28:24,29:12,30:96,31:8,32:13,33:13,34:5,35:47,36:8,37:14,38:5,39:3,40:5,41:14,42:5,43:6,44:4,45:4,46:2,47:1,48:3,49:2,50:7,51:3,52:1,53:1,54:6,55:6,56:64,57:1,58:1,59:1,60:2,62:2,64:1,65:2,66:1,67:4,68:2,69:1,71:3,72:1,73:139,74:1,75:2,80:1,81:7,82:3,84:1,85:1,87:1,89:2,90:1,93:6,94:1,95:2,97:2,98:1,99:2,100:4,102:1,103:2,104:1,106:1,108:2,134:2
ja	0:473130,1:83538,2:46988,3:31748,4:20305,5:12881,6:10392,7:5475,8:3692,9:2629,10:1789,11:939,12:791,13:542,14:435,15:262,16:185,17:149,18:133,19:100,20:68,21:75,22:52,23:53,24:57,25:43,26:54,27:23,28:19,29:19,30:19,31:16,32:16,33:9,34:24,35:6,36:8,37:9,38:4,39:1,40:15,41:5,42:6,43:1,44:3,45:5,46:1,47:1,48:1,49:3,50:8,51:2,52:8,53:4,54:1,55:3,56:3,58:3,59:3,61:10,65:2,66:5,67:1,68:1,70:1,72:1,75:1,77:1,79:3,81:2,84:1,93:1,97:1,103:1,120:2,125:1,129:1
es	0:230511,1:33915,2:15179,3:8825,4:4231,5:2219,6:1382,7:751,8:559,9:334,10:248,11:154,12:125,13:125,14:69,15:66,16:55,17:31,18:51,19:34,20:42,21:20,22:21,23:11,24:16,25:17,26:12,27:6,28:8,29:1,30:7,31:3,32:4,33:3,34:4,35:3,36:4,37:1,38:1,39:2,40:2,41:1,42:2,45:2,49:1,50:2,51:3,58:2,59:1,61:1,74:1,78:1,80:1,85:1,87:1,90:1,100:2,102:1,106:1,109:1,110:1
ar	0:107877,1:23212,2:11963,3:6003,4:34938,5:4945,6:35166,7:1198,8:11346,9:1967,10:282,11:181,12:15308,13:997,14:124,15:74,16:51,17:29,18:30,19:30,20:31,21:44,22:30,23:9,24:23,25:11,26:12,27:14,28:857,29:18,30:15,31:9,32:5,33:6,34:8,35:5,36:4,37:6,38:1,39:2,40:2,41:6,42:4,43:7,44:4,45:3,46:1,47:3,48:4,50:3,51:1,52:4,54:1,55:1,56:3,57:2,61:1,67:3,68:1,70:2,72:2,74:1,78:3,80:1,81:1,84:2,85:1,87:1,90:3,91:1,92:2,93:1,94:1,95:1,97:1,99:2,100:1,101:1,113:1,117:1,120:1,130:1,134:1,137:1,138:1
th	0:138013,1:21998,2:13960,3:7394,4:3902,5:1969,6:1164,7:829,8:546,9:291,10:222,11:118,12:130,13:61,14:101,15:51,16:30,17:32,18:21,19:10,20:49,21:8,22:7,23:2,24:1,26:11,27:4,28:6,30:1,31:5,32:6,33:2,34:6,35:1,39:1,40:1,43:1,46:1,56:2,74:2,114:1,134:1
tr	0:168749,1:10759,2:5536,3:2040,4:957,5:596,6:372,7:185,8:246,9:117,10:64,11:217,12:37,13:33,14:29,15:77,16:14,17:8,18:3,19:35,20:8,21:3,22:7,23:41,24:4,25:4,26:1,27:3,28:3,29:1,30:2,33:1,38:1,42:4,50:1,55:1,79:1,86:1
und	0:51856,1:29178,2:18643,3:12623,4:26110,5:5065,6:13814,7:1053,8:8396,9:511,10:343,11:293,12:17511,13:137,14:93,15:73,16:80,17:43,18:44,19:28,20:66,21:29,22:47,23:31,24:57,25:8,26:85,27:20,28:1664,29:12,30:13,31:15,32:11,33:11,34:5,35:7,36:19,37:8,38:4,39:12,40:10,41:7,42:7,43:3,44:5,45:7,46:1,47:3,48:6,49:2,50:5,51:6,52:4,53:4,54:4,56:4,58:1,59:1,60:4,61:2,63:3,64:3,65:5,66:2,67:1,68:1,70:2,71:1,72:1,73:2,74:2,75:4,76:2,77:1,78:2,80:1,84:1,85:1,90:2,91:1,92:1,94:1,99:2,100:1,103:3,104:2,106:1,112:3,117:1,118:2,119:2,120:2,121:1,123:1,125:1,127:1,128:1,130:1,135:1,136:4,137:3,138:4,139:4,140:15
pt	0:150811,1:17149,2:7487,3:3791,4:1862,5:1080,6:647,7:381,8:300,9:116,10:115,11:85,12:42,13:54,14:36,15:25,16:24,17:23,18:32,19:10,20:8,21:12,22:4,23:5,24:20,25:3,26:23,27:5,28:5,29:1,30:3,31:14,32:2,33:4,35:1,37:1,39:2,40:1,41:2,43:2,45:1,50:1,51:1,52:2,55:1,56:3,58:1,73:1,77:1,80:1,98:26,104:1,113:1,130:1,131:1
fa	0:143271,1:8269,2:3205,3:1154,4:534,5:195,6:277,7:57,8:34,9:28,10:13,11:11,12:17,13:4,14:8,15:5,16:15,17:4,18:3,20:2,21:3,22:25,25:5,26:2,27:64,30:2,31:2,32:2,37:1,44:1
ko	0:101915,1:14705,2:7687,3:3923,4:2731,5:1523,6:933,7:718,8:260,9:123,10:61,11:33,12:18,13:12,14:5,15:15,16:9,17:2,18:5,19:5,20:2,21:3,24:2,25:5,30:1,31:1,32:1,34:2,36:1,37:4,40:1,42:1,50:1,55:1,56:2,64:1,65:1,68:1,87:1,93:1
