Language	Count
in	0:72005,1:16566,2:6820,3:3655,4:1816,5:813,6:521,7:315,8:151,9:84,10:56,11:58,12:35,13:22,14:10,15:12,16:12,17:9,18:11,19:2,20:19,21:4,22:1,23:7,24:5,25:1,26:1,27:1,28:2,29:1,31:2,32:4,33:2,34:2,38:1,39:1,48:2,58:1,59:1,88:1
qme	0:76400,1:6,2:3,4:1,5:1,8:1
fr	0:44572,1:7624,2:3211,3:1480,4:754,5:332,6:176,7:110,8:75,9:48,10:26,11:18,12:34,13:12,14:14,15:23,16:2,17:6,18:4,19:3,20:3,21:3,22:3,23:1,24:1,25:2,26:1,28:1,30:1,31:1,34:1,38:2,39:3,40:1,41:1,51:1
hi	0:33316,1:4042,2:2482,3:1177,4:659,5:281,6:197,7:94,8:104,9:48,10:41,11:31,12:30,13:16,14:11,15:8,16:8,17:6,18:7,19:1,20:6,21:3,22:1,23:1,24:1,25:1,27:2,29:1,30:6,36:1,40:1,42:1,44:2,47:1,50:1,60:2,67:1,73:1,81:1,92:1
ur	0:30228,1:2018,2:1070,3:499,4:253,5:102,6:1130,7:40,8:242,9:53,10:17,11:9,12:9,13:9,14:1,16:4,17:3,18:1,19:1,20:2,21:2,22:1,25:1,27:2,28:36,29:5,30:1,31:1,32:1,59:1,60:1
tl	0:21477,1:5131,2:2563,3:1544,4:597,5:238,6:171,7:58,8:61,9:34,10:27,11:10,12:12,13:9,14:4,15:1,16:3,17:1,18:1,19:1,20:9,21:3,24:2,27:1,31:1,32:1,44:1,47:1,89:1,130:1,134:1
zh	0:21210,1:4193,2:1829,3:1102,4:916,5:416,6:239,7:96,8:100,9:63,10:23,11:26,12:26,13:6,14:15,15:1,16:7,17:5,20:2,23:5,31:2,33:1,38:1,40:2,44:1,55:1,65:1,69:1,101:1
it	0:17728,1:2188,2:1011,3:588,4:293,5:137,6:114,7:77,8:44,9:27,10:30,11:8,12:16,13:11,14:5,15:6,16:3,17:3,18:4,19:2,20:3,21:1,22:2,23:1,25:1,27:1,30:1,32:2,33:1,44:1,52:1,110:1
ca	0:5440,1:725,2:322,3:181,4:350,5:45,6:7539,7:16,8:6927,9:8,10:8,11:4,12:583,14:1,16:39,19:1,20:2,24:1,44:2,48:1
de	0:16221,1:2380,2:892,3:464,4:192,5:89,6:63,7:28,8:13,9:13,10:5,11:9,12:6,13:5,14:2,15:3,16:3,17:1,18:1,19:2,20:1,21:2,25:2,26:1,28:2,29:1,30:1,31:1,45:1,56:1
qam	0:17941
ru	0:11818,1:1295,2:386,3:319,4:91,5:52,6:31,7:11,8:11,9:11,10:9,11:2,12:6,13:4,14:2,15:2,16:2,19:2,20:1,25:1,27:1,37:1,40:1,42:1,66:1
pl	0:9823,1:1350,2:468,3:304,4:119,5:60,6:51,7:14,8:14,9:9,10:4,11:3,12:3,13:2,14:1,15:1,17:1,18:1,20:1,33:1
nl	0:8188,1:948,2:408,3:191,4:80,5:48,6:38,7:14,8:7,9:2,10:3,11:4,12:2,13:1,15:2,16:1,20:2,26:2,27:1,44:1
art	0:27,1:3325,2:1703,3:1868,4:827,5:557,6:383,7:196,8:138,9:96,10:64,11:66,12:79,13:42,14:31,15:12,16:8,17:14,18:6,19:4,20:12,21:3,22:5,23:2,24:9,25:4,26:12,27:4,28:1,29:2,30:6,31:1,32:2,33:1,34:1,36:3,39:3,40:1,41:1,42:5,46:1,47:2,48:3,49:1,50:2,51:1,53:2,54:1,56:1,59:1,60:1,61:1,63:4,64:1,69:8,70:1,72:1,74:1,75:1,78:1,84:4,91:1,100:1,105:1,110:1,118:1,119:1,121:1,136:1,140:9
bn	0:2095,1:6004,2:1284,3:139,4:10,5:5,6:8,7:1,8:2,9:2,10:1,15:1,33:1
et	0:6352,1:948,2:651,3:441,4:179,5:96,6:109,7:30,8:12,9:7,10:6,11:9,12:3,13:5,15:1,17:2,18:1,23:1,25:2,26:1,30:1,33:1,36:1,39:1,42:1,43:1,44:1,62:1,65:1,77:1
qht	0:7245
ht	0:4061,1:991,2:403,3:228,4:114,5:72,6:45,7:16,8:15,9:15,10:4,11:1,13:5,16:1,17:1,18:2,19:5,20:1,29:1,35:1
qst	0:5487,1:448,2:32
ta	0:3773,1:500,2:389,3:239,4:120,5:56,6:45,7:15,8:10,9:4,10:3,11:4,12:2,13:2,14:1,15:3,18:3,19:1
uk	0:4226,1:517,2:176,3:106,4:38,5:31,6:11,7:2,8:4,9:3,10:1,12:2,13:3,23:1,25:1,39:4
vi	0:3421,1:529,2:286,3:168,4:121,5:42,6:24,7:10,8:5,9:3,11:5,12:4,13:1,14:1,15:2,17:1,18:9,19:1,20:56,22:5,23:2,24:1,26:2,28:1,31:5,35:1,41:1,48:1
el	0:3643,1:336,2:169,3:106,4:49,5:48,6:19,7:10,8:10,9:5,10:6,11:5,12:5,13:1,14:1,15:1,18:1
sv	0:2909,1:550,2:311,3:186,4:43,5:22,6:4,7:5,8:3,10:1,11:3,12:3,15:1,16:2,18:1,24:1
fi	0:2504,1:374,2:187,3:85,4:24,5:16,6:11,7:1,8:6,9:9,10:1,13:2,14:1,15:1,32:2,35:1
iw	0:2775,1:152,2:48,3:26,4:14,5:4,6:4,7:3,8:1,9:2,13:2,14:1,15:1
cs	0:2217,1:362,2:172,3:75,4:39,5:12,6:10,7:1,8:11,9:3,10:5,12:2,13:1,16:2,17:1
ro	0:2102,1:186,2:177,3:49,4:30,5:16,6:8,7:8,8:3,9:2,11:1,14:1,21:1
gu	0:1927,1:217,2:175,3:20,4:15,5:5,6:5,7:2,8:3,10:2
da	0:1688,1:287,2:126,3:71,4:19,5:9,6:3,7:3,8:1,9:5,10:2,11:3,13:1,38:1
eu	0:1511,1:240,2:119,3:78,4:35,5:15,6:9,7:2,8:7,9:1,10:1,11:1,12:2,18:1,20:1
te	0:1425,1:172,2:126,3:90,4:56,5:17,6:15,7:3,8:4,9:4,15:4
no	0:1410,1:270,2:85,3:43,4:26,5:11,6:4,7:11,9:4,12:1,13:3,16:1,30:1
cy	0:1402,1:214,2:111,3:41,4:23,5:25,6:12,7:5,8:2,9:3,10:3,12:2,20:1,26:1
hu	0:1095,1:234,2:109,3:48,4:50,5:25,6:21,7:2,8:7,9:3,10:1,11:2,12:3,13:1,18:1,22:2,28:1,52:1,90:1
lt	0:1154,1:154,2:65,3:29,4:17,5:8,6:4,7:2,8:2,11:2,24:2,27:1,28:1
mr	0:1022,1:118,2:107,3:45,4:41,5:8,6:12,7:8,8:1,9:1,10:5,11:1,12:5,17:4
lv	0:947,1:129,2:62,3:42,4:15,5:4,6:2,7:5,8:4,10:1,11:1,19:1,20:1
sl	0:782,1:98,2:59,3:33,4:9,5:4,6:5,7:3,8:2,9:3,10:1,11:1,13:1,26:1
ne	0:623,1:95,2:81,3:61,4:18,5:15,6:10,7:3,8:4,10:2,13:1,16:1
is	0:546,1:81,2:25,3:13,4:9,5:2,6:2,7:1,8:3,9:1,33:1
sr	0:528,1:54,2:14,3:29,4:5,6:3
my	0:402,1:105,2:49,3:48,4:9,5:2,6:2,7:2,9:2,13:1,24:1
am	0:448,1:62,2:34,3:17,4:26,5:6,6:5,7:5,8:3,9:2,10:1,15:1,16:1,50:1
ps	0:482,1:69,2:30,3:10,4:3,5:4,6:1,8:1,28:1
kn	0:345,1:50,2:42,3:14,4:15,5:8,6:4,9:1,10:1,17:1
ml	0:277,1:80,2:38,3:18,4:8,5:1,6:1,7:1,12:1,13:1,14:1
or	0:347,1:22,2:13,3:17,4:1,7:2
bg	0:207,1:33,2:8,3:5,4:1,5:1,29:1
ckb	0:215,1:12,2:4,3:3,4:2,6:1
pa	0:168,1:14,2:10,3:4,4:1,5:5,7:1
km	0:111,1:23,2:12,3:18,4:8,5:3,6:3,7:1,11:1
lo	0:108,1:9,2:4,3:3,5:2
dv	0:90,1:3,2:2
ka	0:84,1:4,4:1,5:2
si	0:41,1:20,2:11,3:8,4:1
hy	0:60,1:7,2:1,3:2,5:1
sd	0:48,1:3,2:6,3:2,4:1,6:1,10:2,12:2
qct	0:7
ug	0:5
bo	0:2
