Value	Count
Twitter for Android	1988493
Twitter for iPhone	1522974
Twitter Web App	642659
Twitter for Mac	74400
Twitter for iPad	68559
twittbot.net	50692
TweetDeck	25674
Cheap Bots, Done Quick!	9744
WordPress.com	6596
Echofon  Android	5780
グランブルー ファンタジー	5340
Botbird tweets	5295
Twitter	4835
Microsoft Power Platform	4753
BelugaCampaignSEA	3614
dlvr.it	3360
IFTTT	3086
Twittascope	2492
Twitcom - Comunidades 	2354
Instagram	2179
Hootsuite Inc.	2002
fllwrs	1787
OWNLY Admin	1661
Tweetbot for iΟS	1492
Peing	1390
Arrow.	1269
Nintendo Switch Share	1140
Echoes Act2	1087
feather for iOS  	1000
Buffer	921
PlayStation®Network	865
Shuttlerock - Bluebird	840
TwitPane for Android	792
SocialDog for Twitter	694
Echofon	626
Twitter Media Studio	588
TwitCasting	551
今日のツイライフ	518
やさしい世界を目指すマシュマロちゃん	500
ツイタマ for Android	476
Radio.co now playing	471
Sprout Social	467
Poshmark	450
Tweets v2.1	448
Mirrativ	435
twitcle plus	431
Echobox	425
TwitPanePlus	407
Revive Social App	405
ツイタマ+ for Android	374
MixChannel - ミクチャ	373
TweetCaster for Android	369
Camtsuku	364
SocialFlow	353
Twitterrific for iOS	341
SocialNewsDesk	339
ATELU for Twitter	324
Tween	320
Sprinklr	319
Tweetlogix	305
livedoor Blog	296
 「モンストからツイート」	294
Twittt.com	285
Cubi.so	285
Zapier.com	262
TweetDeck Web App	262
The Social Jukebox	260
Twidere for Android	259
LinkedIn	259
Airtime Pro	256
Streamlabs Twitter	249
ツイ廃あらーと	243
Tabtter Free	236
Twiit.com	234
Twitter for Advertisers	232
SocialPilot.co	230
SocialBee.io v2	230
Pattr	226
Paper.li	218
Tweetbot for Mac	214
Radio King LiveTweet	212
Blog2Social APP	207
Weathercloud	206
Cercanías Avisos	205
Rakuten Group, Inc.	193
SAM Broadcaster Song Info	192
Janetter for Android	182
AbemaTV	181
on TheWorld	178
TestsForSearch	173
CareerArc 2.0	169
fusetter	166
iXamDrive	162
Metricool	162
zabuu_site	159
Hel2um on iOS	154
HubSpot	153
Foursquare	153
Tumblr	152
Janetter	152
Twitter app for posting 	149
Hotpepper	149
iembot	147
Fenix 2	147
SHOWROOM-LIVE	141
BoxFresh	137
stafsmoketest	134
Tweecha Lite	134
Janetter iOS	129
Hypefury	128
Karabiner	126
LaterMedia	122
懸賞ファン	121
Make (formerly Integromat)	116
Besocy_Oficial	116
Salesforce - Social Studio	115
Biyon≡(　ε:) Pro	113
Sprinklr Publishing	111
Flamingo for Android	111
Tweecha2 for Android	109
MateCha	109
Typefully	105
Talon Android	105
Plume for Android	103
MSG Lover	102
SocialOomph	98
True Anthem	97
Spinitron Playlists	97
OneDirect Suite - P	95
BIGO LIVE	95
tweechaPrime	92
feather free for iOS 	92
Pococha	92
Periscope	90
Myfxbook	90
Weather Display Tweet	89
ContentStudio.io	89
SAM Broadcaster Cloud	87
Tweet Hunter Pro	86
SobaCha	85
CORE ListingMachine	85
StreamElements	84
Foursquare Swarm	84
Postcron App	83
Agorapulse app	83
Untappd	82
Unfollowspy	81
TwinyBots	81
SocialRabbit Plugin	81
ツイプロ(twpro)	79
jigtwi	78
Dynamic Tweets	77
Loomly	75
Twitter Web Client	72
Twitter Media Studio - LiveCut	72
Brand Info	72
Affinitweet.com	72
SocialChamp IO 	71
Meteobridge	71
Sendible	70
ニコニコ ニコレポ連携	69
Zoho Social	68
The Tweeted Times	68
TV Time, TV show tracker	68
NovaPress	68
MixLive Now Playing Info	68
Janetter Pro for Android	68
Janetter Pro for iPhone	65
Powered by Sprinklr	64
TheWorld iOS	63
Khoros CX	63
twitcle plus for iOS	62
Evertale Official	59
