Emoji	Count
🌀	869965
🔹	396438
➖	370468
🔰	198457
🔉	157258
🔬	156647
😭	131407
😂	115464
🔥	95880
✨	86231
🤣	75870
✅	65650
🏃	65531
❤️	61188
🍧	38101
🎁	35261
🙏	33401
😍	32162
🥺	31725
🥰	26834
🎉	25743
🥹	25649
♦️	24686
‼️	23705
❤	23686
💦	23211
🌟	22841
💕	21730
💜	20988
🤍	20825
👇	19909
😊	19562
💚	19327
💙	19311
👍	17068
👏	16401
🖤	14222
♥️	13968
💗	13829
👀	13769
☺️	13751
🚨	13584
😅	12654
😈	12458
💖	12433
😘	11674
🤔	11670
💰	11442
😆	11418
🥲	11346
❗	11299
📌	11298
😳	11106
💥	10972
📍	10823
😁	10612
💛	10524
🌹	10500
👉	10305
🚀	9899
🤤	9881
🥳	9835
😎	9394
🤭	9258
⭐	9213
💔	9014
🥵	8928
🫶🏻	8740
🤩	8571
🏆	8062
💯	7966
📓	7952
😋	7912
🍀	7839
✌️	7733
⚡	7642
🇧🇷	7510
🔔	7480
📸	7446
🫶	7402
😉	7336
💀	7133
🌸	7057
🔴	6939
💪	6923
🙌	6909
💓	6902
😔	6798
🫠	6698
😌	6690
💫	6666
🎶	6631
💋	6525
🎊	6498
☀️	6440
👑	6437
❣️	6315
❤️‍🔥	6305
🤗	6303
⬇️	6287
🟩	6233
😇	6215
😱	6194
🌈	6173
📢	6171
😢	6113
1⃣	6098
1️⃣	6068
💞	5941
➡️	5825
🧡	5796
⚠️	5787
🔗	5771
😩	5725
💆🏻‍♂️	5718
🙄	5703
🎥	5657
🐰	5638
2️⃣	5621
😏	5596
🤡	5585
🍑	5483
🙏🏻	5446
💎	5425
🐱	5407
🍆	5379
😡	5178
🎯	5154
🤝	5131
⏰	5071
‼	4911
♻️	4851
🚩	4813
☕	4812
📣	4763
🐶	4666
🍁	4605
💐	4424
🦋	4341
❌	4244
😄	4238
🐯	4201
👌	4193
2⃣	4180
💸	4048
🔵	3987
🎵	3970
🐷	3957
🙂	3952
♥	3907
🫣	3891
🌷	3881
😀	3863
🎂	3853
🌻	3851
😜	3846
😃	3836
⬜	3797
📺	3742
🍊	3729
🙈	3677
🤪	3664
🎀	3655
💘	3422
🏀	3420
🍒	3397
🇺🇸	3396
👇🏻	3354
👏🏻	3315
🎈	3308
▶	3299
🌺	3211
👅	3187
🐹	3178
🦁	3173
💨	3111
📱	3076
🌿	2998
🌙	2976
🫡	2966
🎧	2960
❕	2938
✔️	2915
🌱	2839
🔻	2835
⚽	2827
⁉️	2803
🙃	2772
👍🏻	2758
🤮	2756
🟨	2750
🗼	2734
💌	2732
🤬	2721
🧿	2718
🇪🇷	2716
⚪	2688
😝	2671
👋	2637
🌼	2635
▪️	2630
👊	2582
🐻	2569
🤯	2526
⚫	2514
🥇	2494
🔁	2484
✌🏻	2484
😻	2461
🔞	2460
🥴	2413
😚	2413
😹	2411
❓	2386
🎃	2381
👈	2380
✊	2375
🍂	2359
🐾	2347
🇸🇦	2338
💬	2330
🔸	2311
💭	2308
📎	2302
🎲	2293
📲	2290
🇹🇷	2281
🍓	2268
▶️	2259
😤	2227
🐥	2226
🙇‍♀️	2219
🌊	2204
🕊	2192
🤲	2188
😞	2187
💢	2151
🤧	2141
😫	2140
🍃	2130
🎬	2119
⏳	2089
🌚	2064
🗣️	2051
🔽	2038
🔮	2036
😵‍💫	2033
🥂	2031
🙇‍♂️	2027
🇪🇹	2018
🐈	2016
✔	2013
👉🏻	2007
😬	2006
💝	2004
😮‍💨	1998
☀	1994
👚	1987
🌞	1975
🇻🇪	1975
🗓	1952
😒	1916
🐟	1916
🦊	1895
🗣	1889
🍌	1882
⬛	1871
🤫	1870
💵	1864
🔺	1858
🥀	1856
😴	1851
📈	1845
🧸	1839
📽	1837
🫧	1835
㊗️	1835
🌕	1823
✌	1822
☑️	1813
🔄	1806
🟥	1801
🤢	1790
🤎	1783
🤦‍♀️	1767
🧐	1756
🤨	1749
🫶🏼	1746
✈️	1743
🕺	1740
⭕	1733
🕊️	1729
💧	1719
🆘	1713
🎤	1708
📝	1701
☺	1698
🍖	1694
😖	1689
💩	1688
💃	1673
👻	1663
❤️‍🩹	1663
☹️	1655
☁️	1653
😐	1652
3️⃣	1651
🤑	1638
3⃣	1630
🙏🏼	1628
🔳	1627
⚔️	1593
📷	1592
🦑	1569
🫂	1564
✍️	1557
😛	1553
🟦	1545
🙌🏻	1527
🟧	1525
🌴	1523
👆	1521
🇯🇵	1507
🙇	1506
☑	1502
💿	1496
🐺	1492
😑	1478
🍨	1448
🥶	1446
✋	1446
😪	1430
🍎	1420
🟡	1404
💡	1390
🤓	1387
😣	1381
🅿️	1376
📽️	1372
📹	1365
🥱	1362
🇺🇦	1354
😥	1345
💪🏻	1342
🍻	1340
🤏🏻	1335
📚	1312
❣	1309
🇮🇳	1293
🕯	1278
🏰	1271
💤	1267
✖️	1265
🙏🏽	1263
😓	1250
⤵️	1246
👏🏼	1244
🙏🏾	1233
💣	1223
