Language	Count
fr	0:44874,1:7454,2:3104,3:1725,4:780,5:408,6:194,7:138,8:62,9:47,10:46,11:21,12:14,13:12,14:8,15:7,16:5,17:4,18:3,19:3,20:4,21:6,22:2,23:4,24:1,25:1,26:3,27:1,29:1,30:2,32:1,37:1,38:1,41:1,64:1,82:1,100:1,108:1
hi	0:33787,1:4393,2:2494,3:1194,4:660,5:255,6:253,7:107,8:98,9:90,10:37,11:19,12:24,13:16,14:12,15:5,16:18,17:3,18:13,19:2,20:4,21:3,22:2,23:2,24:3,25:2,26:2,28:2,29:1,30:1,31:1,32:2,35:2,38:1,39:1,45:2,46:1,48:1,67:1,114:1
ur	0:29054,1:2399,2:986,3:561,4:210,5:115,6:1119,7:37,8:928,9:37,10:12,11:14,12:9,13:11,14:3,15:1,16:1,18:1,20:3,21:1,25:2,29:1,31:1,33:1,59:1,70:1,125:1
tl	0:22476,1:5201,2:2460,3:1435,4:569,5:262,6:131,7:68,8:37,9:37,10:22,11:10,12:11,13:6,14:5,15:2,16:4,17:1,18:2,19:6,21:4,22:1,24:1,25:2,28:1,32:1,77:1,124:1
zh	0:20063,1:4232,2:1662,3:1041,4:603,5:392,6:200,7:91,8:67,9:63,10:25,11:16,12:12,13:2,14:28,15:1,16:5,17:5,18:2,19:1,22:1,23:1,24:2,25:1,28:1,31:2,34:1,38:5,42:2,51:2,55:1,59:1,63:1,64:1,91:1
it	0:18291,1:2209,2:928,3:638,4:300,5:151,6:115,7:62,8:33,9:20,10:29,11:16,12:14,13:11,14:12,15:3,16:3,17:4,18:1,19:4,20:6,21:2,22:3,23:1,24:2,27:2,28:1,29:1,33:1,41:3,50:1
ca	0:4964,1:683,2:350,3:188,4:719,5:58,6:4985,7:29,8:8231,9:8,10:7,11:3,12:469,13:2,14:1,16:30,18:1,20:1,26:1,30:1,38:1,48:1,62:1,92:1
de	0:16343,1:2303,2:851,3:460,4:217,5:90,6:53,7:67,8:31,9:15,10:6,11:5,12:15,13:7,14:2,15:3,16:4,17:5,20:2,22:2,26:1,30:1,39:1,52:1,53:1,55:1
qam	0:18100,3:1
ru	0:12768,1:1382,2:428,3:308,4:93,5:96,6:37,7:26,8:8,9:12,10:5,11:7,12:2,13:1,14:4,15:1,16:2,17:1,18:1,19:2,20:2,26:1,27:1,28:1,30:1,35:1,128:1,131:1
pl	0:9934,1:1477,2:541,3:310,4:174,5:70,6:45,7:21,8:24,9:7,10:7,11:4,12:5,13:2,14:2,15:1,17:1,25:1,27:1,31:2,37:1,112:1
nl	0:8334,1:1188,2:429,3:192,4:96,5:50,6:25,7:9,8:12,9:4,10:2,11:2,12:5,13:2,27:1,54:1
art	0:33,1:3260,2:1577,3:1767,4:885,5:595,6:424,7:199,8:143,9:143,10:81,11:70,12:80,13:27,14:18,15:9,16:8,17:2,18:5,19:6,20:7,21:6,22:6,23:3,24:3,25:5,26:6,28:8,29:1,30:3,31:4,32:3,33:3,35:3,36:3,38:1,39:3,40:1,42:3,43:2,44:1,46:1,48:2,50:1,52:2,56:1,60:2,63:4,65:3,66:1,70:4,78:1,100:2,101:1,104:1,109:1,112:2,121:1,125:1,130:1,132:1,133:1,140:3
et	0:6027,1:1514,2:628,3:332,4:244,5:86,6:97,7:29,8:27,9:16,10:9,11:5,12:5,13:3,14:2,16:1,17:2,20:1,21:1,42:1,49:1,78:1
qht	0:7423,1:1
bn	0:1588,1:4001,2:804,3:99,4:25,5:6,6:5,9:1,15:2
ht	0:4243,1:737,2:329,3:245,4:160,5:96,6:40,7:21,8:11,9:14,10:6,11:6,12:4,13:1,14:3,15:1,16:1,19:4,25:1,28:1,29:1,34:1,35:1,36:1,39:1
qst	0:5362,1:488,2:24,3:5
uk	0:4690,1:660,2:179,3:120,4:34,5:22,6:11,7:6,8:6,9:1,10:2,13:3,14:2,19:1,20:1,120:1
ta	0:4261,1:498,2:389,3:226,4:129,5:53,6:25,7:15,8:6,9:8,10:10,11:3,13:1,16:1,18:2,23:1
vi	0:3134,1:508,2:250,3:159,4:129,5:25,6:23,7:12,8:6,9:4,10:2,11:4,12:4,13:5,14:2,15:2,17:3,18:7,20:10,21:1,22:3,23:2,29:1,30:1,32:1,41:1
sv	0:3195,1:531,2:305,3:169,4:43,5:16,6:6,7:5,8:1,10:4,12:2,13:1,64:1
el	0:3406,1:283,2:122,3:95,4:41,5:29,6:22,7:6,8:11,9:6,10:1,11:3,12:2,14:1,15:1,17:3,18:1,22:1,23:1,25:1,30:1,35:1,39:1
fi	0:2551,1:417,2:185,3:85,4:40,5:12,6:10,7:4,8:4,9:10,10:2,11:1,12:1,14:1,15:2,17:1,18:1,26:1,27:1,50:1
cs	0:2399,1:436,2:146,3:83,4:35,5:19,6:14,7:6,8:7,9:2,10:2,11:1,15:1,17:1,18:1,20:1,22:1,25:1,30:1
iw	0:2361,1:138,2:38,3:24,4:12,5:9,6:4,7:1,8:1,10:1,12:2,13:1
gu	0:2131,1:183,2:191,3:19,4:9,5:7,6:5,7:1,11:3
eu	0:1735,1:273,2:133,3:56,4:34,5:14,6:8,7:1,8:4,9:3,10:5,11:1,12:3,14:1,22:2,23:3,41:1
da	0:1579,1:293,2:194,3:86,4:21,5:12,6:3,7:3,8:7,9:6,10:2,11:1,26:1,52:1
no	0:1532,1:418,2:102,3:68,4:26,5:6,6:3,7:17,9:2,15:1,23:1,26:1,30:2,41:1,49:1,50:1,58:1,70:1
ne	0:1550,1:400,2:88,3:52,4:22,5:6,6:9,7:3,8:3,9:3,10:1,12:1
ro	0:1406,1:220,2:95,3:72,4:32,5:10,6:8,7:6,8:1,9:2,10:3,11:1,12:1,13:2,15:2,42:1
cy	0:1355,1:215,2:115,3:60,4:22,5:16,6:10,7:3,9:7,10:3,13:2,15:1,17:1,58:1,70:1
te	0:1315,1:121,2:103,3:79,4:35,5:16,6:14,7:5,8:5,9:3,10:1,12:2,26:1
hu	0:1239,1:194,2:128,3:47,4:25,5:10,6:15,7:4,8:4,9:2,12:2,14:1,16:5
mr	0:1034,1:121,2:113,3:46,4:41,5:14,6:9,7:5,9:1,10:1,11:2,12:4,14:1,15:2,16:1,17:1,24:1,28:1,34:1
lt	0:894,1:157,2:67,3:28,4:14,5:8,6:9,7:4,8:3,9:2,10:1,22:1,27:1,36:1,56:1
lv	0:898,1:147,2:55,3:22,4:18,5:2,6:7,9:2,12:1,19:1
sl	0:743,1:98,2:48,3:23,4:14,5:7,6:3,7:2,8:1,10:2,11:2
ps	0:566,1:66,2:34,3:17,4:7,5:6,6:1,7:1,10:1,15:1
is	0:527,1:92,2:42,3:14,4:13,5:3,6:4,8:2
sr	0:535,1:59,2:22,3:25,4:4,5:3,6:2,8:3
my	0:424,1:99,2:52,3:37,4:16,5:9,6:8,14:1,18:2
am	0:498,1:46,2:37,3:26,4:9,5:9,6:4,7:1,10:5,11:2
kn	0:445,1:51,2:56,3:16,4:15,5:5,6:6,7:2,8:1
ml	0:250,1:83,2:38,3:22,4:7,5:4,6:2,7:3
or	0:283,1:17,2:8,3:13,4:5,9:1
bg	0:260,1:29,2:4,3:8,4:4,6:1,9:1,10:1
pa	0:203,1:18,2:12,3:10,4:3,5:1,6:1
ckb	0:128,1:17,2:4,3:2,4:1
km	0:107,1:11,2:9,3:11,4:9,5:1,6:1,10:1
lo	0:86,1:11,2:4,3:3,4:2,6:1,7:1
si	0:77,1:14,2:11,3:2,13:1
sd	0:60,1:16,2:6,3:4,4:3,5:1,6:1
ka	0:86,1:1,3:1,4:1,5:1
dv	0:60,1:3,3:3,6:1
hy	0:54,1:6,4:2,6:1,7:1
qct	0:9
ug	0:2
