Value	Count
Twitter for Android	2027081
Twitter for iPhone	1554961
Twitter Web App	630572
Twitter for Mac	72079
Twitter for iPad	69270
twittbot.net	50274
TweetDeck	27343
Cheap Bots, Done Quick!	9829
WordPress.com	6691
Echofon  Android	5694
Botbird tweets	5230
Microsoft Power Platform	4882
グランブルー ファンタジー	4767
Twitter	4659
Peing	4145
BelugaCampaignSEA	3524
dlvr.it	3146
IFTTT	2992
Twittascope	2388
Twitcom - Comunidades 	2344
Arrow.	2297
Instagram	2247
Hootsuite Inc.	1899
OWNLY Admin	1570
Tweetbot for iΟS	1559
fllwrs	1492
Echoes Act2	1396
Shuttlerock - Bluebird	1303
feather for iOS  	1058
Nintendo Switch Share	998
Buffer	945
TwitPane for Android	928
PlayStation®Network	909
SocialDog for Twitter	748
Echofon	682
TwitCasting	622
Pattr	598
Twitter Media Studio	582
やさしい世界を目指すマシュマロちゃん	576
Tweets v2.1	547
Sprout Social	541
twitcle plus	487
Echobox	474
今日のツイライフ	470
Poshmark	469
ツイタマ for Android	465
Brand Info	457
Mirrativ	412
TweetCaster for Android	409
Cercanías Avisos	405
Camtsuku	399
Revive Social App	398
TwitPanePlus	394
Radio.co now playing	377
ツイタマ+ for Android	376
MixChannel - ミクチャ	372
Twitterrific for iOS	356
Typefully	334
Tween	333
SocialFlow	330
livedoor Blog	321
Cubi.so	309
Tweetlogix	308
SocialNewsDesk	304
Sprinklr	303
TweetDeck Web App	302
Zapier.com	290
Airtime Pro	282
Twittt.com	271
The Social Jukebox	259
LinkedIn	258
Plume for Android	254
Twiit.com	253
Paper.li	250
Twidere for Android	248
SocialPilot.co	242
Tabtter Free	238
ツイ廃あらーと	231
Radio King LiveTweet	228
Twitter for Advertisers	221
Foursquare	215
Rakuten Group, Inc.	212
SocialBee.io v2	202
Blog2Social APP	195
 「モンストからツイート」	193
Weathercloud	189
SHOWROOM-LIVE	188
iXamDrive	183
Streamlabs Twitter	181
zabuu_site	174
Tumblr	173
on TheWorld	172
Metricool	171
Hotpepper	164
Twitter Web Client	163
TestsForSearch	161
Hypefury	159
AbemaTV	158
SAM Broadcaster Song Info	157
Tweetbot for Mac	156
Janetter for Android	154
Janetter	152
iembot	146
CareerArc 2.0	145
Hel2um on iOS	139
Fenix 2	138
SocialOomph	135
fusetter	134
HubSpot	134
LaterMedia	133
Janetter iOS	133
Blue Robot	132
MateCha	127
MixLive Now Playing Info	124
stafsmoketest	123
Foursquare Swarm	120
Twitter app for posting 	118
CORE ListingMachine	116
ATELU for Twitter	116
Untappd	115
True Anthem	115
Make (formerly Integromat)	115
BoiteCampaignTool	114
MSG Lover	111
Tweecha Lite	110
Karabiner	106
Talon Android	105
feather free for iOS 	104
Tweecha2 for Android	101
Janetter Pro for Android	101
懸賞ファン	96
Sprinklr Publishing	95
SAM Broadcaster Cloud	95
ContentStudio.io	95
The Tweeted Times	93
StreamElements	93
Salesforce - Social Studio	93
Tweet Hunter Pro	92
Besocy_Oficial	92
Agorapulse app	92
Unfollowspy	91
ニコニコ ニコレポ連携	88
Periscope	88
BoxFresh	88
Biyon≡(　ε:) Pro	88
Pococha	86
Weather Display Tweet	85
OneDirect Suite - P	85
Flamingo for Android	85
TheWorld iOS	84
Loomly	83
Postcron App	82
Myfxbook	82
Janetter Pro for iPhone	82
Zoho Social	81
Meteobridge	79
Bleach: Brave Souls (en)	79
jigtwi	78
SobaCha	78
Mailchimp	78
SocialRabbit Plugin	76
tweechaPrime	75
SmartNews | スマートニュース	73
NovaPress	73
Dynamic Tweets	73
BIGO LIVE	73
Biyon Lite Ver	71
Spinitron Playlists	70
Hopscotch Social	69
Evertale Official	69
BotFrens.com	69
Sendible	68
ツイプロ(twpro)	65
TV Time, TV show tracker	65
KuroTwi	64
hamoooooon	62
Emplifi	62
BLEACH Brave Souls（ブレソル）	62
Twitter Media Studio - LiveCut	59
Joytter	59
Funny apps:)	59
ポケパラTwitter連携	58
eClincher	58
bot_do_cruzeiro	58
Zendesk	58
TwinyBots	58
twitcle plus for iOS	56
Tweecha2 for iOS	56
TW Blue	55
SocialChamp IO 	55
Affinitweet.com	54
Yukari for Android	53
Dynamic Signal	53
Verint Messaging	52
Twibbon	51
test_and_live	49
ausverkauf.eu	49
Khoros CX	49
Tweet Old Post	48
Back At You	47
testerMyApp	46
iWantClips	46
FC2 Blog Notify	46
Crowdfire App	46
Xbox One Social	45
Goodreads	45
Freshdesk	45
mLabs - Gestão de Redes Sociais	44
Gauge Map UK Tweeter	44
CoSchedule	44
ThingTweet	43
Radiologik DJ	43
Publer.io	43
Command-line Tool	43
Amplifr	43
総合サービス ツイボット	42
_screenshoter	42
NekoTwi!	42
Tweet Nowhere	41
Twittbot Web	40
Qualtrics Connect	40
LINE LIVE app	40
ツイ廃ジャー	39
TwifullJP	39
Tweet Suite	39
FS-Poster-App	39
Canva	39
ガールズヘブン事務局	38
dddcg apps	38
YoruFukurou	38
JobsViaTweet	38
Brandwatch	38
宝石姫 Reincarnation	37
Hearsay Social	37
BLOX CMS	37
ねぎっぷる（ミク専用）	36
Zlappo.com	36
ReUs Atsumoritter	36
OwnerOfGMT	36
MeetEdgar	36
GroupTweet	36
ニコニコ生放送アプリ	35
thebottlegame	35
StockTwits Web	35
Canada Weather	35
SmarterQueue	34
LittleHairyFriends	34
Genesys Social Engagement.	34
読書メーター	33
ふわっち	33
goaidev	33
Python Bot by PM	33
MyKCM	33
Locobuzz CX	33
Just Space Bot	33
Efolimw	33
tweet serach api	32
Video Downloader Bot	32
TheWeb3Bot	32
Orlo	32
IRIAM	32
Adobe Express	32
rankingko	31
TwitterCast by FastCast4u	31
Twitt-RP	31
MeteoWare Plus+	31
Ask.fm	31
診断メーカー shindanmaker.com	30
Оwly	30
ambul news bot	30
Weather Station 1Wire Tanglewood	30
Watchfox Roblox Limited Deals	30
Togetter / min.t	30
Tistory2Twitter	30
ThreadReaderApp	30
Pod Identity	30
PoGoSnipeUltra	30
Pixabay Member	30
sweet_caramel	29
overflowfactory	29
Powered by Sprinklr	29
Guud Campaigns	29
FRCRetweets	29
ツイタマ	28
غرّد بالقرآن	28
tanoshiku7ikiru_App	28
Twitter_bot_service	28
Semrush Social Media Tool	28
Raspberry Pi - ADS-B Receiver	28
PostPickr	28
FS_Poster_App	28
ClickaYrom	28
最新型 『顔面採点診断』	27
pywws	27
meikendle	27
UlOPkD	27
Twitch API	27
TweetShift.com	27
RC Engage Digital EU	27
PoGoSnipePvP	27
Developed with ♥ by @Fran_Induni	27
3_halfwidth_bot	27
  小学知識テスト  	27
【反応速度測定】	26
rstats2twitter	26
goaidev.com	26
erased9353731	26
TRE - The Radio Experience	26
Suas Visitass.	26
Post Studio	26
Pai-Poser	26
OnlyFans	26
NYRegions	26
Heropost	26
Fresh Life	26
Bot Reply 2	26
AniList.co	26
Thrillshare	25
T7 App	25
SocialOffice	25
ReverbNation	25
NFT Sales Bot by @Sweep_init	25
N/M	25
Mixcloud	25
Meltwater Social	25
Gurma-dev	25
GetVideoBot	25
CONTENIVE	25
Bambu by Sprout Social	25
ArtPal	25
wiwiwififi	24
windowsss	24
teach-hashtag	24
munchycoke	24
Wize.Bot	24
Twittimer	24
