Emoji	Count
🌀	734748
🔹	333695
🔰	249921
➖	211604
❄️	177170
🕥	141021
😭	135522
🔥	133140
🔉	130120
😂	125957
✨	90116
🏃	86197
🤣	83801
🔬	73018
✅	60642
❤️	58302
👷	53833
🔟	51077
🎁	36671
👶	34913
🙏	33268
🕟	32476
😍	32334
🥺	29553
🎉	26955
🥰	26667
‼️	26365
🥹	25049
🍧	24821
💦	23053
🌟	22621
💕	21413
💚	20627
👇	19668
😊	19619
🤍	19513
💙	19164
👏	18637
❤	18563
💜	17136
👍	16085
🚨	14413
💺	14330
📍	13442
♥️	13415
👀	13218
😅	13076
🖤	12917
☺️	12866
😈	12855
💗	12609
😆	12536
💖	12135
❗	12065
⭐	11988
📌	11816
😘	11643
🤔	11628
💰	11242
💥	10776
👉	10770
🥳	10706
🇧🇷	10705
🥲	10654
😁	10651
💛	10536
🌹	10187
🚀	10054
🤤	9930
🏆	9681
🫶🏻	9587
😎	9445
🤭	9345
🤩	9262
💔	9231
😳	8983
🥵	8702
⚡	8489
🔴	8448
📸	8442
🧿	8178
😋	7980
🌸	7934
💪	7871
😉	7729
🫶	7643
💯	7634
🎊	7540
🔔	7294
🍀	7056
🎶	7029
❤️‍🔥	6981
❣️	6873
🤗	6869
💀	6721
📢	6659
💓	6606
🙌	6579
2️⃣	6558
🌉	6439
💞	6407
💋	6363
💎	6324
😌	6271
🌗	6256
1⃣	6252
😔	6246
✌️	6196
💫	6178
🔗	6146
😇	6134
⚠️	6122
🎥	6047
🟩	6014
💆🏻‍♂️	6007
👑	5983
1️⃣	5948
🫠	5913
➡️	5909
😢	5906
🍁	5902
🌈	5874
🙄	5867
‼	5841
⬇️	5809
😏	5740
😩	5685
🙏🏻	5672
🤡	5634
🧡	5594
☀️	5565
🍑	5463
🎯	5437
🍆	5418
😱	5181
🎀	5163
⏰	5062
💐	5047
🐰	4944
🐱	4870
😡	4863
📣	4843
🤝	4806
☕	4730
🚩	4657
👌	4583
🎃	4452
🎂	4411
😄	4397
🐶	4306
2⃣	4225
♻️	4097
🦋	4056
😃	4007
🎵	3948
♥	3896
📺	3892
💘	3857
❌	3819
😜	3806
🙂	3765
🫣	3683
👏🏻	3623
😀	3604
🌷	3509
🤪	3503
🙈	3440
🌺	3434
⬜	3391
❕	3379
👅	3373
🌻	3332
💸	3323
🤯	3318
👇🏻	3318
🎈	3289
💨	3277
▶	3271
👊	3239
🤮	3231
🕺	3220
📲	3214
🫡	3204
✈️	3200
▶️	3111
⁉️	3109
🌙	3085
👍🏻	3052
🇺🇸	2971
🏀	2949
📱	2907
🌿	2905
🔻	2877
🗣	2847
✔️	2810
🐻	2794
👋	2785
🍒	2780
🟨	2768
💌	2758
🥇	2741
⚫	2722
🙇‍♂️	2690
⚽	2682
⚪	2645
🌞	2631
🤬	2615
🔁	2606
🗣️	2589
👉🏻	2573
🙃	2551
🔽	2551
🌼	2550
🍂	2547
🤲	2546
🙇‍♀️	2545
😻	2527
🌊	2500
🔞	2489
🐯	2483
🌱	2449
🥴	2429
💃	2410
💭	2382
✌🏻	2375
👻	2354
👈	2354
😝	2340
🇹🇷	2327
🍻	2314
❓	2314
🔵	2312
🐾	2283
🐷	2282
⬛	2273
✊	2256
💬	2231
🌕	2223
💝	2219
💵	2216
💢	2213
🫧	2205
🔸	2204
☀	2190
😹	2182
😤	2175
😚	2172
📈	2146
▪️	2145
🕊️	2144
🤧	2138
㊗️	2132
🇺🇦	2128
🍃	2092
🎬	2090
🇻🇪	2069
😞	2063
🗓	2063
🎤	2054
😫	2051
🍊	2036
😐	2000
😮‍💨	1999
😬	1992
😵‍💫	1975
☺	1973
☑️	1936
🍌	1931
🍺	1912
🍓	1912
🐈	1911
😒	1907
🔺	1904
🫶🏼	1897
⭕	1885
🕊	1879
🧸	1873
🤫	1872
🤨	1860
🥂	1858
📽	1849
🎧	1842
🐥	1828
😴	1827
💩	1827
⏳	1826
🇪🇷	1817
🫂	1813
😛	1810
🥀	1783
✌	1754
🤑	1753
🔄	1752
🇷🇺	1720
📷	1712
💧	1711
🧐	1703
🟥	1701
🔍	1700
3️⃣	1695
0⃣	1678
🔳	1672
🦊	1665
✋	1661
🙏🏼	1654
🐹	1646
🎮	1637
🇸🇦	1631
✔	1618
3⃣	1612
🙌🏻	1605
🤎	1598
🌴	1594
🟦	1572
☁️	1572
💡	1547
🇪🇹	1537
🦑	1524
✍️	1524
🥶	1521
🕯	1500
🍭	1497
❣	1487
❤️‍🩹	1482
😠	1481
🙏🏾	1475
🙏🏽	1463
🤢	1461
☹️	1452
🍎	1451
⚔️	1449
📚	1443
📞	1434
🔮	1430
📝	1420
🇯🇵	1410
🗼	1408
0️⃣	1402
🅿️	1399
😪	1397
🥱	1392
😑	1383
😣	1378
🐿	1373
🔛	1372
💤	1372
🆘	1367
🤏🏻	1359
💟	1342
🧵	1341
👆	1329
🟧	1326
♦️	1322
🔃	1320
😖	1314
🙇	1310
🏈	1309
🐺	1306
🐟	1303
🟡	1300
👏🏼	1272
☑	1265
💣	1262
😥	1257
🍇	1253
🌍	1250
⤵️	1248
🔊	1245
🍠	1242
🌚	1234
👤	1232
🦁	1231
💪🏻	1228
🐣	1224
🌎	1224
🤟	1222
😓	1221
📹	1221
☝️	1221
🟢	1214
🤦‍♀️	1200
👟	1191
🤞	1186
🎫	1185
🐍	1177
🍫	1177
🇹🇭	1176
💼	1172
🍨	1172
🐧	1169
🤓	1165
📅	1163
🇮🇳	1160
🤦‍♂️	1149
🎨	1145
🛒	1143
😲	1138
📽️	1130
🫢	1118
🌳	1114
🪄	1109
🦦	1103
🍼	1102
🙋‍♀️	1097
☠️	1097
📻	1096
🤘	1095
🐐	1095
🍙	1078
➕	1074
▫️	1066
👎	1044
🇫🇷	1039
🎰	1035
🍬	1035
🌾	1017
✖️	1015
🐝	1011
🍜	1009
🦅	1007
🏹	988
🍵	988
🗓️	987
🌝	981
🍰	980
😰	979
🎟️	979
🌐	977
🔶	972
🐈‍⬛	969
😨	962
🛑	961
☘️	958
💉	951
😮	950
🤲🏻	948
👁	945
🔱	936
🍯	936
🎸	934
➡	933
♻	932
🍷	931
🍄	928
🌏	921
🍪	920
🐬	917
💠	916
🤦	913
🫶🏽	908
🕯️	905
⚾	902
👇🏼	901
🐴	899
👿	894
🧙‍♀️	887
👹	887
📩	886
🤦🏻‍♀️	881
🙋‍♂️	880
📖	880
🦄	872
🐳	870
🙊	868
🎩	864
⚜️	855
🔪	854
👄	854
🦇	852
🚫	852
🐕	849
🆙	849
🚗	847
🌰	845
🫰	844
📰	844
🏅	842
😽	841
🌲	829
😵	828
💍	827
🍲	826
®	823
🐮	822
🤷‍♂️	820
🍖	820
🔫	812
🍔	809
👌🏻	804
🍅	803
🐉	800
🎹	800
🐙	799
💿	793
✊🏻	792
🐸	788
😙	787
🍚	787
🤙	786
🍋	786
😿	783
🍾	783
🐒	774
😼	764
🙏🏿	763
5️⃣	763
⬇	761
😸	759
🪐	758
😗	752
👽	750
🌠	750
👾	745
©	745
🇬🇧	743
🐼	741
⚠	738
🔷	737
♠️	735
🙆‍♀️	732
🥦	731
🟠	730
🌃	729
🏃‍♀️	728
🇰🇷	726
😶	725
😕	725
🙇🏻‍♀️	724
🤖	719
🏎	713
🇪🇸	713
👊🏻	710
🐨	709
🥑	706
💮	703
🛐	697
🦐	696
🏰	692
🍿	690
🎙	689
🇲🇽	689
🆚	686
🎼	685
🤌	684
🦉	682
⏩	679
👼	674
🙋🏻‍♂️	672
🇦🇷	671
📊	668
📆	668
📉	667
💅	666
🇨🇺	666
🍩	665
🏡	663
🏠	659
🌅	659
4️⃣	656
🍉	651
🍟	647
🔝	646
🎾	645
🗺️	644
💳	642
🍞	642
🏷️	640
⏬	638
🔲	636
👇🏽	635
🆔	630
5⃣	630
🧳	627
🐎	626
👈🏻	625
🐦	625
🦈	620
⬆️	620
☂️	620
☔	617
🧁	616
🎟	615
😺	614
🖕	613
🐢	612
🐔	610
🏁	610
👁️	608
🏇	608
🩸	605
🍏	603
▪	602
🍮	597
🇩🇪	596
🤏	595
🔎	591
🆕	591
🍕	581
⤴	579
🏳️‍🌈	576
👏🏽	575
🤦🏻‍♂️	574
🔒	572
🌫	572
🦀	571
📮	571
👍🏼	571
😷	568
🐤	567
🕴🏻	566
💻	566
⌚	562
🎙️	561
🎖	561
🐑	560
🍸	555
🎲	553
🍴	553
📕	551
🙋	550
🧧	549
🧀	548
🔜	548
🇨🇳	548
🥩	545
🏃‍♂️	544
🎋	543
🍳	542
💄	541
👋🏻	538
🇨🇴	537
👔	535
🍹	535
🌵	533
🧠	531
💊	524
🐇	523
🇨🇱	523
😯	521
🐀	521
🟣	520
🥈	517
🇳🇬	517
🇮🇹	516
👏🏾	513
📘	512
🕒	511
🎇	509
🐩	507
✌🏼	507
⚖️	507
🎄	506
🫶🏾	505
🤠	505
👠	504
🦍	503
🤟🏻	501
🏪	500
🍣	499
🫰🏻	498
💪🏼	497
🤷🏻‍♀️	496
🙁	493
8⃣	493
👥	492
🚚	491
📡	491
🚬	485
🐲	485
🗿	483
🥚	480
💅🏻	480
👣	478
⛔	477
⁉	477
❔	475
📎	473
🐏	473
🤙🏻	472
🔆	472
🌛	472
🤌🏻	470
🌋	470
⛄	470
🗳️	469
🙀	468
🉐	466
🌌	465
🖐	464
