Day	Hour	Count	Coverage%
2022-09-30	00	160409	100.0
2022-09-30	01	178453	100.0
2022-09-30	02	198352	100.0
2022-09-30	03	201910	100.0
2022-09-30	04	171481	100.0
2022-09-30	05	151419	100.0
2022-09-30	06	151147	100.0
2022-09-30	07	154418	100.0
2022-09-30	08	168627	100.0
2022-09-30	09	189375	100.0
2022-09-30	10	205129	100.0
2022-09-30	11	225388	100.0
2022-09-30	12	243895	100.0
2022-09-30	13	253383	100.0
2022-09-30	14	250394	100.0
2022-09-30	15	243437	99.75
2022-09-30	16	219664	100.0
2022-09-30	17	198253	100.0
2022-09-30	18	184161	100.0
2022-09-30	19	172443	100.0
2022-09-30	20	162968	100.0
2022-09-30	21	164192	100.0
2022-09-30	22	164180	100.0
2022-09-30	23	165282	100.0
