Emoji	Count
♦️	522303
🔹	436373
🐔	240350
🎻	166989
📗	135224
😭	121455
😂	112483
✨	87768
🤣	71350
🔥	66836
➖	55996
❤️	53947
✅	41084
🎁	38242
🔵	33987
🎲	32382
📎	32052
👚	31623
😍	29606
🙏	29284
🥺	28180
🐹	27151
🥰	25463
‼️	23757
🎉	23586
💦	22533
🥹	20990
💕	19827
🌟	19727
👇	18944
🤍	18506
😊	18160
💙	17351
💚	16179
👍	15789
👏	15174
🚨	14338
❤	13740
💜	13566
😆	13173
😈	12730
☺️	12290
👀	12269
😅	12110
♥️	11930
🖤	11662
💖	11643
😘	11495
📌	11427
🤔	11308
❗	11084
💗	10746
🚀	10736
👉	10136
😁	9585
🥲	9266
🤤	9179
📍	9155
🥳	9108
🤩	8930
🌹	8922
🤭	8816
💛	8667
💰	8631
🥵	8605
😳	8603
💥	8513
⭐	8443
🏆	8154
😎	7883
🌸	7785
📢	7672
💯	7492
😋	7461
😉	7429
🎊	7143
💔	7120
❤️‍🔥	7094
🤡	7093
🇸🇦	7073
🫶🏻	6866
🎶	6861
🔔	6830
⚡	6791
🔗	6762
🍀	6735
💪	6665
📸	6559
🍑	6524
💀	6476
⬇️	6460
🎯	6373
🤗	6345
🟩	6338
💫	6335
⚠️	6249
💓	6220
🫶	6069
🙌	6067
🫠	6013
😔	5957
❣️	5953
⏰	5946
😩	5942
😌	5914
😢	5766
😱	5702
🚩	5701
🔴	5695
💞	5675
😇	5661
1⃣	5626
✌️	5584
😏	5551
👑	5428
🙄	5422
🍆	5404
☀️	5344
➡️	5279
🙏🏻	5258
💋	5224
😡	5133
❌	5052
♻️	5047
🧡	5042
🌈	5002
💎	4845
🇧🇷	4815
🎥	4702
💆🏻‍♂️	4590
👌	4442
1️⃣	4365
☕	4328
⬜	4181
🐰	4130
💐	4126
💡	4071
2⃣	4037
😜	3941
📣	3905
💸	3849
🍁	3801
🎀	3800
🐶	3798
😃	3758
😄	3757
🤝	3756
🦋	3733
2️⃣	3718
‼	3600
🌻	3577
🙂	3488
💘	3480
🎂	3376
👅	3345
🌷	3324
🙈	3310
👇🏻	3296
♥	3274
🌿	3251
🤪	3226
🫣	3131
😀	3124
🐈	3119
🥇	3109
🐱	3107
👏🏻	3101
🐷	3069
📱	3065
📺	3004
🤮	3000
▶️	2979
🔻	2933
🎵	2913
▶	2900
✔️	2851
🇺🇸	2836
☑	2833
💨	2830
🌺	2828
🌼	2781
🐾	2767
🧸	2724
🫡	2703
☀	2698
❕	2679
❓	2679
💧	2662
👍🏻	2606
🎬	2593
🌱	2571
🌙	2571
😝	2536
🔁	2531
☑️	2531
🙇‍♂️	2505
⚜️	2497
💌	2449
🙃	2443
🤯	2433
👈	2430
💢	2397
⁉️	2396
👋	2386
🤫	2379
🥴	2359
▪️	2358
🤨	2353
😹	2309
🎤	2305
🤲	2303
💭	2281
⚪	2272
🔞	2271
🍃	2250
🗓️	2215
🇹🇷	2207
🟨	2194
⬛	2193
🔮	2185
😞	2164
😵‍💫	2129
😻	2118
⚫	2118
🙇‍♀️	2109
📲	2098
😮‍💨	2095
🌊	2092
🌞	2088
🤬	2074
🪄	2053
😤	2050
🌕	2032
🎈	2020
🕊	2012
🤧	2007
⭕	1997
💬	1995
☁️	1970
🍔	1962
😬	1953
😫	1952
🅿️	1952
💵	1923
🍇	1922
🐻	1912
😚	1911
🐯	1908
📈	1903
⚽	1901
🦅	1900
❤️‍🩹	1900
😴	1897
🍒	1896
👊	1895
🎧	1895
🔸	1894
🐥	1854
🍓	1853
😒	1838
💃	1837
🍻	1826
😛	1807
🇻🇪	1794
💝	1784
🗣️	1777
🫧	1765
🍋	1762
⏳	1752
💩	1733
3️⃣	1724
🧚	1720
🧐	1708
🤏🏻	1695
🥶	1692
🦊	1691
🫂	1686
🍂	1682
🔽	1669
🗣	1659
🦁	1633
☺	1628
🥂	1627
🤑	1622
✈️	1610
🔄	1595
📷	1542
🟢	1527
🍎	1527
✊	1522
㊗️	1513
⚔️	1502
🇪🇹	1490
✌	1490
3⃣	1453
🎃	1452
👿	1450
🫶🏼	1442
✍️	1437
🍊	1436
🧵	1430
🙌🏻	1427
🇮🇷	1421
0⃣	1416
✔	1413
👉🏻	1410
🤢	1397
🙇	1395
📚	1391
🍌	1390
🟥	1379
🥀	1378
🆘	1375
📽️	1372
⤵️	1362
