Day	Hour	Count	Coverage%
2022-09-20	00	146696	100.0
2022-09-20	01	153229	100.0
2022-09-20	02	152047	100.0
2022-09-20	03	157619	100.0
2022-09-20	04	139826	100.0
2022-09-20	05	133277	100.0
2022-09-20	06	131093	100.0
2022-09-20	07	135817	100.0
2022-09-20	08	145588	100.0
2022-09-20	09	160753	100.0
2022-09-20	10	175743	100.0
2022-09-20	11	193047	100.0
2022-09-20	12	203920	100.0
2022-09-20	13	211454	100.0
2022-09-20	14	216051	100.0
2022-09-20	15	215534	100.0
2022-09-20	16	197066	100.0
2022-09-20	17	180843	100.0
2022-09-20	18	168767	100.0
2022-09-20	19	167255	100.0
2022-09-20	20	160493	100.0
2022-09-20	21	157939	100.0
2022-09-20	22	155847	100.0
2022-09-20	23	151457	100.0
