Emoji	Count
➖	341636
😭	152211
📯	140474
🕚	127215
🔹	121599
😂	116974
♦️	114232
✨	93540
📗	90845
🔥	74420
🤣	71453
🐚	60985
❤️	58148
✅	56685
💓	40383
🎇	36230
🥺	35969
😍	33374
🎁	32764
🙏	32678
🥰	31172
🥹	30567
👠	28226
‼️	25797
💦	24238
🤍	24201
💕	23575
💔	21960
😊	21775
💚	21739
🎉	21630
💙	21491
🖤	20474
👇	19091
❤	19019
🌟	18133
👍	17331
👏	17104
💜	15365
☺️	15286
🍃	15237
💗	14789
😅	13992
💖	13590
♥️	13147
😈	12812
😆	12348
❗	12145
😘	12036
🚨	11840
👀	11775
🥲	11352
🤔	11120
😁	10866
🫶🏻	10626
🥳	10436
😳	10195
🫠	10186
👉	10119
💛	10089
😎	9953
🤭	9832
💰	9678
💥	9639
🔵	9533
🏆	9513
🤤	9369
🌹	9184
⭐	8966
📌	8952
🤩	8848
🎲	8801
✌️	8791
🥵	8728
💫	8705
😋	8586
🫶	8440
📍	8221
🐹	8162
💪	8076
📎	8067
🌸	7907
🔴	7830
🍀	7542
📸	7473
👚	7425
😉	7405
❤️‍🔥	7373
⚡	7282
🚀	7133
💯	6980
😌	6897
🎶	6843
🎯	6824
❣️	6780
😇	6682
🎊	6649
😔	6638
☀️	6628
🙌	6625
💀	6508
🤗	6497
👑	6378
⚠️	6365
🔔	6299
🐰	6227
😢	6185
🍑	6142
💞	6099
⬇️	6031
🌈	5916
🟩	5905
🙏🏻	5711
🎥	5696
🔗	5663
🚩	5625
😩	5616
🙄	5609
💋	5600
🤡	5525
1️⃣	5491
💎	5340
📢	5336
🧡	5323
🍆	5262
➡️	5206
💐	5181
😡	5159
😱	5153
😏	5131
♻️	4975
❌	4934
🏧	4915
👌	4891
1⃣	4881
🇸🇦	4855
⏰	4819
2️⃣	4786
🐱	4719
🇧🇷	4641
🐶	4625
📺	4575
🎀	4513
😄	4334
👏🏻	4255
💡	4254
🍁	4229
😃	4204
🐯	4157
🙂	4004
♥	3992
‼	3921
💆🏻‍♂️	3866
🙈	3862
⬜	3827
😜	3796
🎂	3780
🫣	3736
😀	3732
☕	3707
2⃣	3706
🤪	3678
🦋	3632
🌻	3629
💸	3611
🤝	3589
🍓	3576
🎵	3545
💘	3495
🌙	3480
🐻	3438
📣	3399
🎃	3383
👅	3370
⚽	3350
🌷	3347
⚠	3163
⁉️	3159
👇🏻	3056
👍🏻	2991
🌺	2979
❕	2974
🎧	2946
▶	2904
🫡	2869
🌿	2835
🤮	2830
🐾	2812
🟨	2790
💨	2766
🤯	2765
👤	2764
📲	2749
🙇‍♀️	2748
🔻	2730
💭	2709
📱	2701
🕊	2690
🙇‍♂️	2645
🕯	2594
⚪	2579
💌	2572
😝	2554
👋	2538
✊	2523
🇺🇸	2508
⭕	2500
☀	2497
😻	2460
😹	2450
🔞	2433
🌼	2430
🍂	2406
✔️	2406
🤧	2391
🙃	2386
▪️	2385
❓	2381
🦁	2359
🔁	2357
▶️	2350
🎈	2340
💢	2335
🤬	2320
🌱	2312
🌞	2306
😤	2295
🥴	2286
😵‍💫	2278
✌🏻	2262
🇹🇷	2244
😚	2229
⚫	2229
🌊	2210
💬	2204
🫶🏼	2197
👈	2189
🇻🇪	2164
🤨	2155
😫	2143
💝	2135
👊	2132
🫧	2124
㊗️	2124
🤲	2121
🤏🏻	2109
😞	2108
🍒	2079
🐥	2077
🦊	2065
🎬	2060
😬	2056
🍻	2041
🎰	2023
😮‍💨	2007
😴	1988
🐣	1981
🗓️	1975
🐈	1969
😒	1955
👉🏻	1944
🧸	1924
🫂	1906
🇮🇷	1884
☁️	1877
🍇	1873
⬛	1858
⚔️	1851
❤️‍🩹	1844
💧	1825
💵	1815
☺	1809
🔄	1804
🥇	1803
🇮🇹	1790
🙌🏻	1781
🇯🇵	1767
🐺	1762
🟥	1751
🧐	1725
🔳	1713
🎤	1712
📽	1690
🙇	1686
🤫	1680
🔽	1674
🦇	1665
