Language	Count
en	0:895341,1:160204,2:79155,3:41251,4:28348,5:10497,6:9470,7:3583,8:2610,9:1350,10:1075,11:711,12:436,13:376,14:307,15:374,16:188,17:153,18:82,19:100,20:337,21:64,22:55,23:49,24:54,25:126,26:30,27:25,28:28,29:20,30:44,31:15,32:35,33:22,34:34,35:15,36:12,37:7,38:2,39:8,40:9,41:35,42:6,43:4,44:2,45:5,46:8,47:3,48:5,49:4,50:3,51:4,52:12,53:1,54:1,55:4,56:23,57:2,58:1,60:4,61:1,66:2,67:1,68:2,69:3,70:2,71:1,72:2,73:63,74:1,75:1,78:2,79:1,80:1,81:2,82:3,90:3,92:2,93:2,98:4,99:1,100:1,102:1,107:1,110:1,132:1,133:1
ja	0:535172,1:95307,2:53405,3:35352,4:22923,5:14542,6:11491,7:6210,8:3899,9:3037,10:2053,11:1327,12:898,13:475,14:630,15:275,16:435,17:131,18:143,19:117,20:151,21:95,22:75,23:77,24:47,25:56,26:70,27:30,28:55,29:21,30:30,31:23,32:19,33:14,34:14,35:14,36:4,37:10,38:8,39:19,40:38,41:4,42:2,43:1,44:5,45:7,46:2,47:1,48:2,49:1,50:9,51:5,52:3,53:1,54:1,55:4,56:3,57:2,58:2,59:9,60:2,66:17,67:2,68:1,69:2,78:1,79:11,80:1,82:2,89:2,105:1,107:1,109:5,128:1,129:1,134:1,135:1
es	0:204564,1:30307,2:13599,3:7807,4:3833,5:2189,6:1337,7:760,8:511,9:346,10:233,11:137,12:163,13:112,14:82,15:49,16:58,17:48,18:46,19:23,20:32,21:20,22:16,23:7,24:6,25:4,26:8,27:4,28:8,29:1,30:8,31:2,32:9,33:1,35:3,36:2,37:2,38:3,39:3,43:3,44:1,45:3,46:3,47:5,48:1,49:1,51:6,54:1,56:1,59:1,60:2,64:1,72:1,81:1,87:1,128:1
ar	0:112936,1:22363,2:12486,3:6237,4:27693,5:4527,6:34290,7:1122,8:7974,9:1844,10:316,11:205,12:12922,13:825,14:126,15:72,16:81,17:35,18:53,19:45,20:28,21:18,22:25,23:13,24:21,25:24,26:16,27:7,28:1547,29:36,30:12,31:9,32:8,33:4,34:43,35:6,36:3,37:5,38:4,39:4,40:4,41:9,42:1,43:6,44:5,45:1,46:4,47:1,48:2,49:4,50:1,51:3,52:1,55:1,56:1,57:1,58:1,59:3,60:2,61:2,62:2,64:5,65:2,66:1,68:1,69:2,70:4,71:2,72:2,73:1,74:1,75:3,78:1,81:1,87:1,95:1,97:2,98:1,99:1,104:1,107:1,108:1,111:3,114:1,125:1,128:1,130:1,137:1
th	0:154417,1:27631,2:17289,3:8906,4:4746,5:2391,6:1341,7:831,8:668,9:372,10:175,11:183,12:110,13:66,14:128,15:36,16:37,17:17,18:33,19:11,20:11,21:7,22:15,23:1,24:6,25:1,26:2,27:4,28:6,29:1,30:1,32:7,33:2,34:12,35:3,36:1,42:1,47:1,49:3,53:1,64:1,73:2,76:1,79:1
tr	0:188791,1:10579,2:6304,3:2032,4:885,5:465,6:319,7:167,8:104,9:54,10:44,11:50,12:29,13:15,14:10,15:8,16:9,17:6,18:5,19:4,20:5,21:3,22:3,23:2,24:6,25:7,27:2,29:1,30:7,32:2,35:1,42:5,43:1,49:1,57:1,68:2
und	0:58782,1:31414,2:19397,3:13675,4:22785,5:7049,6:12123,7:1041,8:12607,9:770,10:474,11:273,12:14511,13:130,14:114,15:63,16:49,17:47,18:30,19:30,20:67,21:28,22:33,23:24,24:44,25:20,26:62,27:17,28:3028,29:10,30:19,31:11,32:8,33:13,34:6,35:7,36:25,37:1,38:5,39:14,40:7,41:6,42:6,43:5,44:1,45:3,46:4,47:5,48:16,49:6,50:5,51:5,52:4,53:4,54:6,55:1,56:3,57:3,59:2,60:6,61:2,62:2,63:9,64:2,65:13,66:3,68:2,69:1,70:4,71:1,72:8,73:9,74:2,75:7,77:3,78:3,79:2,81:1,82:1,84:3,85:1,86:4,87:1,88:3,91:2,96:1,97:1,98:2,100:2,101:1,103:1,104:2,108:1,110:1,111:4,112:1,114:1,116:2,117:2,118:2,120:1,121:3,123:2,124:4,125:6,126:2,128:2,129:2,130:4,132:1,133:1,134:4,136:1,137:1,138:2,139:6,140:12
fa	0:174637,1:8744,2:3644,3:1326,4:575,5:320,6:506,7:94,8:40,9:36,10:14,11:80,12:10,13:3,14:16,15:4,16:7,17:3,18:2,19:2,20:1,21:1,22:23,23:1,26:1,27:37,29:1,30:1,31:2,32:18,34:2,44:2,121:1
pt	0:134233,1:15802,2:6799,3:3385,4:1655,5:881,6:636,7:339,8:247,9:148,10:77,11:77,12:86,13:50,14:49,15:24,16:29,17:17,18:115,19:13,20:13,21:10,22:8,23:2,24:24,25:4,26:6,27:2,28:3,29:2,30:4,31:18,32:1,33:2,36:1,37:1,39:2,45:1,48:1,49:2,51:1,53:1,56:1,57:1,58:1,64:1,71:1,74:1,77:1,90:1,131:1
ko	0:113865,1:15916,2:9288,3:4625,4:2503,5:1716,6:793,7:348,8:251,9:158,10:100,11:42,12:27,13:11,14:13,15:8,16:14,17:12,18:10,19:6,20:5,21:2,22:11,23:1,24:1,25:4,26:5,27:1,31:1,33:1,39:1,48:2,56:2,58:1,59:1,64:1,77:1,78:1,83:1,103:1,134:1
in	0:72891,1:17425,2:7175,3:3881,4:1822,5:852,6:494,7:290,8:162,9:99,10:87,11:42,12:33,13:16,14:26,15:15,16:9,17:11,18:8,19:1,20:1,21:2,23:2,24:3,25:1,26:2,27:1,28:1,29:3,30:2,31:1,32:1,33:1,34:1,36:1,37:1,38:1,39:3,69:1
zxx	0:104160,1:7,2:12,3:2,4:2,6:1,10:1
qme	0:73905,1:4,2:14,3:1,6:2,8:1,20:1
fr	0:46024,1:7030,2:3207,3:1643,4:856,5:314,6:188,7:125,8:67,9:60,10:30,11:26,12:11,13:14,14:13,15:7,16:7,17:10,18:4,19:3,20:4,21:3,22:2,26:1,30:1,31:3,33:1,34:1,35:1,37:1,38:1,76:1
hi	0:39809,1:4363,2:2646,3:1133,4:579,5:313,6:212,7:110,8:98,9:66,10:66,11:29,12:36,13:18,14:16,15:15,16:14,17:12,18:12,19:3,20:5,21:4,22:3,24:2,25:1,27:4,28:1,29:1,32:2,38:3,44:1,50:2,94:3
tl	0:26375,1:6301,2:2980,3:1622,4:679,5:303,6:196,7:89,8:60,9:48,10:32,11:10,12:18,13:12,14:5,15:5,16:4,17:2,18:4,19:1,20:2,21:2,22:2,26:1,27:2,29:1,31:1,32:5,38:1,41:1,45:1,56:1,58:1,69:1,77:1
ur	0:28029,1:1921,2:1081,3:572,4:229,5:84,6:2645,7:38,8:32,9:20,10:13,11:9,12:2367,13:67,14:7,15:3,16:1,17:2,18:2,19:1,20:1,24:1,25:2,28:287,29:4,32:2,112:1
zh	0:20511,1:4214,2:1738,3:1082,4:510,5:353,6:213,7:107,8:74,9:54,10:26,11:21,12:15,13:8,14:2,15:9,16:1,17:2,18:3,19:1,20:2,23:1,24:2,30:1,48:1,102:1
it	0:21578,1:2480,2:913,3:569,4:246,5:158,6:90,7:77,8:51,9:25,10:33,11:13,12:18,13:9,14:5,15:3,16:3,17:5,18:7,21:4,22:1,23:2,25:1,29:2,34:1,36:1,38:2,39:1,40:2,53:1,57:2,59:1,62:1,69:2
de	0:15276,1:2314,2:915,3:473,4:225,5:101,6:73,7:55,8:26,9:23,10:8,11:7,12:6,13:10,14:3,15:2,16:1,18:1,19:2,23:1,24:1,26:1,35:1,41:1
qam	0:15537
ru	0:12554,1:1277,2:445,3:326,4:134,5:50,6:36,7:10,8:22,9:4,10:6,11:6,12:2,13:1,14:1,15:1,16:1,17:2,21:1,23:1,26:1,34:1,42:1,46:1
pl	0:10536,1:1543,2:526,3:363,4:112,5:123,6:50,7:25,8:17,9:9,10:5,11:8,12:5,13:6,14:7,15:2,16:4,17:1,20:1,21:1,25:3,26:1,32:1
bn	0:2358,1:6677,2:1351,3:202,4:35,5:8,6:11,7:4,9:5,10:2,12:1,15:1
ca	0:4578,1:658,2:259,3:177,4:1068,5:29,6:2095,7:25,8:1593,9:2,10:8,11:3,12:108,13:2,14:2,16:1,17:3,19:1,20:2,21:1,22:1,23:1,24:1,25:1,29:2,72:1
nl	0:7964,1:1067,2:421,3:192,4:98,5:56,6:27,7:20,8:9,9:6,10:5,11:2,12:1,13:2,15:2,16:1,17:1,20:1,23:1,28:1,29:1,37:1
art	0:32,1:3180,2:1648,3:1785,4:814,5:574,6:304,7:186,8:137,9:101,10:67,11:63,12:59,13:33,14:24,15:10,16:14,17:3,18:11,19:1,20:6,21:1,22:2,23:2,24:6,25:3,26:9,27:1,28:5,29:1,30:4,31:2,33:4,34:3,35:2,36:5,38:1,39:2,42:2,48:1,52:1,57:2,60:1,62:1,63:4,70:2,73:1,74:1,77:1,104:1,110:1,113:1,114:3,119:1,128:1,129:1,130:1,132:1,136:1,140:4
et	0:5839,1:1225,2:654,3:377,4:213,5:75,6:68,7:37,8:34,9:13,10:4,11:6,13:1,14:5,15:4,17:5,18:1,19:1,20:1,36:2,43:1,52:3,58:1,123:1
qht	0:8396
ht	0:4530,1:1004,2:418,3:257,4:109,5:77,6:28,7:36,8:19,9:8,10:4,11:2,12:3,13:3,15:2,17:1,18:1,21:1,22:2,23:2,24:1,25:1,26:2,27:1
qst	0:5350,1:434,2:36,3:2,6:1
uk	0:4342,1:490,2:177,3:112,4:46,5:14,6:21,7:25,8:1,9:5,10:1,16:1,22:1
ta	0:3533,1:498,2:380,3:255,4:80,5:65,6:34,7:33,8:11,9:4,10:2,11:4,12:2,13:1,14:2,15:1,16:2
vi	0:3203,1:547,2:315,3:220,4:108,5:34,6:25,7:15,8:11,9:2,12:4,15:6,16:1,18:2,19:1,20:2,22:8,26:1,29:1,30:1,31:6,35:2
el	0:3221,1:312,2:120,3:99,4:45,5:21,6:21,7:9,8:12,9:4,10:2,11:3,12:4,13:3,14:1,16:1,20:2,25:1,33:1,57:1,72:1
sv	0:2925,1:418,2:215,3:81,4:24,5:8,6:4,7:4,8:2,9:1,10:3,12:2,16:1,18:1,19:1,20:1,39:1
fi	0:2418,1:339,2:149,3:61,4:31,5:10,6:17,8:6,9:13,10:2,11:1,12:1,13:3
cs	0:2108,1:370,2:157,3:77,4:33,5:21,6:8,7:3,8:13,10:4,13:2
gu	0:1735,1:460,2:144,3:16,4:10,5:5,6:3,7:2,8:1,15:1
iw	0:2043,1:168,2:64,3:36,4:17,5:6,6:3,7:1,9:2
da	0:1707,1:314,2:127,3:64,4:31,5:20,6:7,7:2,8:2,9:3,11:1,13:2,18:3,89:1
eu	0:1573,1:261,2:143,3:69,4:49,5:22,6:8,7:9,8:13,9:1,10:2,12:3,13:2,14:1,30:1
no	0:1518,1:445,2:70,3:38,4:44,5:15,6:5,7:8,8:1,12:1,18:1,20:1,56:1,69:1,70:1,79:1,84:1
cy	0:1425,1:230,2:136,3:58,4:25,5:14,6:6,7:4,8:1,9:3,10:2,11:2,14:1,15:1,20:1,48:1
te	0:1394,1:177,2:113,3:77,4:43,5:10,6:18,7:6,8:7,10:1,12:1,16:1
ro	0:1140,1:195,2:106,3:39,4:30,5:28,6:19,7:3,8:3,9:1,11:1,12:1,14:1,16:1,19:1,29:1
hu	0:1006,1:225,2:122,3:68,4:30,5:23,6:8,7:6,8:5,9:5,10:4,12:5,16:6,18:1,27:1
mr	0:1059,1:127,2:67,3:40,4:20,5:8,6:3,7:8,8:2,9:3,10:2,12:1,18:2,24:1
lt	0:926,1:195,2:60,3:37,4:13,5:6,6:6,7:3,8:2,9:2,10:2,12:1,15:1,18:1,19:1,25:1,36:1
lv	0:884,1:109,2:62,3:31,4:22,5:7,6:6,8:6,9:1,10:4,15:1,32:1,40:1
sl	0:788,1:155,2:60,3:33,4:16,5:16,6:5,7:3,9:4
ne	0:714,1:134,2:82,3:53,4:16,5:8,6:10,7:1,10:3,17:1,37:1
is	0:654,1:78,2:48,3:19,4:8,5:4,7:1,8:1,9:1
my	0:425,1:90,2:74,3:28,4:17,5:11,6:4,7:6,8:1,9:1,10:2,11:1,24:2
ps	0:536,1:53,2:25,3:10,4:6,5:3,7:1,8:1,9:1,10:1,29:1
or	0:548,1:32,2:6,3:12,4:6,6:2,7:1,18:1
am	0:393,1:69,2:36,3:27,4:10,5:6,6:4,7:3,8:1,9:1,10:1,11:1,12:1
sr	0:410,1:70,2:23,3:27,4:5,5:2,7:2,8:1,9:1,12:1
kn	0:337,1:42,2:32,3:9,4:21,5:13,6:9,7:6,8:1,9:1,11:1
ml	0:268,1:58,2:41,3:21,4:8,5:3,6:3
pa	0:247,1:29,2:18,3:4,4:1,5:1,16:1
bg	0:214,1:46,2:9,3:5,5:2,6:1
sd	0:184,1:10,2:10,3:7,4:2
ckb	0:126,1:16,2:9,4:3,5:3,6:1
km	0:74,1:13,2:15,3:9,4:4,5:2,6:7,8:1
lo	0:78,1:19,2:4,3:2,4:2,9:1
si	0:59,1:16,2:17,3:5,4:2,120:1
dv	0:96,1:2,3:2
ka	0:87,1:2,2:1,4:1
hy	0:46,1:11,2:6,3:1,4:2
bo	0:1,2:7
qct	0:4
