Value	Count
Twitter for Android	1926444
Twitter for iPhone	1546381
Twitter Web App	569228
Twitter for iPad	70827
Twitter for Mac	60255
twittbot.net	49032
TweetDeck	21751
Echofon  Android	12680
Cheap Bots, Done Quick!	9938
グランブルー ファンタジー	7505
BelugaCampaignSEA	6194
WordPress.com	5370
Botbird tweets	5258
Microsoft Power Platform	4657
Twitter	4628
Peing	2828
IFTTT	2499
Twittascope	2393
Twitcom - Comunidades 	2292
Instagram	2272
dlvr.it	2164
Nintendo Switch Share	2118
fllwrs	1764
Tweetbot for iΟS	1545
Shuttlerock - Bluebird	1477
feather for iOS  	1072
Hootsuite Inc.	1066
PlayStation®Network	980
TwitPane for Android	954
Echoes Act2	908
Arrow.	903
OWNLY Admin	887
ATELU for Twitter	722
Echofon	716
Twitter Media Studio	642
SocialDog for Twitter	642
TwitCasting	632
Buffer	602
Poshmark	550
やさしい世界を目指すマシュマロちゃん	541
Camtsuku	539
今日のツイライフ	524
Tween	515
twitcle plus	492
ツイタマ for Android	484
Mirrativ	473
TwitPanePlus	417
TweetCaster for Android	410
Twittt.com	399
Revive Social App	399
ツイタマ+ for Android	386
Radio.co now playing	357
 「モンストからツイート」	357
MixChannel - ミクチャ	350
Twitterrific for iOS	338
Foursquare	337
Tweetlogix	304
livedoor Blog	282
Twidere for Android	269
Cubi.so	266
The Social Jukebox	258
Tabtter Free	254
Tweets v2.1	246
Streamlabs Twitter	245
Airtime Pro	244
TweetDeck Web App	243
ツイ廃あらーと	240
Echobox	240
Radio King LiveTweet	227
Sprout Social	221
iXamDrive	214
Twitter Web Client	200
SocialNewsDesk	199
Janetter for Android	195
SocialFlow	193
on TheWorld	189
Janetter	184
Twiit.com	182
Plume for Android	182
Foursquare Swarm	182
SocialBee.io v2	181
LinkedIn	180
Weathercloud	179
Paper.li	178
AbemaTV	170
Rakuten Group, Inc.	165
Sprinklr	164
SocialPilot.co	163
Zapier.com	162
Tumblr	162
fusetter	161
zabuu_site	158
TestsForSearch	157
Twitter for Advertisers	153
SAM Broadcaster Song Info	153
BoxFresh	150
Hotpepper	148
Tweecha Lite	141
SHOWROOM-LIVE	140
Hel2um on iOS	136
Tweetbot for Mac	135
MateCha	135
Fenix 2	134
Janetter iOS	132
Karabiner	126
CareerArc 2.0	124
Untappd	117
懸賞ファン	114
stafsmoketest	110
feather free for iOS 	108
Tweecha2 for Android	107
Make (formerly Integromat)	107
Blog2Social APP	102
Janetter Pro for Android	101
SobaCha	99
Metricool	97
jigtwi	94
StreamElements	94
Publer.io	93
Hypefury	93
BIGO LIVE	93
Talon Android	92
Periscope	92
iembot	91
SAM Broadcaster Cloud	90
ニコニコ ニコレポ連携	89
TV Time, TV show tracker	89
Pattr	89
Flamingo for Android	87
Affinitweet.com	87
Weather Display Tweet	85
SocialRabbit Plugin	84
Biyon≡(　ε:) Pro	81
TheWorld iOS	78
Pococha	78
CORE ListingMachine	78
BotFrens.com	78
Unfollowspy	77
Twitter app for posting 	77
Janetter Pro for iPhone	76
Spinitron Playlists	75
Joytter	75
OneDirect Suite - P	74
