Value	Count
Twitter for Android	1707538
Twitter for iPhone	1358159
Twitter Web App	543302
Twitter for Mac	100923
Twitter for iPad	68772
twittbot.net	46562
Echofon  Android	24129
TweetDeck	22147
QWVR	17894
Cheap Bots, Done Quick!	9742
WordPress.com	6622
BelugaCampaignSEA	5478
Botbird tweets	5132
Twitter	4988
Microsoft Power Platform	4841
グランブルー ファンタジー	3652
Peing	3550
dlvr.it	3132
IFTTT	3086
Twittascope	2522
Instagram	2400
Twitcom - Comunidades 	2384
Twitter Web Client	2314
fllwrs	2182
Shuttlerock - Bluebird	2178
Echoes Act2	2013
Hootsuite Inc.	1969
Tweetbot for iΟS	1715
OWNLY Admin	1097
Buffer	969
feather for iOS  	935
PlayStation®Network	862
TwitPane for Android	763
SocialDog for Twitter	681
Twitter Media Studio	645
Echofon	636
Nintendo Switch Share	619
TwitCasting	553
Sprout Social	551
やさしい世界を目指すマシュマロちゃん	543
今日のツイライフ	479
twitcle plus	458
ツイタマ for Android	448
Radio.co now playing	444
Poshmark	442
Pattr	438
Mirrativ	427
ATELU for Twitter	413
Echobox	405
Tweets v2.1	404
ツイタマ+ for Android	400
TwitPanePlus	381
Tween	356
SocialFlow	351
MixChannel - ミクチャ	346
Arrow.	341
livedoor Blog	330
Revive Social App	327
Twittt.com	325
Twitterrific for iOS	312
Tweetlogix	310
Cubi.so	309
SocialNewsDesk	297
Zapier.com	279
TweetDeck Web App	279
Sprinklr	271
TweetCaster for Android	268
The Social Jukebox	261
LinkedIn	259
Tabtter Free	245
SocialBee.io v2	240
ツイ廃あらーと	233
SocialPilot.co	229
AbemaTV	227
Tweetbot for Mac	226
Radio King LiveTweet	226
Paper.li	224
Streamlabs Twitter	219
Tumblr	218
Twitter for Advertisers	201
Campaign Management System	191
BoiteCampaignTool	184
zabuu_site	183
Rakuten Group, Inc.	179
TestsForSearch	178
Twidere for Android	175
Airtime Pro	175
Blog2Social APP	174
Weathercloud	172
Foursquare	167
Twiit.com	166
on TheWorld	163
Metricool	157
Janetter for Android	154
Hypefury	154
HubSpot	148
Hotpepper	147
SAM Broadcaster Song Info	140
Janetter	139
LaterMedia	136
Make (formerly Integromat)	134
Hel2um on iOS	129
CareerArc 2.0	127
はてな / Hatena	126
Fenix 2	126
SHOWROOM-LIVE	122
iembot	121
fusetter	120
Janetter iOS	120
stafsmoketest	119
Typefully	119
Salesforce - Social Studio	119
iXamDrive	117
Janetter Pro for Android	116
Tweecha Lite	114
ContentStudio.io	114
Tweet Hunter Pro	112
RTWIN	112
MateCha	112
Besocy_Oficial	112
Flamingo for Android	110
Camtsuku	110
Sprinklr Publishing	109
CORE ListingMachine	104
Pococha	102
