Day	Hour	Count	Coverage%
2022-10-08	00	161785	100.0
2022-10-08	01	169150	100.0
2022-10-08	02	163537	100.0
2022-10-08	03	158043	100.0
2022-10-08	04	146460	100.0
2022-10-08	05	141398	100.0
2022-10-08	06	147140	100.0
2022-10-08	07	155439	100.0
2022-10-08	08	171531	100.0
2022-10-08	09	176699	100.0
2022-10-08	10	200325	100.0
2022-10-08	11	231519	100.0
2022-10-08	12	245164	100.0
2022-10-08	13	262618	100.0
2022-10-08	14	254971	100.0
2022-10-08	15	241941	100.0
2022-10-08	16	211308	100.0
2022-10-08	17	189510	100.0
2022-10-08	18	173931	100.0
2022-10-08	19	160243	100.0
2022-10-08	20	149910	100.0
2022-10-08	21	149143	100.0
2022-10-08	22	145688	100.0
2022-10-08	23	146363	100.0
