Emoji	Count
😭	200699
🌀	157749
🔹	130708
😂	120356
✨	111134
🔥	101869
🤣	73522
❤️	68602
💏	56696
🟦	50648
🏆	49866
🔷	42681
🎁	41401
😍	38055
🥺	37598
💜	36405
✅	36320
🥹	35865
‼️	34108
🙏	30318
🥰	29368
🎉	26834
💙	26003
⚡	24774
💦	24229
💕	24045
👇	22581
➖	22442
🌟	22221
🤍	21662
😊	20606
👏	17853
❤	17701
👍	17412
💖	16620
🔵	16554
💗	16016
💚	15633
😆	15605
☺️	14336
♥️	14332
🚨	13913
♻️	13849
🖤	13707
👀	13571
💛	13538
😅	12977
📌	12625
😈	12558
💥	12415
⭐	12281
📍	12145
❗	12099
😎	12057
🥳	12056
👭	12041
👉	12021
🍀	11748
🫶🏻	11652
😘	11555
🔴	11426
🥲	11359
🤔	11206
😁	10837
🌹	10486
🫶	10221
🤭	10019
🤤	9984
💰	9849
🤩	9637
💔	9509
💓	9412
😳	9253
🐰	9028
🎶	8633
🌸	8591
💪	8509
🥵	8394
😉	8330
💯	8326
😋	8237
🙂	8034
🎃	8033
🎯	8007
💧	7995
📢	7906
💀	7853
💞	7676
🤡	7669
🚀	7664
1️⃣	7653
🔗	7508
🧡	7469
❤️‍🔥	7443
🐻	7427
🎊	7412
🫠	7396
👑	7383
💫	7257
📸	7256
💎	7256
🤗	6960
❄️	6947
🍒	6912
1⃣	6829
🎥	6824
❣️	6822
✌️	6797
😌	6781
🙌	6768
💋	6687
🐶	6512
⬇️	6498
📺	6462
🔔	6394
😇	6371
😔	6357
🍑	6263
🌈	6251
😢	6204
😩	6198
🍆	6171
⚠️	5981
➡️	5794
☀️	5756
🍷	5733
⚽	5632
💌	5619
2️⃣	5567
🟩	5548
👌	5527
🐱	5493
🎂	5492
💐	5476
😏	5434
🙄	5369
🎀	5347
⏰	5300
🍁	5239
🙏🏻	5214
👻	5196
🐉	5147
🐊	5119
🗣️	5109
🇧🇷	5099
🐼	5098
😱	5027
👅	4988
🌷	4960
🙌🏻	4936
📲	4845
💆🏻‍♂️	4778
🤎	4768
🔻	4750
😡	4637
🐃	4611
💘	4556
‼	4501
📣	4458
💸	4417
🎵	4386
🐹	4368
👏🏻	4349
🐷	4307
🌙	4281
😄	4234
👋	4211
🌺	4210
🌻	4117
☕	3986
▶️	3933
🍂	3920
❌	3920
💭	3913
