Emoji	Count
🔹	530096
🎻	398880
♦️	317604
🐔	241120
😭	131966
😂	115713
✨	89663
🤣	72643
🔥	69035
❤️	59681
✅	41187
🎁	39871
🎾	35786
😍	31215
🥺	29497
🎉	28830
🙏	28166
🥰	25356
‼️	25210
💦	23184
🔵	22606
🥹	21484
👇	20513
🌟	20452
💕	20377
📎	20215
🎲	19887
👚	19839
💙	19376
😊	18743
🐹	18586
🤍	17334
😡	16542
👏	16513
👍	15491
💛	14514
💜	14091
🚨	13920
❤	13684
💚	13379
😈	13184
👀	13078
♥️	12861
😘	12520
😅	12371
☺️	12192
💖	12135
🤔	11931
😆	11841
❗	11663
📌	11234
💗	10986
📍	10769
🖤	10720
👉	10563
😁	10187
🥲	9906
🤤	9663
🥳	9599
💰	9302
💥	9211
🤭	9147
🥵	8761
⭐	8607
💫	8588
😳	8578
🌹	8562
🤩	8474
🏆	8426
🎊	8366
💯	8257
😎	8164
😋	8004
🚀	7832
😉	7778
➡️	7728
💔	7622
🔔	7509
🎯	7454
🍀	7443
🎶	7400
⚡	7311
💪	7279
🍑	7179
🔴	7141
🌸	7128
🫶🏻	7096
📸	6983
💀	6965
🟩	6882
📢	6747
😔	6729
❣️	6656
✌️	6633
🤗	6490
❤️‍🔥	6410
🫶	6395
💓	6312
⬜	6299
🫠	6293
😌	6275
💞	6181
1⃣	6153
🙌	6074
😩	6053
⚠️	6009
1️⃣	5983
😢	5941
⏰	5934
🍆	5742
💋	5705
🤡	5695
🙄	5687
🔗	5685
😇	5650
⬇️	5632
☀️	5590
🧡	5410
😏	5130
💆🏻‍♂️	5097
👑	5056
🌈	5016
💡	4990
💎	4923
🎥	4809
😱	4785
🌻	4461
😄	4418
📣	4393
🙏🏻	4390
👌	4367
💐	4326
📺	4252
🦋	4119
😃	4026
🇧🇷	4006
2⃣	3963
☕	3951
🎀	3918
2️⃣	3911
🐰	3907
❌	3882
♻️	3876
‼	3861
🤝	3831
🎂	3792
😜	3790
🍙	3727
🚩	3610
⚽	3536
🙂	3524
🙈	3511
🫣	3479
♥	3385
😀	3355
🤪	3339
🌷	3339
👏🏻	3335
🐶	3299
🌼	3294
🐱	3282
👅	3273
🍁	3273
💸	3257
🕊	3246
👇🏻	3158
💨	3113
💘	3094
🌙	3070
🎬	3066
🍇	3058
🤯	3026
🇲🇽	2955
▶	2941
🎵	2921
🌿	2890
⚪	2878
🌺	2859
🗓️	2843
⚫	2843
🤮	2834
📱	2828
✔️	2808
🇺🇸	2786
▶️	2766
⬛	2763
🎈	2737
🟫	2698
🫡	2696
🍋	2673
🎮	2652
🔻	2634
🌊	2625
💌	2617
💬	2610
🟨	2596
🇹🇷	2535
👈	2520
❕	2520
😹	2476
🙃	2454
☑️	2449
🔞	2435
👋	2421
💢	2395
😝	2374
📲	2350
🤲	2349
❓	2338
▪️	2333
🔁	2328
🤬	2280
😻	2280
⁉️	2280
🙇‍♀️	2277
💭	2268
👍🏻	2223
➕	2217
🐷	2212
🌞	2182
🥴	2153
😵‍💫	2149
🐾	2145
🌱	2144
🎤	2137
3⃣	2117
👊	2111
⚜️	2098
🥦	2088
😤	2072
😒	2058
🍔	2034
😬	2033
✈️	2029
🌕	2028
🙇‍♂️	1988
😞	1979
