Language	Count
in	0:62511,1:13914,2:5688,3:3024,4:1431,5:684,6:528,7:239,8:146,9:68,10:56,11:33,12:27,13:10,14:33,15:6,16:5,17:5,18:9,19:4,20:2,21:4,22:4,23:1,24:1,25:2,26:1,27:11,28:1,29:2,30:4,31:2,36:1,38:1,42:1,47:1,56:1,62:1,69:1,80:1,81:1,82:3,99:2
qme	0:64862,1:3,2:1,3:4,9:1
fr	0:45643,1:7495,2:3211,3:1781,4:727,5:365,6:398,7:122,8:65,9:50,10:27,11:18,12:20,13:7,14:6,15:7,16:5,17:8,18:3,19:5,20:4,21:5,22:13,25:4,26:1,27:1,29:3,32:1,34:1,35:1,36:1,37:2,38:1,41:1,86:1
hi	0:33313,1:3324,2:2260,3:979,4:558,5:276,6:222,7:93,8:105,9:68,10:31,11:30,12:32,13:16,14:16,15:12,16:9,17:7,18:6,19:5,20:3,21:9,22:4,23:1,24:3,25:3,27:1,29:3,30:7,31:1,32:1,36:1,45:1,66:1
ur	0:25416,1:2386,2:1390,3:474,4:370,5:138,6:82,7:50,8:26,9:23,10:17,11:4,12:7334,13:184,14:19,15:3,16:6,17:3,18:1,19:2,21:2,22:1,24:1,25:2,28:1038,29:33,30:6,31:2,34:2,36:2
tl	0:21845,1:4907,2:2191,3:1190,4:502,5:267,6:248,7:76,8:41,9:35,10:16,11:17,12:6,13:5,14:4,15:3,16:4,18:4,19:2,20:2,24:1,25:1,26:1,28:1,29:1,30:1,35:2,37:1,38:1,39:1,61:1,66:1
zh	0:19828,1:3877,2:1651,3:1087,4:529,5:303,6:264,7:77,8:84,9:66,10:26,11:21,12:13,13:6,14:9,15:6,16:4,17:1,18:1,19:1,39:2,50:1,96:1,132:1
it	0:17069,1:2061,2:747,3:567,4:258,5:150,6:95,7:46,8:40,9:25,10:23,11:13,12:3,13:3,14:8,15:7,16:6,17:1,18:3,19:1,20:3,21:5,22:1,25:3,30:6,35:1,40:1,42:2,47:1,52:1
de	0:16074,1:2411,2:866,3:453,4:194,5:108,6:163,7:34,8:30,9:16,10:5,11:10,12:9,13:3,14:9,15:1,17:3,18:1,20:3,23:1,24:2,34:1,38:1,40:1
ca	0:4799,1:671,2:11451,3:174,4:129,5:37,6:1785,7:22,8:17,9:2,10:3,11:5,12:1,13:1,14:4,15:1,19:1,24:1,27:1,30:1,75:2
fa	0:14287,1:2371,2:1185,3:473,4:212,5:98,6:50,7:40,8:34,9:21,10:17,11:9,12:6,13:2,14:3,15:3,17:5,18:1,19:3,20:1,21:4,27:1,29:3,31:1,32:1,39:1,66:1
qam	0:17095
ru	0:10932,1:1251,2:442,3:303,4:99,5:54,6:28,7:15,8:15,9:6,10:2,11:1,12:2,13:1,15:2,16:5,17:1,19:2,20:2,39:1,72:1
pl	0:10143,1:1361,2:509,3:343,4:146,5:69,6:49,7:30,8:24,9:12,10:10,11:4,12:6,13:1,14:12,15:2,17:1,19:1,23:1,26:1,27:1,28:1,30:1,44:1
nl	0:8261,1:1099,2:407,3:183,4:90,5:29,6:36,7:36,8:8,9:10,10:1,11:1,12:4,14:1,15:2,16:1,17:1,20:1,22:3,24:1,27:1,37:2
art	0:36,1:3240,2:1622,3:1898,4:860,5:563,6:359,7:198,8:143,9:99,10:97,11:53,12:68,13:34,14:14,15:16,16:12,17:6,18:7,19:3,20:8,21:4,22:6,23:3,24:21,25:1,26:8,27:3,28:8,30:8,31:3,32:2,33:1,35:3,36:4,38:1,42:2,44:1,47:2,48:2,50:1,51:1,52:4,53:1,56:2,60:1,62:2,63:6,64:3,72:1,73:1,74:1,76:1,81:1,84:1,90:2,100:1,104:1,113:1,117:1,119:3,120:1,121:1,124:96,125:1,139:1,140:6
bn	0:2042,1:5865,2:1047,3:110,4:39,5:11,6:4,7:9,10:1,12:1,18:6,39:1
et	0:4203,1:885,2:537,3:264,4:137,5:99,6:286,7:27,8:181,9:9,10:19,11:3,12:4,13:1,14:5,15:2,16:3,18:1,19:2,38:1,41:1,44:1,50:1,53:1
uk	0:5113,1:716,2:178,3:115,4:64,5:11,6:9,7:1,8:3,9:2,10:1,12:1,13:3,15:1,16:1,19:3,28:1,45:1
qht	0:5862
ht	0:4058,1:715,2:357,3:267,4:93,5:36,6:41,7:22,8:6,9:3,10:9,11:5,12:4,13:1,15:1,16:1,21:1,25:1,43:1,48:1
qst	0:5055,1:438,2:40
ta	0:3894,1:459,2:323,3:244,4:87,5:67,6:26,7:19,8:6,9:4,10:6,11:1,13:1,15:3,20:1,21:9,22:1,24:1,131:1
sv	0:3908,1:518,2:182,3:107,4:12,5:15,6:5,7:4,8:3,9:1,10:3,11:3,12:3,14:1,18:1
vi	0:3082,1:467,2:528,3:154,4:59,5:32,6:44,7:10,8:21,9:2,10:5,11:1,12:7,13:2,14:6,15:9,16:3,17:1,19:1,21:2,24:2,26:1,28:2,30:1,31:2,32:2,39:1,40:1,41:1,43:2,49:1
el	0:3782,1:251,2:120,3:111,4:55,5:28,6:19,7:13,8:10,9:1,10:6,11:3,12:3,15:5,17:1,20:1,24:1
fi	0:2456,1:299,2:173,3:86,4:32,5:18,6:10,7:4,8:3,9:13,13:1,24:1,26:1,34:1
iw	0:2712,1:143,2:41,3:29,4:16,5:6,6:6,7:3,8:1,9:2,11:1,15:1,31:1
cs	0:1949,1:346,2:151,3:104,4:22,5:15,6:98,8:29,9:2,11:5,12:1,13:1,15:1,16:2
da	0:1704,1:343,2:119,3:45,4:28,5:28,6:31,7:5,8:5,9:2,12:1,13:2,15:1,17:1,40:1
gu	0:1672,1:340,2:86,3:21,4:11,5:3,6:1,7:2,8:1,9:1,13:1,28:1
no	0:1594,1:204,2:83,3:49,4:16,5:9,6:6,7:15,8:3,9:2,10:1,11:1,14:2,18:1,24:2
eu	0:1412,1:215,2:90,3:48,4:39,5:11,6:8,7:4,8:30,9:1,10:4,13:1,18:1,29:1
cy	0:1440,1:225,2:74,3:45,4:16,5:12,6:11,7:5,8:1,9:2,10:1,11:1,13:1,16:1
ro	0:1331,1:185,2:89,3:39,4:18,5:13,6:25,7:6,8:1,9:2,10:1,16:1,34:1
te	0:1232,1:106,2:95,3:79,4:28,5:12,6:8,7:2,8:7,9:2,20:1
mr	0:1118,1:119,2:73,3:52,4:31,5:12,6:15,7:6,8:4,9:4,12:1,14:2,21:1,22:1,42:1
hu	0:937,1:174,2:102,3:51,4:21,5:12,6:10,7:9,8:5,9:2,11:1,13:1,16:4
lt	0:883,1:144,2:46,3:25,4:11,5:4,6:21,7:2,8:3,9:20,12:2,21:3,28:2,42:1
sl	0:901,1:138,2:39,3:27,4:8,5:8,6:5,7:3,9:2,11:2,22:1,30:1
lv	0:892,1:96,2:58,3:24,4:8,5:8,6:5,7:3,8:2,9:1,10:1
ne	0:583,1:130,2:93,3:50,4:17,5:7,6:8,7:3,8:2,10:3,11:2,13:1,14:1,16:1
am	0:534,1:90,2:61,3:35,4:35,5:4,6:5,7:4,8:2,9:8,10:1,11:2,12:2,13:1,15:1
sr	0:626,1:54,2:11,3:40,4:4,5:2,6:1,7:1,8:1,9:1,15:1
is	0:493,1:88,2:30,3:13,4:11,7:2,9:1,10:1,45:1
ps	0:466,1:53,2:30,3:8,4:6,5:4,6:3,7:1,9:1,10:1
kn	0:459,1:46,2:39,3:11,4:4,5:5,6:3,8:1,9:1
my	0:371,1:88,2:52,3:26,4:18,5:5,6:1,10:2,11:1,12:1,24:3
ml	0:196,1:56,2:31,3:18,4:5,5:2,6:5,7:1,8:2,9:1,10:1,12:2,53:1
bg	0:216,1:28,2:6,3:5,5:1
pa	0:172,1:19,2:19,3:2,4:3,5:1,6:3,8:1,9:1,11:1
km	0:92,1:28,2:21,3:11,4:5,5:5,6:7
or	0:124,1:16,2:6,3:10,4:1,6:2,18:1
ckb	0:96,1:15,2:8,4:2,6:1,7:1
ka	0:110,1:2
sd	0:82,1:12,2:7,3:3,4:3
lo	0:72,1:6,2:4,3:2,5:1,6:1,7:1
dv	0:79,1:4,2:2,3:2
hy	0:62,1:4,2:5
si	0:34,1:16,2:3,3:3,5:1,10:1
qct	0:3
ug	0:3
bo	0:1
