Day	Hour	Count	Coverage%
2022-09-15	00	149491	100.0
2022-09-15	01	158753	100.0
2022-09-15	02	157660	100.0
2022-09-15	03	160355	100.0
2022-09-15	04	145088	100.0
2022-09-15	05	139014	100.0
2022-09-15	06	137538	100.0
2022-09-15	07	138823	100.0
2022-09-15	08	148328	100.0
2022-09-15	09	165376	100.0
2022-09-15	10	174222	100.0
2022-09-15	11	191441	100.0
2022-09-15	12	204713	100.0
2022-09-15	13	216091	100.0
2022-09-15	14	217158	100.0
2022-09-15	15	212250	100.0
2022-09-15	16	192440	100.0
2022-09-15	17	175856	100.0
2022-09-15	18	164569	100.0
2022-09-15	19	156151	100.0
2022-09-15	20	152566	100.0
2022-09-15	21	152373	100.0
2022-09-15	22	156186	100.0
2022-09-15	23	153600	100.0
