Language	Count
en	0:860345,1:167976,2:77112,3:40648,4:19504,5:10817,6:7385,7:4114,8:2431,9:1943,10:1390,11:765,12:618,13:447,14:384,15:253,16:198,17:179,18:157,19:80,20:160,21:368,22:60,23:39,24:52,25:98,26:129,27:25,28:64,29:17,30:66,31:18,32:18,33:11,34:16,35:5,36:10,37:7,38:3,39:8,40:1,41:16,42:3,43:5,44:5,45:2,46:6,47:5,48:4,49:2,50:5,51:3,52:6,53:3,55:3,56:1,57:2,58:12,59:3,60:3,63:3,64:2,65:1,67:2,69:4,72:13,73:1,77:1,81:1,84:3,88:1,92:1,94:1,99:1,100:1,101:1,113:1,118:1,129:1,130:1,132:1,135:1
ja	0:482148,1:85956,2:47706,3:33064,4:19653,5:13860,6:9897,7:5834,8:5158,9:3225,10:2572,11:1156,12:796,13:986,14:330,15:414,16:230,17:222,18:427,19:103,20:86,21:70,22:92,23:72,24:40,25:37,26:30,27:33,28:23,29:16,30:24,31:9,32:19,33:12,34:14,35:12,36:18,37:50,38:11,39:2,40:11,41:4,42:1,44:2,45:1,46:2,47:3,48:4,49:8,50:3,51:2,52:1,53:2,54:1,55:7,56:4,59:3,60:3,61:2,62:2,63:2,64:1,67:3,68:2,75:1,79:1,80:1,81:2,83:3,86:2,96:2,98:1,99:1,105:1,117:1,120:1,125:1,127:1,136:2
es	0:192191,1:27410,2:12859,3:7848,4:3630,5:1824,6:1283,7:650,8:487,9:304,10:219,11:129,12:122,13:72,14:74,15:90,16:42,17:30,18:18,19:17,20:37,21:7,22:13,23:18,24:5,25:11,26:6,27:8,28:3,29:7,30:11,31:3,32:8,33:7,34:7,35:3,36:8,37:5,38:3,39:1,42:1,45:1,46:5,48:1,49:2,50:15,56:1,57:1,64:1,68:3,93:1
tr	0:204808,1:12590,2:7610,3:2526,4:1314,5:498,6:391,7:170,8:137,9:76,10:56,11:35,12:46,13:45,14:29,15:16,16:11,17:6,18:8,19:2,20:9,21:5,22:4,24:17,25:3,26:5,29:1,30:1,33:2,35:1,36:1,39:1,55:1,67:1
th	0:135754,1:22759,2:15376,3:8033,4:4623,5:2333,6:1468,7:780,8:607,9:440,10:172,11:148,12:85,13:74,14:56,15:59,16:58,17:23,18:46,19:17,20:11,21:7,22:3,23:20,24:1,25:6,26:6,27:34,28:2,29:1,30:2,31:1,32:1,34:2,35:12,37:18,38:1,41:2,46:2,48:1,62:1
pt	0:143513,1:15821,2:7167,3:3449,4:1681,5:828,6:594,7:286,8:147,9:105,10:99,11:52,12:73,13:35,14:107,15:14,16:15,17:9,18:11,19:7,20:9,21:7,22:9,23:9,24:14,25:5,26:6,27:3,28:3,29:2,30:4,31:3,32:1,33:1,36:3,37:2,38:4,39:1,41:1,43:1,44:1,45:3,46:2,51:1,52:66,60:2,62:1,64:1,83:1,97:1
ar	0:103911,1:21375,2:11326,3:5664,4:3108,5:2441,6:7300,7:1174,8:1045,9:1192,10:514,11:155,12:162,13:113,14:258,15:1922,16:1609,17:46,18:2735,19:2024,20:1926,21:91,22:449,23:480,24:2605,25:95,26:21,27:11,28:14,29:8,30:20,31:5,32:10,33:6,34:6,35:9,36:8,37:6,38:2,39:3,40:2,41:3,42:7,43:4,44:1,45:5,46:3,47:7,48:6,49:3,50:2,51:1,52:2,53:2,54:3,55:1,56:1,57:1,59:2,60:1,61:2,63:1,64:2,65:4,66:2,67:2,70:3,72:1,73:1,77:2,80:1,81:1,88:1,89:1,90:1,93:1,95:1,111:1,112:1,118:1,123:1,128:1,130:2
ko	0:105195,1:15454,2:9860,3:4281,4:3245,5:1257,6:787,7:600,8:676,9:550,10:62,11:162,12:62,13:160,14:25,15:10,16:6,17:6,18:10,19:7,20:4,21:7,22:6,23:2,24:1,25:2,26:5,27:4,28:2,29:7,31:2,32:1,34:1,35:1,36:1,38:2,49:1,52:1,56:1,59:1,66:2,72:1,76:1,77:1,87:1,93:1,114:1,120:1,122:1,138:1
und	0:56355,1:29258,2:18342,3:13630,4:6303,5:4751,6:2005,7:1046,8:888,9:494,10:546,11:359,12:229,13:115,14:93,15:341,16:86,17:62,18:1907,19:1850,20:1915,21:39,22:435,23:398,24:418,25:21,26:18,27:15,28:18,29:7,30:19,31:5,32:13,33:10,34:12,35:8,36:20,37:7,38:5,39:6,40:13,41:3,42:5,43:6,44:4,45:6,46:2,47:4,48:10,50:4,51:4,52:8,53:4,54:5,55:1,56:1,57:2,58:2,59:5,60:5,61:2,62:1,63:6,64:3,65:4,67:4,68:3,69:3,70:5,72:4,73:4,74:3,75:1,76:2,77:1,78:6,79:2,80:1,83:1,84:5,86:1,88:2,89:5,91:7,92:1,93:1,94:3,95:1,96:1,99:2,100:5,102:1,103:4,104:7,105:1,106:2,107:1,108:2,110:1,112:1,113:2,114:1,116:1,117:4,120:1,121:3,122:1,123:2,125:2,126:6,127:1,128:3,130:6,131:1,132:1,134:1,135:1,136:4,137:4,138:5,139:5,140:18
in	0:71774,1:16114,2:6602,3:3434,4:1610,5:788,6:532,7:291,8:154,9:81,10:69,11:36,12:29,13:21,14:16,15:11,16:13,17:5,18:9,19:4,20:1,21:3,22:3,23:2,24:4,25:4,26:1,27:1,28:1,31:1,33:1,34:1,35:1,36:1,40:1,42:1,50:2,51:1,54:1,70:1,99:1,107:24
