Language	Count
zxx	0:100920,1:15,2:5,3:3,4:5,5:2,6:1
fa	0:88332,1:6341,2:2801,3:786,4:347,5:159,6:103,7:70,8:22,9:23,10:12,11:12,12:6,13:6,14:4,15:4,16:4,18:2,19:1,20:1,23:108,24:52,27:1,28:17,31:1,33:1,38:1,41:1
qme	0:70660,1:8,2:45,3:8,4:2,7:1,8:1
fr	0:44939,1:6885,2:2936,3:1750,4:752,5:363,6:219,7:102,8:64,9:38,10:21,11:19,12:16,13:15,14:14,15:12,16:9,17:4,18:2,19:1,20:4,21:1,22:3,23:2,24:1,27:2,28:1,30:1,31:1,35:1,38:1,133:1
hi	0:35379,1:3976,2:2357,3:1154,4:609,5:260,6:207,7:116,8:91,9:59,10:35,11:29,12:33,13:24,14:14,15:5,16:17,17:5,18:4,19:4,20:5,21:7,22:3,23:2,24:2,25:1,26:1,28:2,34:1,35:1,47:1,80:1,114:1
tl	0:25812,1:5827,2:2846,3:1704,4:651,5:314,6:155,7:126,8:75,9:38,10:33,11:10,12:9,13:6,14:7,15:10,16:7,17:8,18:2,19:2,20:3,21:3,23:3,27:1,28:1,30:1,31:1,32:2,35:1,42:1,44:1,50:1,54:1,61:1,69:1
zh	0:20631,1:4108,2:1959,3:1114,4:523,5:352,6:196,7:77,8:87,9:30,10:34,11:16,12:11,14:1,15:3,16:4,17:2,18:2,19:4,20:1,22:1,27:1,55:1,59:1,101:1
ur	0:19558,1:1926,2:978,3:445,4:214,5:98,6:334,7:47,8:31,9:14,10:4,11:9,12:9,13:3,14:11,15:3,16:2,17:2,18:2,20:1,24:3,25:3,27:1,44:1,96:1
it	0:16890,1:2115,2:894,3:564,4:249,5:134,6:84,7:49,8:42,9:31,10:19,11:7,12:4,13:13,14:4,15:2,16:3,17:2,18:2,19:2,20:1,21:2,22:2,23:1,27:1,30:4,31:1,32:5,34:2,35:2,37:1,41:1,51:1
de	0:16408,1:2782,2:899,3:482,4:201,5:112,6:55,7:36,8:13,9:19,10:9,11:9,12:5,13:1,15:1,16:8,17:2,18:1,20:1,22:1,23:1,25:1,26:1,30:1,34:2,35:14,38:1,40:1
qam	0:15373
ru	0:10435,1:1247,2:338,3:274,4:95,5:64,6:31,7:14,8:10,9:12,10:2,11:2,12:2,13:1,14:2,15:6,16:1,18:1,19:2,20:3,23:1,35:1,39:1,40:1,62:1,67:1,73:1
pl	0:9443,1:1360,2:531,3:311,4:143,5:77,6:47,7:31,8:15,9:16,10:5,11:5,12:3,13:4,14:1,16:3,17:2,18:1,19:1,23:1,27:1,28:1,37:1,47:1,69:1,94:1,101:2,102:1
nl	0:7444,1:984,2:441,3:214,4:120,5:46,6:23,7:15,8:32,9:16,10:5,11:3,12:2,13:2,15:1,16:1,17:1,19:1,23:1
art	0:28,1:3081,2:1617,3:1719,4:956,5:559,6:320,7:178,8:124,9:91,10:54,11:67,12:49,13:43,14:20,15:9,16:14,17:17,18:6,19:5,20:17,21:3,22:6,23:3,24:4,25:2,26:11,27:3,28:3,29:1,30:4,31:2,32:3,33:2,34:1,35:2,36:2,37:4,39:4,42:4,43:1,46:2,49:1,51:1,52:1,57:1,59:1,60:6,63:5,65:1,70:2,72:1,83:2,96:1,103:1,119:1,120:1,125:6,126:2,140:4
bn	0:1941,1:5008,2:1146,3:57,4:6,5:1,6:8,7:1,8:1,10:2,12:1,16:1
et	0:5027,1:1081,2:727,3:352,4:176,5:73,6:30,7:30,8:14,9:19,10:3,11:5,12:3,14:1,15:4,16:1,17:1,19:2,20:1,22:1,24:1,26:1,69:1
qht	0:6923,2:21,4:2
qst	0:6068,1:461,2:42
ca	0:5152,1:682,2:318,3:161,4:94,5:42,6:24,7:17,8:26,9:11,10:10,11:3,12:2,13:4,14:1,15:1,17:1,18:2,20:2,21:1,22:1,24:2,25:1,28:1,32:1
ht	0:4337,1:762,2:397,3:235,4:100,5:47,6:31,7:22,8:21,9:15,10:4,11:4,12:2,13:5,14:4,15:3,16:2,18:1,19:1,23:1,24:1,26:2,43:1
ta	0:4020,1:498,2:411,3:265,4:119,5:53,6:43,7:19,8:8,9:7,10:4,11:1,13:2,14:2,15:4,16:5,20:1,29:1
uk	0:3941,1:659,2:208,3:79,4:35,5:14,6:14,7:6,8:5,10:3,11:3,12:2
vi	0:3181,1:527,2:309,3:168,4:71,5:28,6:42,7:25,8:12,9:12,10:1,11:6,12:1,15:6,17:2,19:3,21:1,22:2,25:1,29:2,32:3,33:1,36:2,39:1,41:2,44:1
el	0:3501,1:279,2:133,3:102,4:54,5:20,6:23,7:9,8:8,9:5,10:3,11:1,12:4,14:4,18:1,21:1,24:1
sv	0:3141,1:418,2:256,3:109,4:21,5:12,6:7,7:6,8:4,9:1,12:1,13:3,16:1,19:1,20:1,23:3,43:1
fi	0:2438,1:338,2:328,3:126,4:45,5:21,6:6,7:9,8:9,9:7,10:4,11:2,12:2,13:1,21:7,32:1
iw	0:2460,1:161,2:28,3:21,4:10,5:7,6:3,7:1,8:3,10:1,11:2,23:1,25:1
cs	0:2008,1:294,2:121,3:98,4:40,5:21,6:14,7:11,8:4,9:3,10:1,12:1,13:2,14:1,15:1,17:1,31:1
da	0:1825,1:368,2:112,3:77,4:26,5:26,6:4,7:4,8:20,9:2,10:1,11:1,25:1
gu	0:1793,1:220,2:144,3:18,4:13,5:5,6:1,7:1,8:1,9:1,12:1
eu	0:1603,1:276,2:111,3:62,4:61,5:15,6:9,7:2,8:8,9:1,11:1,18:1,24:2
mr	0:1576,1:188,2:163,3:79,4:34,5:16,6:13,7:12,8:2,9:9,10:1,11:3,12:1,20:2,24:2,35:1
cy	0:1408,1:313,2:212,3:43,4:34,5:26,6:8,7:5,8:8,9:3,11:1,12:1,15:2,20:1,31:1,53:1
no	0:1318,1:279,2:113,3:31,4:29,5:10,6:3,7:19,8:3,9:34,10:1,11:1,14:2,15:1,16:1,31:1,44:1,56:2
te	0:1339,1:158,2:107,3:69,4:31,5:20,6:11,7:7,8:5,9:2,10:2,11:2,13:1
hu	0:1172,1:205,2:100,3:86,4:31,5:18,6:11,7:10,8:7,9:1,10:1,12:5,14:1,16:3,18:2
ro	0:1165,1:203,2:87,3:48,4:28,5:8,6:8,7:3,8:4,9:3,10:2,11:1,18:20,20:1
lt	0:843,1:140,2:63,3:31,4:22,5:8,6:7,8:2,9:3,13:2,16:1,18:2,19:1,25:1
lv	0:774,1:132,2:69,3:29,4:11,5:7,6:7,7:4,8:1,9:2,21:1
ne	0:625,1:130,2:82,3:51,4:15,5:8,6:6,7:2,8:2,9:5,11:1,13:1,14:1,16:1,24:1
sl	0:715,1:93,2:37,3:14,4:7,5:4,6:2,7:2,8:2,9:3,16:1,24:1,29:1,37:1
is	0:529,1:98,2:33,3:28,4:9,5:6,6:3,7:2,9:1,11:1,18:1,25:1,35:1
kn	0:540,1:65,2:42,3:12,4:13,5:16,6:1,7:4,20:2
my	0:431,1:90,2:31,3:32,4:14,5:2,6:9,7:4,8:1,9:1,12:3,15:2,18:2
am	0:465,1:59,2:29,3:31,4:12,5:3,6:6,7:1,9:1,10:3,11:1
sr	0:495,1:46,2:19,3:24,4:9,5:1,6:2,7:3,9:1
ps	0:516,1:48,2:13,3:5,4:9,5:3,6:1,8:2,10:1,16:2
ml	0:211,1:63,2:39,3:22,4:6,5:3,6:2,7:1,10:1,72:1
bg	0:222,1:20,2:2,3:5,4:5,5:1,6:2
or	0:151,1:12,2:8,3:23,4:2,5:1,32:1
pa	0:140,1:10,2:10,3:4,4:3,5:1,6:1,10:1
ckb	0:120,1:22,2:3,3:7,4:1,5:2,7:1
km	0:88,1:16,2:9,3:8,4:9,6:3
lo	0:69,1:8,2:7,3:2,4:4
sd	0:60,1:10,2:6,3:4,4:1,21:1
ka	0:68
si	0:32,1:14,2:7,3:5,4:2
hy	0:46,1:5,2:1,3:2,6:2
dv	0:47,1:1,3:1
ug	0:3
qct	0:2
bo	0:2
