Emoji	Count
😭	148311
😂	114247
✨	88815
🔥	87142
🤣	72034
❤️	65072
✅	46063
🎁	38596
‼️	35327
😍	32224
🥺	31788
🙏	30642
🌀	30394
🥹	27120
🥰	27018
🔹	25409
💦	23158
💕	22912
🎉	22809
💙	22710
🌟	22322
😊	20619
👇	20408
💜	19120
🤍	19116
🏆	17854
🟦	17094
🚨	16838
👏	16456
👍	16068
💖	15131
❤	14594
💚	14136
♥️	14017
💗	13922
☺️	13475
🔴	13340
😅	13240
❗	12833
😆	12761
📍	12554
👀	12370
💛	12000
💥	11979
😘	11862
😈	11836
📌	11460
🔵	11458
👉	10929
⚡	10694
😁	10552
🤔	10504
⭐	10232
🥲	10177
🤡	9943
🖤	9795
🫶🏻	9659
🌹	9630
♻	9227
💰	9209
🤤	9178
😳	9025
🤭	8929
🥳	8894
🫶	8807
♻️	8748
😎	8448
🤩	8254
💔	8227
💪	8180
🥵	8150
🌸	8059
🔔	7897
🫠	7731
😋	7728
💯	7720
🔷	7661
💓	7609
🎯	7589
🎶	7580
🚀	7368
👑	7364
🍀	7305
💀	7298
🍓	7238
😉	7208
💫	7175
😔	7173
💋	7064
1️⃣	6977
❤️‍🔥	6909
🐰	6798
🧡	6606
🎥	6603
📢	6550
❣️	6496
📸	6485
🔗	6426
🤗	6410
💞	6391
😌	6354
🙌	6337
🎊	6318
💎	6077
1⃣	5952
😢	5842
😇	5830
🍆	5791
🍑	5766
🎃	5747
⚠️	5730
⚽	5702
2️⃣	5605
🇹🇷	5598
⬇️	5597
😩	5543
🌈	5422
😡	5401
💆🏻‍♂️	5342
➡️	5282
✌️	5252
😏	5237
🟩	5233
🙄	5221
🙏🏻	5177
🇧🇷	5144
👌	5134
☀️	5123
📺	5106
⏰	4965
💐	4947
‼	4885
💌	4810
🎀	4758
🐶	4725
😱	4600
🍁	4570
🌷	4536
👻	4341
❌	4340
🎂	4253
🚩	4201
📲	4170
♥	3979
🔻	3969
3️⃣	3948
😄	3947
💧	3935
📣	3909
💘	3874
👅	3857
☕	3819
😀	3818
🐱	3809
😃	3783
🙂	3702
🎵	3701
🌙	3569
😜	3501
💨	3498
🤪	3466
🌻	3453
🫣	3448
⬜	3431
🌺	3407
🙈	3385
✊	3383
🤝	3361
💸	3357
👇🏻	3334
🐷	3305
🌊	3263
🌿	3259
💭	3185
👏🏻	3183
📱	3182
💢	3180
📝	3110
⚪	3089
🍂	3087
👋	3063
🫡	3048
🤮	3047
🦋	3041
▶️	3038
2⃣	3012
🌼	2952
🇹🇭	2942
🔞	2938
💝	2938
🦊	2934
👍🏻	2909
👈	2899
❕	2896
▶	2895
🥇	2875
💬	2821
🐻	2818
🔁	2762
⭕	2760
🍷	2741
⁉️	2727
▪	2686
💏	2682
🍒	2666
❓	2661
🏮	2641
🐿	2623
✔	2618
🍵	2616
👊	2615
🍎	2579
😝	2556
🐯	2554
🐐	2540
✔️	2515
▪️	2515
🌞	2507
🎬	2502
🎤	2485
🤬	2464
🤯	2463
🐈	2463
⚫	2457
🐹	2442
🙃	2435
🔺	2431
🟨	2422
🟡	2409
🙇‍♂️	2402
🇺🇸	2401
💩	2398
😻	2378
😹	2359
🥂	2330
㊗️	2324
🧸	2311
🙇‍♀️	2276
🌱	2273
🐾	2271
🥴	2257
🇻🇪	2254
🔽	2233
🔄	2223
😤	2194
💃	2188
🍃	2188
🤲	2172
📷	2155
😚	2149
😵‍💫	2148
🔸	2094
😞	2066
☺	2037
🟠	2022
🇯🇵	2011
⬛	2007
🎈	2005
😮‍💨	1997
5️⃣	1995
🍻	1993
☔	1993
📹	1990
😴	1966
🔳	1965
3⃣	1962
😫	1953
❤️‍🩹	1953
🐥	1945
4️⃣	1939
🛑	1928
😬	1928
🤧	1915
🐟	1915
🫧	1904
🎲	1897
📈	1884
🍊	1865
🅿️	1859
🎧	1853
🤨	1851
☁️	1847
🍫	1844
✌🏻	1797
💡	1774
😒	1754
😐	1753
🔮	1752
➖	1743
🍌	1737
🫶🏼	1723
🥶	1706
🟥	1700
💟	1698
🌍	1687
💤	1686
🏝	1685
🎰	1683
🦁	1682
0️⃣	1673
🕊	1670
📽	1663
🤏🏻	1650
🤫	1646
👤	1641
🌕	1636
💵	1634
🏈	1593
🐧	1585
🗣	1569
🌚	1565
💉	1559
🐍	1559
🐺	1553
🎮	1551
🍨	1548
🍼	1547
🙌🏻	1546
🗣️	1539
✌	1529
🧐	1526
🐬	1526
🕯	1524
🍭	1524
⏳	1520
▫️	1515
🤢	1506
❄️	1502
🎫	1491
🍮	1490
⚔️	1490
😛	1484
🎷	1482
👉🏻	1481
🌴	1481
👆	1479
🗓	1476
🍄	1475
🍬	1468
👹	1461
🏁	1457
☑️	1452
📚	1448
✈️	1441
🍠	1436
☀	1435
🌝	1432
🇺🇦	1431
🔊	1430
🐙	1426
🙏🏼	1422
✍️	1422
😓	1410
✋	1409
🥱	1408
🌰	1398
🌎	1398
🫂	1390
🎩	1390
🙇	1387
🤦‍♀️	1386
🚗	1386
🏀	1384
🆘	1384
💪🏻	1382
🕊️	1375
☹️	1374
🔰	1370
🇸🇦	1360
🌳	1355
🍕	1352
🍺	1351
🍜	1336
🐈‍⬛	1334
🔱	1325
📩	1321
🎨	1316
🍯	1316
🍋	1309
🌾	1301
📖	1291
🙏🏽	1290
☝️	1288
🐣	1286
🤎	1285
🎸	1283
♦️	1283
🐇	1280
🍰	1280
🐕	1271
🐸	1265
🍾	1264
🍡	1261
🎼	1259
🌐	1254
🤞	1244
🔪	1240
💣	1234
🍇	1232
🦅	1231
👎	1226
🔫	1223
👿	1219
📅	1216
😲	1215
😥	1207
👄	1206
😑	1195
😖	1189
📞	1186
🟧	1185
👽	1183
🌠	1182
🐨	1178
🔃	1174
⤵️	1173
💍	1171
🎟️	1170
🎄	1160
😣	1158
🏅	1158
🌲	1158
🟢	1151
👔	1150
🔝	1149
🏃	1147
☠️	1147
🍉	1145
🔒	1143
🤙	1141
〰️	1139
🐝	1134
🇪🇹	1134
🧵	1129
🍚	1129
🤑	1121
🌃	1121
💠	1120
😪	1119
📻	1115
🤟	1113
❣	1110
📊	1104
💻	1103
🔶	1100
☂️	1098
🏠	1097
🐔	1095
🐘	1090
🌏	1086
😠	1084
🪄	1082
🐢	1080
🔅	1079
🐼	1073
🤲🏻	1072
🇷🇺	1071
🤓	1070
🐮	1068
🐎	1062
🥀	1054
🍩	1052
0⃣	1052
🔲	1049
🤘	1046
🇫🇷	1043
📎	1041
👶	1033
🍣	1033
➕	1027
🍪	1024
🔍	1013
🍴	1010
🍞	1007
📽️	1005
🗳️	1004
💅	1001
🆚	1001
💿	999
👥	999
🫢	994
👙	991
🇪🇷	991
📦	982
🐤	982
🍖	978
🧿	976
🤦‍♂️	975
🐑	973
👌🏻	972
🏰	972
🎋	971
🐦	968
🏡	967
🔟	966
🫰	963
🐉	962
🏇	961
🐠	960
👟	942
🐴	940
🥕	939
🎍	938
📉	937
⚜️	937
