Day	Hour	Count	Coverage%
2022-09-11	00	147587	100.0
2022-09-11	01	150902	100.0
2022-09-11	02	153162	100.0
2022-09-11	03	159224	100.0
2022-09-11	04	153518	100.0
2022-09-11	05	139743	100.0
2022-09-11	06	139184	100.0
2022-09-11	07	141518	100.0
2022-09-11	08	147422	100.0
2022-09-11	09	152956	100.0
2022-09-11	10	165270	100.0
2022-09-11	11	187761	100.0
2022-09-11	12	198954	100.0
2022-09-11	13	212700	100.0
2022-09-11	14	218295	100.0
2022-09-11	15	216331	100.0
2022-09-11	16	194873	100.0
2022-09-11	17	181465	100.0
2022-09-11	18	174872	100.0
2022-09-11	19	163049	100.0
2022-09-11	20	157893	100.0
2022-09-11	21	155255	100.0
2022-09-11	22	160242	100.0
2022-09-11	23	156335	100.0
