Emoji	Count
🌀	1853925
🔹	774905
🟦	405895
✨	280044
🔥	254055
➖	248028
🔷	234507
⚡	215028
💏	194550
🔵	156928
😭	144771
😂	144115
♻️	133880
❄️	101266
‼️	100635
🤣	71056
😍	60116
❤️	58678
💧	53148
🙌🏻	47822
🕥	46863
✅	43566
🎁	43326
🔰	42883
🍀	42127
👭	41757
🙂	39779
🍒	37349
🍷	36817
😎	35821
🐻	34013
🐉	33586
🐼	32719
🐊	32467
🤎	31862
🗣️	31849
🫀	30650
🛟	30217
🎉	29934
🥺	29882
🙏	29510
🐃	29490
🧤	28936
🥸	28081
🚧	27448
💦	27447
🥰	26302
🌟	25757
👇	25682
💙	25614
🥹	25056
💕	24755
🧚‍♀️	24314
💜	22973
👍	20038
👏	19490
😊	19208
🤍	19124
💗	18935
💚	18752
💛	18306
👀	17598
📌	17164
💖	15964
👉	15964
📍	15762
💥	15410
🚨	14945
♥️	14412
🎶	14263
🔴	14124
🌹	14096
❤	13826
🏆	13823
💰	13533
😈	13177
📢	12753
☺️	12535
😆	12359
🌸	12345
😅	12143
💔	12120
🖤	11830
🤔	11584
💀	11576
❗	11543
💯	11440
😘	11247
💪	11217
🎊	11206
💓	11143
💎	10819
🎯	10593
⭐	10538
😁	10336
💋	10276
💫	10273
🔔	10258
🥲	10034
💞	9994
🍆	9954
🎃	9939
🔗	9874
👑	9817
🐷	9817
🌈	9744
💐	9686
🤤	9674
🥳	9616
🤭	9483
🍑	9407
😳	9274
🍁	9260
🚀	9062
🎥	9059
🌷	8927
🐰	8851
🐶	8821
🔻	8817
💸	8552
💌	8531
🫶	8517
🎀	8453
♦️	8395
🤩	8392
📲	8373
📺	8330
👌	8321
🥵	8301
💠	8277
📣	8264
♻	8256
💘	8100
🎂	8030
🫶🏻	7999
👅	7944
👋	7919
😋	7839
🐱	7723
🌙	7717
🌻	7693
🎵	7649
🍮	7636
📝	7594
👻	7581
🍂	7521
😉	7486
🐾	7426
🔞	7408
🌺	7385
🍵	7322
💨	7304
1⃣	7282
💭	7266
🎆	7182
🌿	7150
🐹	7067
🌱	7025
❤️‍🔥	6944
💩	6856
📱	6834
➡️	6808
🐥	6794
⬇️	6763
🎬	6723
🌼	6690
🏮	6649
🎈	6645
👊	6627
🍓	6598
📸	6594
🟩	6579
🙌	6550
🐯	6538
👈	6533
💢	6509
❣️	6484
🐈	6476
🤗	6475
🔁	6445
🎤	6444
😢	6439
😩	6432
🍃	6432
🎲	6412
🎧	6410
🫠	6382
😔	6379
🔺	6374
💬	6324
1️⃣	6288
🔄	6194
😌	6142
📎	6121
💵	6105
💝	6072
🌞	6049
🧡	6047
🌊	6046
🐧	6038
📷	6010
⚠️	5987
🐐	5985
💃	5972
🍌	5966
🔸	5963
😏	5960
📚	5945
🐺	5936
💡	5934
📈	5917
📹	5912
🎮	5912
🙄	5879
🍻	5868
🍊	5863
🤡	5860
💿	5840
🍺	5828
💤	5823
🍼	5817
🌕	5805
🍄	5803
😇	5760
📩	5740
✌️	5725
🏈	5703
🍭	5665
👆	5648
🎇	5622
🍎	5607
🐟	5588
👟	5585
🎸	5582
🔮	5577
🇧🇷	5571
🍩	5569
🐍	5568
🍬	5543
🌠	5522
🍨	5511
🍫	5499
🔳	5480
💻	5441
🐬	5440
🔶	5437
📅	5408
👤	5407
🌐	5405
🍜	5397
🐑	5391
🎨	5387
🍯	5387
🔲	5385
🐸	5383
💅	5382
🍦	5370
🐣	5346
🎼	5314
🍋	5313
🎩	5303
🍈	5303
🌾	5292
🌚	5292
🐢	5288
🍹	5288
👦	5268
🌴	5262
🏃	5244
💟	5235
💉	5222
🔫	5208
🐙	5206
🎹	5206
🐇	5201
🎫	5194
👄	5190
👽	5181
🐕	5180
🍉	5179
🎰	5171
🌽	5170
🌎	5167
🏀	5163
📖	5161
🐴	5155
🐔	5153
🐀	5152
🐨	5149
📞	5145
🍲	5134
🍐	5125
🐠	5102
💳	5081
🔃	5077
🐦	5072
📦	5068
🐅	5068
🍪	5062
🏠	5056
🍥	5052
💆🏻‍♂️	5047
🔪	5041
🔨	5041
📻	5038
👺	5036
😱	5032
🕦	5029
☀️	5023
🎅	5021
🔐	5017
🍚	5011
🎴	5009
🐡	5005
🍶	5003
💮	4995
🍰	4989
🌑	4989
🌰	4985
🔝	4976
🐳	4971
💈	4970
🔒	4967
🔊	4965
🌍	4963
🌲	4958
👹	4947
💆	4945
🙏🏻	4939
🐘	4935
🎍	4934
📔	4930
🐤	4929
🐲	4928
👂	4927
🍠	4904
👾	4903
🌳	4902
🌛	4901
👓	4899
🔎	4893
👜	4883
🏯	4883
🍞	4882
⏰	4880
💺	4874
📘	4871
🌵	4857
🔙	4852
📜	4846
👚	4846
🐮	4846
🏡	4846
🔯	4834
🌃	4827
💣	4824
📗	4822
📊	4820
🌖	4818
📰	4817
😡	4812
🍡	4808
🍖	4807
🍅	4806
🎷	4805
🎋	4803
🕘	4802
🌋	4802
🌄	4802
🔉	4798
🍗	4797
👒	4789
🌝	4785
🗼	4775
👛	4774
🍴	4768
🔜	4765
🎄	4765
🎭	4761
📙	4753
👎	4752
🔤	4748
🍔	4748
🕐	4747
🍇	4745
‼	4744
🍕	4732
🎦	4728
👫	4726
💄	4723
🔆	4722
💴	4718
👷	4715
🏁	4715
🍝	4713
💲	4711
🏬	4711
🕕	4710
🎎	4708
📐	4704
🔑	4695
🏧	4694
🍛	4690
🔋	4684
👠	4683
🌅	4680
🕗	4676
🐎	4676
👼	4675
🔖	4674
🔍	4671
🕠	4666
📥	4666
🐓	4666
🏩	4666
👯	4664
🏰	4662
📪	4660
💷	4658
👔	4658
🌗	4650
🎻	4649
🏭	4648
👞	4647
🐭	4643
🔱	4638
🕞	4635
🗿	4634
👶	4624
🍤	4624
🍟	4623
👳	4620
🍣	4615
💍	4609
🐝	4607
🐂	4607
🎳	4603
👿	4602
👐	4600
📭	4598
🏉	4598
🍢	4596
🏤	4595
🔅	4592
🐒	4584
🍘	4581
🏇	4579
📮	4576
👨	4570
🗾	4566
🌆	4565
🐛	4562
👧	4554
🐆	4554
🔬	4551
📆	4551
👖	4551
📉	4548
💹	4545
🌓	4538
🐞	4537
👱	4531
☕	4529
🍧	4523
🌜	4523
🕓	4522
📇	4515
📋	4511
📃	4510
🎓	4510
2️⃣	4506
🎺	4504
🕧	4501
🎒	4500
💱	4499
🍙	4499
🐖	4495
🕟	4494
📀	4491
🕜	4490
🔈	4489
🎢	4485
🏄	4482
🐵	4478
🐚	4478
💁	4474
🎪	4473
🕖	4472
🐁	4472
🐌	4468
👸	4467
👥	4465
📧	4445
🎏	4445
🕝	4444
💇	4439
🔛	4436
🔟	4431
💒	4431
💑	4431
👴	4431
🌉	4431
📡	4428
🐏	4428
🏫	4426
🏢	4417
💾	4416
🌏	4414
💊	4413
🍏	4413
👮	4412
🌇	4412
🍍	4407
🐗	4400
👰	4399
👬	4395
👣	4393
🕚	4392
🔘	4391
▶️	4387
🔠	4381
🗻	4380
📯	4380
🔌	4369
👢	4368
🐽	4368
🍱	4367
💽	4366
📼	4365
⚽	4362
🐩	4361
🕛	4358
🔩	4356
🎐	4354
👙	4352
🕢	4345
📶	4345
📄	4344
🕒	4337
🏊	4335
🕔	4328
🎾	4328
👕	4325
📑	4318
📵	4315
🔦	4311
🌒	4310
🔀	4304
🔏	4301
🔇	4301
🐪	4301
🏂	4300
🍸	4298
🔚	4297
📒	4294
🕡	4293
👘	4291
🐋	4290
🏦	4289
🎠	4287
🎑	4285
🔧	4274
💼	4265
🔣	4262
🏨	4256
📛	4255
🎌	4252
🐫	4251
🦋	4234
🌁	4232
👲	4230
🤪	4229
▶	4228
🕣	4227
🍳	4226
📕	4224
🌌	4224
🕤	4216
🏣	4214
🎽	4212
🔼	4210
🎡	4204
🔂	4202
💂	4202
📁	4200
🔡	4199
🏥	4198
🐄	4189
👩	4188
👝	4178
🌔	4176
💶	4169
🕑	4166
👪	4156
👃	4154
🔓	4149
🐜	4138
👗	4129
🌘	4114
📫	4102
👵	4098
🔕	4090
🗽	4087
📴	4083
🔭	4065
📂	4060
🔢	4032
🌂	4031
📓	4008
🕙	3987
🎿	3985
😄	3970
👡	3967
🏪	3967
🎣	3955
📟	3936
🎱	3902
📨	3860
📬	3842
😜	3837
📳	3822
🚩	3821
