Day	Hour	Count	Coverage%
2022-09-17	00	147493	100.0
2022-09-17	01	152834	100.0
2022-09-17	02	153764	100.0
2022-09-17	03	157729	100.0
2022-09-17	04	148706	100.0
2022-09-17	05	144446	100.0
2022-09-17	06	146747	100.0
2022-09-17	07	150504	100.0
2022-09-17	08	156654	100.0
2022-09-17	09	172664	100.0
2022-09-17	10	182963	100.0
2022-09-17	11	198972	100.0
2022-09-17	12	214066	100.0
2022-09-17	13	218365	100.0
2022-09-17	14	221021	100.0
2022-09-17	15	224707	100.0
2022-09-17	16	201351	100.0
2022-09-17	17	179991	100.0
2022-09-17	18	165808	100.0
2022-09-17	19	153540	100.0
2022-09-17	20	144766	100.0
2022-09-17	21	140273	100.0
2022-09-17	22	139957	100.0
2022-09-17	23	144479	100.0
