Emoji	Count
🔹	508445
🎻	419503
🐔	266845
♦️	183147
😭	167173
😂	105096
✨	96780
🔥	72417
🤣	70009
❤️	58961
✅	45121
🎁	37515
🥺	34121
😍	32641
🥹	30990
🙏	29386
💙	27765
🥰	27763
🎉	26468
‼️	24935
💦	23200
💕	21653
🤍	20508
👇	20084
🌟	19500
😊	19197
💜	17273
👏	16749
👍	16578
💚	15936
❤	13966
💗	13690
☺️	13532
🔵	13427
🖤	13340
💖	12865
😅	12847
😈	12601
😆	12350
🏊	12216
👀	11915
♥️	11840
🚨	11528
😘	11284
🫶🏻	11275
🎲	11014
🐹	10923
🤔	10913
👚	10754
📎	10736
😁	10266
❗	10266
🥳	10237
👉	10195
🥲	9956
📌	9903
💛	9757
📍	9667
🤭	9497
😳	9452
🤤	9336
🌹	9323
💥	8805
🥵	8410
⭐	8328
🤩	8281
🎊	8253
💰	8223
😎	8051
🫶	7992
💔	7939
💪	7870
📸	7737
🌸	7675
😋	7555
🎶	7472
💯	7412
🏆	7393
😉	7335
🚀	7143
💫	7132
🫠	7062
❤️‍🔥	7062
🔔	6964
💓	6915
⚡	6879
🎯	6735
🍀	6646
😢	6515
📢	6467
😌	6462
💀	6378
😔	6316
🍑	6297
🔴	6254
👑	6238
🟩	6151
❣️	6114
🙌	6068
😇	6041
🤗	6026
⏰	5960
😡	5947
1⃣	5923
⬇️	5715
💞	5656
⚠️	5645
✌️	5540
🙄	5395
💐	5357
➡️	5330
😩	5322
😏	5309
💋	5301
🧡	5220
🔗	5201
🍆	5192
🐰	5181
🌈	5161
😱	5125
🎥	4940
🙏🏻	4875
1️⃣	4845
☀️	4844
🤡	4795
❌	4766
🎀	4761
💆🏻‍♂️	4747
🎂	4676
💡	4507
🚩	4447
💎	4435
♻️	4431
📣	4360
🇧🇷	4335
💨	4317
🌷	4209
🐶	4196
📺	4166
‼	4127
2⃣	4080
👌	4053
😄	4036
🐱	3901
😜	3900
⬜	3879
2️⃣	3878
💘	3840
😃	3817
♥	3739
🌻	3734
🍁	3682
☕	3582
💸	3550
🙈	3520
🌕	3445
⚽	3418
🦋	3416
🤝	3411
👅	3343
👏🏻	3324
🙂	3318
🇸🇦	3294
🤪	3282
🫣	3269
🎵	3240
😀	3215
🌺	3133
▶	3093
👇🏻	3013
🌿	3009
💌	2986
🇹🇷	2974
🤮	2891
🌙	2876
🍇	2848
🍎	2784
🎈	2734
😻	2674
☑️	2661
❕	2653
🏎	2652
⁉️	2646
🇺🇸	2640
🔻	2609
🔞	2594
😹	2560
🌼	2559
✔️	2548
🧸	2545
👍🏻	2543
🤯	2540
▶️	2538
🙇‍♀️	2498
🙇‍♂️	2497
📲	2470
🫡	2467
🥴	2462
▪️	2462
🍓	2440
✋	2437
🙃	2432
👈	2432
🐻	2409
😝	2386
🐾	2359
👊	2344
💭	2337
📱	2324
🌊	2300
🎬	2275
⬛	2275
💢	2263
🗓️	2261
🤲	2258
😵‍💫	2258
💝	2248
👋	2226
😞	2217
⚪	2184
🫧	2181
⚜️	2165
⚫	2152
🎤	2141
✊	2126
🇲🇽	2113
😤	2102
🔁	2100
🌞	2085
❓	2080
🤬	2079
🌱	2064
🟢	2062
😚	2057
🍋	2052
💬	2048
🍔	2040
🟨	2015
🍃	1991
🤧	1981
😫	1970
🫶🏼	1934
😮‍💨	1921
㊗️	1920
3⃣	1920
😴	1916
😬	1910
☁️	1882
💧	1868
☺	1841
🐈	1830
🦅	1821
🦊	1819
🔄	1812
🌀	1800
➖	1795
😒	1790
💃	1790
✈️	1789
❤️‍🩹	1759
🥀	1758
🤏🏻	1729
🐷	1718
🤨	1709
🤫	1705
🍒	1701
🍂	1697
❣	1686
😛	1684
🐯	1681
🦁	1674
📷	1672
💵	1672
🇻🇪	1656
🕊	1652
👉🏻	1649
🥇	1642
3️⃣	1628
✌🏻	1619
🔸	1618
🎧	1614
🧐	1613
🐥	1611
🍻	1608
🗣	1606
⭕	1601
☑	1594
🫂	1552
🆕	1546
📈	1538
🙌🏻	1527
📝	1519
0⃣	1519
🥶	1500
☹️	1499
🎮	1495
💩	1486
👤	1481
✔	1469
☀	1452
🥂	1449
👻	1439
🇮🇳	1437
✍️	1433
🉐	1427
🇪🇹	1423
🎃	1411
🤑	1403
🍌	1387
🕺	1383
🍊	1383
✌	1377
🧿	1364
🗣️	1363
🎨	1360
🙇	1359
😥	1358
