Language	Count
en	0:166084,1:30411,2:16747,3:7331,4:4104,5:1829,6:3072,7:726,8:602,9:248,10:175,11:116,12:80,13:51,14:42,15:48,16:32,17:39,18:11,19:16,20:36,21:9,22:13,23:3,24:23,25:17,26:15,27:10,28:9,29:2,30:5,31:3,32:1,33:4,35:1,37:4,38:1,39:2,43:2,45:1,48:1,54:1,55:1,56:1,64:1,66:1,67:1,127:1
ja	0:115277,1:22398,2:12089,3:7953,4:5202,5:3269,6:2041,7:1405,8:1152,9:775,10:394,11:365,12:199,13:125,14:89,15:64,16:50,17:62,18:38,19:15,20:19,21:64,22:31,23:10,24:14,25:7,26:9,27:4,28:8,29:2,30:6,32:7,33:3,34:4,35:4,36:3,38:3,39:12,40:6,41:1,43:1,47:3,48:1,50:2,51:1,52:1,53:2,54:1,56:1,61:1,63:1,66:1,67:3,69:1,82:1,120:1,123:1,132:1,133:1
es	0:46481,1:6554,2:2815,3:1791,4:842,5:419,6:304,7:179,8:108,9:81,10:60,11:43,12:31,13:22,14:23,15:14,16:11,17:10,18:19,19:6,20:3,21:3,22:10,23:2,24:7,25:4,26:2,27:1,28:3,30:2,31:1,32:1,36:1,37:2,39:1,41:1,42:1,56:1,59:1
tr	0:45531,1:2407,2:888,3:509,4:234,5:65,6:91,7:103,8:38,9:24,10:22,11:4,12:7,13:7,14:2,16:8,17:2,18:2,20:1,22:1,24:1,25:1,28:2,29:2,40:1,50:2
pt	0:32670,1:3611,2:1512,3:821,4:370,5:197,6:101,7:73,8:44,9:24,10:30,11:22,12:7,13:30,14:7,15:5,16:4,17:1,18:3,20:2,21:1,22:4,23:2,24:7,25:2,26:3,27:12,30:1,31:1,35:2,36:1,43:1,51:1,72:1,97:4
th	0:25246,1:4645,2:3054,3:1466,4:795,5:431,6:272,7:153,8:83,9:81,10:26,11:20,12:14,13:5,14:4,15:9,16:3,17:4,18:3,19:16,20:3,22:2,24:1,25:1,26:1,27:5,29:1,30:4,34:1,46:1,64:1,65:1
ko	0:24908,1:3546,2:1812,3:900,4:495,5:355,6:182,7:96,8:29,9:45,10:20,11:1,12:7,13:2,14:6,15:5,16:5,17:1,18:1,19:2,20:2,21:2,22:1,23:1,25:2,26:1,39:1
ar	0:21050,1:4131,2:2519,3:1099,4:613,5:525,6:1077,7:127,8:98,9:312,10:76,11:33,12:48,13:21,14:8,15:10,16:8,17:16,18:11,19:7,20:4,21:2,22:3,23:2,24:3,25:3,26:7,27:3,28:1,31:2,32:2,33:1,35:2,36:2,37:1,39:1,42:2,43:1,44:1,45:1,46:1,48:1,49:1,59:1,61:1,63:2,65:1,77:1,78:1,80:1,93:1,99:1
und	0:10885,1:6031,2:5710,3:2682,4:2824,5:1073,6:790,7:206,8:429,9:140,10:66,11:129,12:48,13:25,14:17,15:15,16:263,17:6,18:15,19:6,20:8,21:6,22:5,23:4,24:11,25:5,26:3,27:4,28:3,29:1,30:4,31:2,33:4,34:3,35:1,36:10,37:1,38:1,40:2,41:1,42:2,44:1,48:1,51:2,52:5,54:2,55:2,56:1,57:1,60:2,63:5,64:1,65:1,68:1,73:1,77:1,79:1,81:3,83:1,85:1,91:1,93:2,100:1,106:1,111:1,112:1,118:1,120:1,121:5,130:1,132:1,139:2,140:1
in	0:14578,1:3219,2:1478,3:711,4:348,5:142,6:110,7:44,8:51,9:25,10:17,11:10,12:14,13:3,14:5,15:1,16:2,17:5,18:3,20:1,21:1,22:2,23:1,25:1,26:1,30:1,33:1,41:1
zxx	0:19728,1:6,2:4,3:1,5:4
qme	0:13051,1:2,4:1
fr	0:9013,1:1341,2:565,3:287,4:158,5:71,6:103,7:30,8:16,9:9,10:6,11:1,12:1,13:3,14:4,15:1,20:3,31:1
tl	0:5159,1:1286,2:538,3:340,4:133,5:80,6:79,7:20,8:6,9:10,10:8,11:4,12:3,14:1,16:2,19:1,20:2,24:1,38:1,46:1
