Emoji	Count
🔹	34130
😭	32285
😂	22915
✨	20151
🤣	15452
🔥	12876
❤️	12394
✅	9060
🎁	7053
🥺	6939
😍	6248
🥹	6125
‼️	5972
🙏	5812
🥰	5727
💕	5260
💦	5111
💙	4741
🤍	4652
😊	4618
🎉	4466
🌟	4334
🥼	4018
💜	3570
👏	3445
👇	3382
👍	3358
☺️	3316
💚	3126
😅	2957
💖	2887
💗	2841
❤	2764
😆	2669
🥲	2550
♥️	2472
💛	2444
🚨	2429
🤔	2397
🫶🏻	2370
❗	2367
😈	2350
👀	2338
😳	2242
😁	2205
😘	2197
📌	2192
🖤	2076
⚫	1980
⚪	1923
🫶	1888
🤭	1887
🥳	1885
🤤	1792
🏆	1752
💰	1732
😎	1721
👉	1714
💥	1712
💪	1669
☀️	1665
🐰	1656
🌹	1653
🌸	1637
🥵	1635
🔴	1629
⭐	1625
😉	1597
📸	1580
🇨🇱	1574
🤩	1573
📍	1558
🎶	1542
🐱	1533
😋	1512
💀	1490
😌	1488
💓	1484
❣️	1459
🤗	1452
🔔	1446
💯	1431
❤️‍🔥	1416
💔	1404
😇	1396
🍀	1389
🫠	1385
🙌	1361
⚡	1320
🚀	1319
🟩	1318
💫	1290
💞	1290
🇧🇷	1281
😢	1271
🤡	1267
🧡	1264
😔	1231
🎯	1223
🍆	1198
🐶	1183
👑	1176
😩	1161
😡	1147
💎	1142
🙄	1140
💋	1129
😱	1122
⚠️	1085
🎊	1066
😏	1062
⬇️	1062
🍑	1059
🌈	1053
📺	1048
⏰	1045
1️⃣	1026
🎥	1009
😃	1007
🔗	996
💐	986
♻️	983
🌱	981
💆🏻‍♂️	973
1⃣	972
😄	954
🎀	941
✌️	937
📢	913
‼	867
♥	863
🎂	842
🙏🏻	839
⁉️	836
🦋	827
🤝	821
💘	819
⚽	810
2️⃣	810
👌	794
❕	790
🙈	781
😀	781
🌻	773
❌	748
☕	748
🫣	740
🤪	729
🟨	716
🙇‍♀️	710
➡️	708
📣	697
😜	695
☀	688
💸	686
⬜	678
🎵	670
👏🏻	663
🤯	657
🙂	657
👊	653
💌	648
🕊	633
🇺🇸	626
🐹	624
2⃣	623
👅	615
🌷	611
💢	604
🧿	591
💭	589
🍓	584
👍🏻	582
🔻	580
👇🏻	577
🐥	573
▶️	573
🔞	568
🌙	568
🚩	565
🙇‍♂️	561
🎸	560
🐷	559
👋	540
🐾	536
🍁	527
🤮	526
▶	524
🎈	522
🌺	517
📲	514
📱	511
🫡	510
🌊	506
😻	501
💨	498
😹	495
🐯	481
🥴	477
🇹🇷	476
😝	475
🌞	475
🙃	474
🌼	474
😮‍💨	470
🌿	461
🐻	460
🤬	457
🔵	457
❓	453
😬	452
🟦	450
💝	450
🍫	447
🗣	446
😤	445
😵‍💫	442
🔺	439
✔️	439
🔄	438
⚔️	435
🍃	434
✊	434
🍒	433
🦄	429
🦊	426
😚	426
🔁	426
🔸	424
☁️	424
🤫	420
🤧	420
😫	417
🫧	416
🤲	404
☺	398
🟥	397
☑	394
㊗️	389
😞	387
🎬	387
🙇	384
👉🏻	382
🐈	380
🧸	378
🤨	378
🎤	376
🦁	369
⭕	366
🤦‍♀️	363
✈️	363
▪️	363
➖	362
☹️	361
3⃣	358
💵	357
✔	357
🍂	356
🫶🏼	354
😴	354
💬	354
🇸🇦	353
💩	348
👈	345
🤏🏻	339
😛	330
🅿️	328
🤎	326
😥	322
🙌🏻	321
📷	320
⬛	318
💤	317
😒	315
✌	315
🤑	313
💡	313
3️⃣	312
🥇	311
🟢	311
🍎	311
🫂	309
🤘	309
✌🏻	306
🔳	303
🟧	301
☑️	300
❣	297
🍻	294
🇻🇪	294
📈	293
💃	293
🧐	292
🫖	291
🥂	291
🐺	291
🐢	291
🦅	288
🍺	288
🥶	287
👤	286
😣	284
⤵️	283
✍️	283
😪	280
❤️‍🩹	279
🔽	276
📽	275
📽️	274
💧	274
🍌	274
🎧	272
⏳	270
🥱	268
🐝	268
0⃣	267
🕯	266
🤟	265
🧵	264
🇯🇵	264
🙏🏼	263
🆚	263
☝️	260
🏳️‍🌈	258
📩	257
⚾	257
💪🏻	256
✋	255
😓	252
🇳🇱	251
📚	250
🍊	250
🌾	250
🇺🇦	247
🤢	246
😑	246
😐	246
❄️	246
🙏🏽	245
🖕	245
🎃	245
🚙	244
😖	244
🥀	241
😲	239
🗣️	238
💟	238
🌴	237
🐣	234
🌕	233
👹	231
⚠	231
🤲🏻	230
🤦‍♂️	230
🙆‍♀️	230
🎆	230
📝	228
🐐	228
0️⃣	228
▫️	226
👽	225
🍉	222
⚜️	222
🤓	221
🐍	221
✖️	221
🌰	218
〰️	218
🤞	217
🛒	216
😰	215
🍄	214
🌀	212
🎮	211
🫶🏽	210
🔜	210
♦️	210
😽	206
☔	206
🫢	205
🍜	205
🚗	203
🆘	203
👏🏼	202
🇪🇹	202
😨	200
👻	200
☘️	200
🛑	199
🦍	198
📹	198
🌳	198
🌚	198
🕺	197
📼	197
🍠	197
🫰🏻	196
📅	196
😵	195
🙏🏾	193
🐳	193
💉	192
🤦	191
🍪	190
🪄	189
🎨	189
🤦🏻‍♀️	188
😗	187
🇫🇷	186
🔎	185
➕	185
🙋‍♀️	184
😿	184
📻	184
☠️	182
🤙	181
🐸	181
🐟	181
💍	180
🥦	179
🟡	179
🏷️	179
©	179
😸	178
🔝	178
🗳	176
😙	174
👇🏼	174
⛩	174
🐈‍⬛	173
🍰	173
🍇	172
🐿	171
🌍	171
💣	170
💠	170
😠	169
🐬	169
🍨	169
🍋	169
🐧	168
🐕	168
🎲	168
😟	165
🔃	165
🐴	165
🗓	164
🍼	164
😕	162
🍬	162
🌝	162
🇵🇰	162
🐼	161
🙇🏻‍♀️	160
⏩	158
🔮	157
🇪🇷	157
🔫	156
🍯	156
🔰	155
➡	155
🎋	154
🍷	154
🍭	154
😶	153
🥕	152
🔪	152
🌎	152
🙊	151
🇬🇧	151
🤏	150
🔊	150
✊🏻	149
🍿	148
🤷‍♂️	147
🤌	147
😮	146
🏈	146
🇮🇳	145
🫰	144
🛸	144
😼	144
🏅	144
🌶	144
💅	143
👁	143
🐇	143
🧧	142
🎙	142
🍔	142
🕯️	141
🏴󠁧󠁢󠁥󠁮󠁧󠁿	141
👌🏻	140
🚑	139
😺	139
🆙	139
👏🏽	138
▪	138
👆	137
🍩	137
🌠	136
🪐	135
🛐	135
🗳️	135
🙋‍♂️	134
🎩	134
🐒	133
🔒	132
🍾	132
🍵	131
🇦🇷	130
🦈	129
💪🏼	129
🏠	128
🌌	127
🤕	126
🎟	126
🔱	125
👊🏻	125
☁	123
🍚	122
🌲	122
🌃	122
❔	122
🥔	121
🥁	120
🆕	120
♠️	120
🥊	119
🤛	117
😷	117
🔷	117
🔶	117
💻	117
👎	117
🎼	117
🍅	116
🇩🇪	116
🗓️	115
🐨	115
🦖	114
🙋	114
👼🏻	114
👟	114
🆗	114
⤴	114
🤜	113
🙀	113
💄	113
🩸	112
👼	112
👄	112
🎟️	112
🤖	111
🏁	111
🍐	111
🚬	110
👍🏼	110
📉	109
👈🏻	109
🎇	109
⚔	109
🐉	108
🆔	108
🉐	107
🇺🇲	107
⬇	107
👋🏻	106
🍖	106
🧼	105
🐠	105
🐊	105
🏃‍♀️	105
🌅	105
♨️	105
🟪	104
🔚	104
🐔	104
🍮	104
🤦🏻‍♂️	103
🙌🏾	103
💊	103
🐮	103
🖇	102
👿	102
🐙	102
🍏	102
✖	102
🥈	101
🌐	101
™️	101
🫦	100
🦦	100
📕	100
🤟🏻	99
🇷🇺	99
🇮🇹	99
⏱	99
👥	98
🏎	98
🍞	98
🍕	98
🍈	98
🇹🇭	98
⬆️	98
♻	98
☝🏻	98
🫶🏾	97
⤴️	97
🤠	96
🅰️	96
✉️	96
⁉	96
🦇	95
🙁	95
😾	95
🐎	95
🍡	95
🟠	94
📊	94
🏷	94
🏴‍☠️	94
🎫	94
🌏	94
🦉	93
🥭	93
🤘🏻	93
💪🏽	93
🐋	93
🍣	93
🍛	93
🌪	93
⤵	93
☎️	93
💿	92
🏹	92
❇️	92
☄️	92
🤷🏻‍♂️	91
📮	91
📎	91
🐦	91
🎴	91
🥐	90
💮	90
👾	90
🗽	89
📦	89
©️	89
🤷‍♀️	88
🙌🏼	88
🐤	88
🍦	88
🍥	88
🏡	87
🌵	87
🙆‍♂️	86
