Emoji	Count
🔹	242817
😂	100261
😭	99323
✨	67459
🔥	64646
🤣	63839
❤️	45574
✅	32992
🚀	28275
🎁	27147
😍	25694
🙏	23540
🥺	22926
🥰	19748
‼️	19432
💦	19203
🥹	18582
🎉	17536
💕	16610
👇	16367
💙	15516
😊	15310
🌟	15232
🤍	14762
👏	13245
👍	12730
💜	11281
❤	11189
☺️	10950
😅	10859
😈	10634
💚	10626
🚨	10268
👀	10004
😋	9450
💖	9413
♥️	9388
💗	9297
😆	9262
🤔	9158
❗	9108
😘	9103
💛	8878
🥲	8589
😁	8511
💥	8278
📌	8098
😉	8043
🤭	7822
🥳	7695
👉	7663
🤤	7512
😳	7472
💰	7154
🖤	7143
🥵	7119
🌹	7041
😎	6864
🤩	6647
⭐	6562
📍	6481
⚡	6387
💀	6366
💯	6240
🏆	6142
🫶🏻	6114
🧓	6081
💔	6051
🌸	6031
🎶	5985
💪	5912
🔴	5885
🤡	5561
🍀	5560
🟩	5534
☀️	5530
🔔	5463
😌	5290
😇	5226
😔	5204
🤗	5158
🫶	5154
⚫	5128
⚪	5087
🙌	5018
💓	5014
📸	4941
💞	4917
🙄	4915
🍑	4874
⬇️	4840
🎊	4812
❣️	4812
😩	4808
❤️‍🔥	4788
🇨🇱	4765
🍆	4710
👑	4672
🍌	4656
😏	4650
🔗	4650
⚠️	4630
🫠	4601
😢	4599
🎯	4510
💋	4509
😱	4478
🔽	4467
1⃣	4464
1️⃣	4428
🎥	4422
💫	4402
📢	4305
🐰	4210
🇧🇷	4206
🧡	4136
⏰	4112
💎	4050
‼	4022
🙏🏻	4007
😡	3772
✌️	3603
💐	3570
🌈	3517
💆🏻‍♂️	3511
😄	3458
2️⃣	3400
➡️	3369
☕	3368
2⃣	3347
👌	3305
😃	3293
🤝	3277
💸	3194
♻️	3193
🐶	3147
🎀	3063
😜	3048
❓	3047
🦋	3038
🙂	2994
🙈	2948
🎂	2924
🤪	2904
⬜	2872
😀	2857
🧿	2827
📣	2822
❌	2764
🫣	2698
🌻	2688
👏🏻	2671
📺	2657
💘	2647
👅	2605
♥	2583
🇺🇸	2578
🌺	2575
🤮	2499
🐷	2490
👇🏻	2453
⬛	2416
🌼	2398
🌷	2397
🟨	2380
⁉️	2360
🚩	2345
🌿	2320
🤯	2314
🐱	2299
🙃	2275
⚽	2252
🌙	2215
🫡	2207
🔁	2165
🎬	2138
👋	2125
🍁	2124
💌	2119
😹	2116
🥴	2100
🙇‍♀️	2094
🎵	2091
✔️	2090
🗣	2086
🔞	2084
🦄	2063
▶️	2061
❕	2052
🎈	2042
▶	2023
😞	2021
👍🏻	2020
📲	1980
3⃣	1968
💢	1967
😝	1957
🎤	1946
🔻	1930
🌚	1919
🥇	1916
📱	1913
☺	1898
💭	1879
🌞	1876
🌊	1875
🌱	1857
😮‍💨	1833
🕊	1830
🐾	1825
👈	1823
🤬	1810
㊗️	1807
😻	1799
🔺	1798
👊	1763
🟥	1762
😬	1751
😫	1742
🙇‍♂️	1741
🍎	1738
❤️‍🩹	1737
🔍	1735
😤	1714
▪️	1674
🍃	1653
☀	1649
🤲	1644
🤨	1620
😵‍💫	1611
😴	1609
🟦	1596
😒	1578
😚	1558
💨	1535
🍒	1518
🔄	1515
🇹🇷	1505
🤧	1503
🔸	1494
🫶🏼	1492
🤫	1476
🕯	1455
🧐	1452
🍓	1445
👉🏻	1440
🐻	1425
🫧	1424
🟢	1414
🔵	1382
🎧	1376
☑️	1376
🟧	1363
🤢	1335
😛	1328
❣	1328
💵	1325
🇻🇪	1325
💩	1324
⭕	1324
🥂	1314
🐈	1307
🦁	1305
💬	1293
📈	1287
✊	1287
🫂	1264
🧸	1263
📷	1253
💝	1251
🦊	1249
😵	1249
🗣️	1245
🙌🏻	1242
✍️	1233
☹️	1232
😪	1231
💃	1226
⤵️	1217
🇸🇦	1215
3️⃣	1215
🍊	1211
🔳	1205
🤎	1195
👹	1191
🍂	1184
🥱	1181
🙏🏼	1181
🤦‍♀️	1180
✈️	1178
📽️	1177
✔	1169
🤙	1168
❄️	1166
⏳	1159
🤑	1158
😥	1158
📽	1155
☁️	1153
📩	1151
✋	1149
🌕	1130
💡	1127
💧	1126
😣	1120
🦅	1110
🌴	1109
🫶🏽	1104
👻	1099
⚔️	1097
🐯	1095
🧵	1091
🐥	1088
😠	1082
🙇	1080
😲	1078
🇪🇹	1062
😐	1052
💤	1045
🫖	1027
💪🏻	1020
😓	1008
✌	1008
🌀	999
🐹	984
🅿️	982
😑	979
🤓	978
🥶	964
🕺	962
☠️	961
🤦‍♂️	957
🥀	954
👏🏼	954
🥛	952
📚	951
0️⃣	949
☝️	945
🍻	943
➕	943
🆘	920
🤞	916
🗓	913
🍉	911
🐐	903
♦️	894
☑	894
🎮	891
🤏🏻	880
🛑	879
🍠	878
✌🏻	872
😖	871
🐣	869
🐺	863
