Language	Count
in	0:52682,1:11652,2:4811,3:3149,4:1171,5:575,6:424,7:248,8:122,9:65,10:75,11:35,12:30,13:7,14:7,15:8,16:2,17:9,18:9,19:4,20:2,21:2,23:1,24:3,25:1,26:5,27:1,29:1,30:1,32:1,33:2,34:1,36:1,37:2,41:1,49:1,50:1,58:1,80:1,85:2,119:1,123:1
qme	0:54089,1:3,2:1,3:1,4:5,5:6,10:1,14:1
fr	0:37471,1:5871,2:2855,3:1323,4:673,5:280,6:479,7:92,8:56,9:36,10:25,11:20,12:21,13:7,14:7,15:2,16:10,17:4,19:2,20:2,21:3,23:2,25:1,27:1,30:1,31:1,37:1,62:1,64:3,65:2,66:2,82:1
hi	0:24812,1:2762,2:1661,3:872,4:392,5:224,6:165,7:85,8:70,9:65,10:24,11:20,12:25,13:8,14:12,15:5,16:15,17:4,18:5,19:1,20:1,21:5,22:2,23:3,25:2,27:2,30:1,31:2,33:1,35:2
ur	0:26801,1:1761,2:723,3:406,4:179,5:100,6:83,7:21,8:12,9:8,10:12,11:6,12:5,13:1,14:4,15:1,16:4,17:2,19:3,20:2,25:1,26:1,27:1,34:1,59:1,82:1
tl	0:17957,1:4185,2:1902,3:1058,4:435,5:239,6:228,7:51,8:31,9:30,10:11,11:10,12:7,13:13,14:6,15:8,16:4,18:3,19:3,20:4,21:1,22:2,23:1,27:1,29:2,30:4,32:1,33:2,36:1,38:2,39:1,44:1,47:1,60:3,63:1,65:2
zh	0:14972,1:3024,2:1174,3:731,4:367,5:196,6:194,7:87,8:55,9:43,10:18,11:23,12:20,13:23,14:18,15:10,16:6,17:21,18:8,19:6,20:5,21:3,22:1,23:2,24:2,25:1,26:3,27:1,30:4,32:4,33:6,34:3,35:5,36:1,37:5,38:2,39:4,40:1,41:1,42:2,43:1,44:1,46:1,114:1
it	0:15264,1:1778,2:822,3:449,4:202,5:97,6:77,7:41,8:25,9:28,10:21,11:17,12:12,13:6,14:4,16:2,17:3,18:3,19:1,20:1,21:2,22:1,23:1,24:3,25:2,26:2,27:2,29:1,33:1,43:1,110:1,125:1
de	0:13838,1:1864,2:643,3:296,4:121,5:69,6:189,7:20,8:20,9:19,10:6,11:8,12:5,13:2,15:3,17:1,33:1,46:1,51:1
fa	0:10336,1:2275,2:1184,3:437,4:175,5:99,6:53,7:24,8:26,9:13,10:13,11:14,12:11,13:4,14:6,15:2,16:1,17:1,18:1,19:4,21:2,23:2,25:1,26:1,29:1,33:1,35:1,42:1,130:1
ca	0:3521,1:534,2:7168,3:137,4:502,5:31,6:2293,7:5,8:392,9:5,10:1,11:3,12:1,13:2,14:2,16:2,17:6,19:1,22:3,26:1
qam	0:14587
pl	0:7882,1:976,2:390,3:234,4:87,5:39,6:49,7:15,8:17,9:13,10:6,11:5,12:3,13:1,14:3,15:1,17:1,21:1,31:1,34:1,37:1,61:1,100:1
ru	0:7818,1:933,2:333,3:218,4:76,5:35,6:26,7:19,8:12,9:9,10:5,11:5,12:2,13:1,14:3,15:2,17:1,18:1,20:1,21:2,23:1,24:1,35:1,57:2
nl	0:7026,1:927,2:304,3:137,4:61,5:34,6:33,7:13,8:4,9:6,10:4,11:2,12:1,13:2,24:1,30:1,37:1
bn	0:2406,1:4862,2:712,3:118,4:24,5:9,6:1,7:6,8:2,9:2,11:2,13:1,16:2,18:1,19:1
art	0:22,1:2735,2:1347,3:1450,4:803,5:447,6:279,7:149,8:143,9:99,10:77,11:53,12:49,13:28,14:20,15:6,16:12,17:10,18:8,19:3,20:11,21:1,22:9,23:17,24:6,25:2,26:10,27:1,28:4,29:1,30:3,31:3,32:1,33:1,34:2,35:1,36:2,37:2,39:2,42:1,46:3,47:1,49:1,50:1,52:3,53:2,54:1,56:1,60:1,61:2,62:1,63:1,66:1,69:9,70:2,72:1,84:1,99:1,120:1,121:1,123:4,126:2,130:1,135:1,139:1,140:7
et	0:3926,1:955,2:576,3:257,4:134,5:69,6:287,7:39,8:25,9:10,10:1,11:4,12:1,13:3,14:2,15:2,16:2,17:1,20:2,28:1,30:1,31:1,56:1,65:1,74:1,115:1,125:1
qht	0:5232,5:1
qst	0:4557,1:392,2:24,3:2
ht	0:3522,1:556,2:340,3:237,4:111,5:40,6:53,7:13,8:15,9:8,10:2,11:5,12:1,13:2,14:1,15:1,16:6,18:1,20:2,22:1,23:1,25:1,34:1,35:1,36:1
vi	0:2396,1:448,2:377,3:147,4:148,5:22,6:57,7:8,8:9,9:3,10:1,11:1,12:2,14:5,15:2,17:2,20:3,21:1,22:3,23:1,24:4,28:1,29:1,30:2,31:1,33:1,36:1,37:1,40:1,48:2
ta	0:2526,1:483,2:301,3:184,4:47,5:31,6:18,7:11,8:6,9:3,10:4,11:3,12:1,15:2
sv	0:2740,1:449,2:154,3:91,4:22,5:7,6:3,7:3,8:2,9:7,10:2,12:2,13:2,34:1
el	0:2732,1:243,2:90,3:88,4:42,5:15,6:14,7:2,8:3,9:5,10:4,11:4,14:1,16:2,20:1,24:1,27:1
uk	0:2606,1:353,2:137,3:60,4:28,5:8,6:6,7:2,8:2,10:1,12:1,15:1,16:1,19:1,30:1
cs	0:1806,1:299,2:105,3:54,4:18,5:11,6:114,7:7,8:8,9:4,10:1,15:1,16:1
fi	0:1857,1:226,2:99,3:59,4:22,5:16,6:17,7:9,8:2,9:4,10:4,11:4,12:2,13:1,14:1,15:1,25:1
iw	0:2130,1:115,2:38,3:17,4:5,5:2,6:5,8:1,12:1,19:1,24:1
gu	0:1431,1:190,2:83,3:16,4:7,5:7,6:2,8:2,9:1,11:2,16:1,17:1
eu	0:1326,1:216,2:101,3:39,4:19,5:4,6:7,7:5,8:3,9:2,18:1,32:1
da	0:1283,1:201,2:91,3:52,4:17,5:4,6:30,7:3,9:3,15:1,16:1,20:1,56:1
no	0:1322,1:168,2:67,3:36,4:19,5:11,6:9,7:13,8:4,9:1,10:1
cy	0:1136,1:181,2:76,3:57,4:20,5:15,6:8,7:6,8:2,10:2,14:1,19:1,29:1,30:3,45:1,46:1,53:1
ro	0:1022,1:171,2:66,3:33,4:10,5:10,6:13,7:1,8:2,9:4,12:3,13:3,15:1,16:3,19:1,35:1,38:1
mr	0:1006,1:76,2:65,3:80,4:19,5:7,6:8,7:4,8:1,9:3,11:1,13:1,15:2,24:2
te	0:1034,1:96,2:51,3:37,4:30,5:7,6:12,7:1,8:2,10:2,20:1
hu	0:891,1:138,2:63,3:51,4:23,5:8,6:11,7:6,8:5,9:1,10:1,12:1,16:15,17:1,20:1,29:1,35:1
lt	0:887,1:158,2:35,3:21,4:16,5:3,6:19,8:1,10:1,12:2,18:1,23:1,32:1
lv	0:694,1:75,2:43,3:14,4:14,5:3,6:5,7:1,8:1,11:1,30:1
sl	0:621,1:89,2:40,3:19,4:4,5:3,8:6,9:2,11:1,12:1,18:1,28:2,66:1
ne	0:494,1:93,2:67,3:41,4:14,5:7,6:4,7:3,8:2,9:1,11:1,12:1
is	0:490,1:100,2:53,3:23,4:12,5:7,6:3,7:2,8:1,9:3,10:1,11:1
am	0:488,1:57,2:36,3:29,4:16,5:8,6:6,7:4,8:2,9:1,10:1,14:1,40:1
kn	0:353,1:27,2:32,3:18,4:7,5:4,6:4,7:2,8:1,9:1,14:1,21:1
my	0:279,1:73,2:40,3:37,4:11,5:6,6:2,7:1,24:1
sr	0:358,1:39,2:8,3:8,4:1,8:1,9:2,12:1
ps	0:335,1:38,2:26,3:6,4:4,5:2,6:1,9:1,25:1
ml	0:181,1:46,2:22,3:8,4:2,5:3,6:2,9:1
pa	0:200,1:22,2:20,3:4,4:2,6:2,7:1,13:1,60:1
bg	0:151,1:18,2:12,3:4,4:10,6:1,8:2
ckb	0:81,1:31,2:9,3:9,4:2,5:2,6:1,8:1
or	0:96,1:9,2:8,3:6,5:1,6:1,8:1
km	0:80,1:11,2:12,3:4,4:4,5:2,6:2
lo	0:93,1:6,2:3,3:2,4:1
dv	0:76
si	0:33,1:24,2:7,3:1,4:4,5:1
sd	0:49,1:9,2:8,3:1,4:1
ka	0:37,1:2
hy	0:22,1:5,2:1
ug	0:2
qct	0:2
bo	0:1
