Emoji	Count
😭	256207
😂	114726
✨	95954
🔥	93986
🤣	79549
✅	62961
❤️	59093
🥹	47574
🌀	45073
🥺	44703
💜	42814
🎁	38599
😍	34506
🥰	32894
🙏	31528
‼️	28330
💃	26811
💙	24976
💕	24810
💦	24399
🤍	23982
📰	23909
🎉	23824
😊	22294
👇	22059
🌟	21880
💖	18988
👍	18633
💚	18629
👀	15681
💗	15456
👏	15310
🫶🏻	14451
📍	14419
❗	14238
🔹	13880
😆	13844
☺️	13578
😅	13136
🚨	13089
😈	12889
❤	12773
🖤	12653
♥️	12328
🥲	12230
🫠	12161
💛	12148
⚡	11624
😘	11617
🤔	11397
📌	11383
😳	11115
🤭	10980
👉	10801
😁	10601
🐰	10327
🏆	10307
🥳	10254
❤️‍🔥	10145
🥵	10132
🟦	9955
🤤	9438
💥	9437
🌙	9409
🚀	9396
🌹	9325
🤩	9281
💔	9197
💰	9157
⭐	8906
🫶	8878
🔴	8799
💓	8449
😎	8249
😋	8138
💪	8021
📸	7928
💀	7819
😉	7817
❣️	7752
💯	7742
🎥	7724
♻	7603
🎃	7534
😢	7492
🔔	7442
🤗	7306
🐥	7218
😔	7211
😱	7161
🌸	7125
🐱	7069
🔵	7055
🎶	6898
🎯	6868
🌈	6824
🇧🇷	6814
💋	6794
👑	6768
🍀	6739
😌	6722
2️⃣	6698
🧡	6678
1️⃣	6653
📢	6630
⬇️	6598
💞	6571
😇	6569
📲	6550
⚠️	6473
🎊	6388
🙌	6383
🕔	6153
🤡	6126
💫	6068
🔗	5998
🍑	5979
⏰	5977
🍚	5973
😩	5960
🟩	5900
✌️	5895
🙏🏻	5801
🙄	5715
☀️	5694
💆🏻‍♂️	5582
🍆	5564
😏	5496
🐻	5421
😡	5255
✔	5225
🍁	5158
🚩	5058
🕓	4897
➡️	4880
💘	4805
❌	4751
‼	4637
♻️	4636
😄	4628
🎀	4533
🐹	4522
1⃣	4460
🐶	4424
👌	4358
💎	4356
😃	4339
🫣	4302
🔡	4283
🌏	4276
😀	4243
📣	4216
👻	4202
💐	4156
🔷	4128
👏🏻	4083
🌅	4052
♥	3991
⬜	3986
😜	3923
⚽	3916
🦋	3911
3️⃣	3902
☕	3893
📺	3861
🐿	3852
🍂	3816
🎂	3813
💏	3810
🌷	3777
🎵	3771
🤮	3708
🤪	3685
🙈	3625
🐯	3620
👇🏻	3530
💌	3514
🙂	3511
🤝	3503
▶️	3499
🍓	3483
👅	3408
💸	3393
🤯	3350
👍🏻	3338
😻	3316
🌿	3276
🌻	3071
🐨	3067
🍒	3054
🫡	3052
▶	3004
📱	2972
💨	2967
2⃣	2904
⁉️	2900
🙇‍♀️	2892
🌺	2885
🇺🇸	2874
❕	2813
🔞	2779
🤧	2740
✈️	2722
😹	2705
🍔	2691
🌼	2619
💬	2568
🔻	2567
🥇	2545
👋	2522
🤬	2517
😵‍💫	2514
🐷	2512
🙌🏻	2488
🐬	2487
😝	2478
