Value	Count
Twitter for Android	1931711
Twitter for iPhone	1575294
Twitter Web App	602600
Twitter for iPad	98832
Twitter for Mac	52366
twittbot.net	48071
TweetDeck	27941
Cheap Bots, Done Quick!	10085
WordPress.com	5852
Botbird tweets	5420
Microsoft Power Platform	4880
Twitter	4463
BelugaCampaignSEA	4341
グランブルー ファンタジー	3709
Arrow.	3168
Twittascope	2471
IFTTT	2452
Twitcom - Comunidades 	2342
Instagram	2329
dlvr.it	2310
OWNLY Admin	2239
fllwrs	2090
Echofon  Android	2077
Shuttlerock - Bluebird	1779
Tweetbot for iΟS	1520
Echoes Act2	1509
Hootsuite Inc.	1205
Karabiner	1149
Twittt.com	1084
PlayStation®Network	1013
Nintendo Switch Share	1012
feather for iOS  	1000
TwitPane for Android	809
Plume for Android	793
Twitter Media Studio	724
ATELU for Twitter	710
TwitCasting	695
Radio.co now playing	692
Echofon	687
TweetCaster for Android	672
Twiit.com	616
SocialDog for Twitter	611
Buffer	611
やさしい世界を目指すマシュマロちゃん	575
ツイタマ for Android	518
今日のツイライフ	479
Mirrativ	475
Tween	470
twitcle plus	458
Poshmark	451
Twidere for Android	420
Camtsuku	415
TwitPanePlus	382
Revive Social App	381
MixChannel - ミクチャ	374
Twitter Web Client	364
ツイタマ+ for Android	360
Sprout Social	351
Peing	349
Twitterrific for iOS	338
Foursquare	334
Echobox	316
TweetDeck Web App	293
livedoor Blog	284
Tweetlogix	280
The Social Jukebox	261
Cubi.so	250
Tabtter Free	242
Radio King LiveTweet	232
Streamlabs Twitter	231
Airtime Pro	231
ツイ廃あらーと	227
AbemaTV	213
Sprinklr	211
SocialBee.io v2	209
Paper.li	209
SocialNewsDesk	203
SocialPilot.co	202
SAM Broadcaster Song Info	202
SocialFlow	191
Zapier.com	184
on TheWorld	180
Janetter for Android	180
Rakuten Group, Inc.	177
Foursquare Swarm	177
LinkedIn	176
Janetter	175
Untappd	173
Weathercloud	172
Twitter for Advertisers	167
zabuu_site	161
Hotpepper	155
Tumblr	154
Hel2um on iOS	153
fusetter	151
TestsForSearch	151
懸賞ファン	146
RTWIN	145
Tweetbot for Mac	139
Pattr	138
stafsmoketest	131
Blog2Social APP	131
Tweecha Lite	129
jigtwi	124
Fenix 2	122
BoxFresh	122
SHOWROOM-LIVE	117
CareerArc 2.0	117
Janetter iOS	116
Hypefury	112
Unfollowspy	110
Biyon≡(　ε:) Pro	110
StreamElements	109
Metricool	109
LTTStudio	108
MateCha	105
Tweecha2 for Android	103
Talon Android	102
SocialRabbit Plugin	101
Make (formerly Integromat)	99
ニコニコ ニコレポ連携	98
Spinitron Playlists	98
SAM Broadcaster Cloud	96
SobaCha	95
Typefully	94
SocialOomph	94
feather free for iOS 	91
Affinitweet.com	90
 「モンストからツイート」	90
iembot	89
Weather Display Tweet	89
Blue Robot	89
LaterMedia	87
tweechaPrime	86
Meteobridge	86
CORE ListingMachine	86
Janetter Pro for Android	84
BIGO LIVE	84
ツイプロ(twpro)	83
Pococha	82
True Anthem	77
Joytter	77
TwinyBots	76
SocialChamp IO 	76
Dynamic Tweets	76
Publer.io	75
Flamingo for Android	75
twitcle plus for iOS	74
The Tweeted Times	74
Funny apps:)	74
Tweet Hunter Pro	73
TheWorld iOS	72
OneDirect Suite - P	72
Salesforce - Social Studio	70
Zoho Social	69
Janetter Pro for iPhone	68
hamoooooon	66
Periscope	66
Besocy_Oficial	66
ContentStudio.io	65
TheWeb3Bot	63
Clickasnap	63
ポケパラTwitter連携	62
Xbox One Social	62
KuroTwi	62
ThingTweet	60
Yukari for Android	59
BotFrens.com	59
Postcron App	57
Tweet Nowhere	55
Tweecha2 for iOS	55
Hopscotch Social	55
Biyon Lite Ver	54
ツイタマ	53
Tweet Suite	53
Sprinklr Publishing	53
Khoros CX	53
eClincher	51
RadioToolBox song tweet	50
ツイ廃ジャー	49
FS-Poster-App	49
Crowdfire App	49
ReUs Atsumoritter	48
Just Space Bot	48
GroupTweet	48
Goodreads	48
pbnot	47
Twitter Media Studio - LiveCut	47
Tweet Old Post	47
Radiologik DJ	47
Evertale Official	47
Amplifr	47
総合サービス ツイボット	46
ausverkauf.eu	46
Video Downloader Bot	46
Twitter_bot_service	46
FS_Poster_App	46
Emplifi	46
Agorapulse app	46
erased9353731	45
Pixabay Member	45
はてな / Hatena	44
abnormal_crypto_app	44
Rate Tweeter	44
NovaPress	44
MixLive Now Playing Info	44
rstats2twitter	43
OnmyojiNa	43
Locobuzz CX	43
Moon #3	42
HubSpot	42
Gauge Map UK Tweeter	42
Canada Weather	42
Back At You	42
تطبيق تدبُّر	41
ThreadReaderApp	41
Suas Visitass.	41
PiggParty	41
NekoTwi!	41
AniList.co	40
ニコニコ生放送アプリ	39
غرّد بالقرآن	39
Wize.Bot	39
Sendible	39
Re:ゼロから始める異世界生活 INFINITY	39
Python Bot by PM	39
DownloaderBot	39
SmarterQueue	38
Remind Me Of This	38
FC2 Blog Notify	38
Bot Reply 2	38
wiwiwififi	37
Qualtrics Social Connect	37
OnlyFans	37
Deme-steg	37
wordpress for twitter	36
sichimensoka	36
TRE - The Radio Experience	36
ArtPal	36
Twiter for iPhones	35
SmartNews | スマートニュース	35
Etsy	35
