Day	Hour	Count	Coverage%
2022-09-10	00	154179	100.0
2022-09-10	01	155635	100.0
2022-09-10	02	156268	100.0
2022-09-10	03	158378	100.0
2022-09-10	04	145305	100.0
2022-09-10	05	140606	100.0
2022-09-10	06	138484	100.0
2022-09-10	07	139690	100.0
2022-09-10	08	146202	100.0
2022-09-10	09	158478	100.0
2022-09-10	10	172918	100.0
2022-09-10	11	192024	100.0
2022-09-10	12	205271	100.0
2022-09-10	13	211463	100.0
2022-09-10	14	219742	100.0
2022-09-10	15	215076	100.0
2022-09-10	16	199986	100.0
2022-09-10	17	184064	100.0
2022-09-10	18	172404	100.0
2022-09-10	19	160676	100.0
2022-09-10	20	148755	100.0
2022-09-10	21	144000	100.0
2022-09-10	22	142922	100.0
2022-09-10	23	146759	100.0
