Emoji	Count
♦️	705114
🔹	702745
😭	136900
😂	113612
✨	87430
🤣	74880
🔥	67753
❤️	59871
🎁	33832
✅	33403
😍	32348
🥺	31659
🙏	28843
🥰	27275
💙	25771
🥹	25416
‼️	25263
💦	23372
💕	22195
🎉	20821
😊	19633
👇	18915
🤍	18797
🌟	17373
💚	15689
👍	15496
❤	15030
👏	15012
💛	14573
💜	14256
☺️	14074
💖	13865
♥️	13502
💗	13055
😅	12906
👀	12418
😆	12144
🚨	11632
😈	11596
❗	11579
🌕	11322
😘	11297
🤔	10941
😁	10605
🥲	10386
🤭	9730
🖤	9693
😳	9685
💥	9625
📌	9591
🥳	9443
🫶🏻	9435
▶️	9433
🤤	9359
🌹	9301
🏆	9032
👉	8923
💰	8659
⭐	8633
📍	8549
🌸	8409
🥵	8248
🎶	8077
🤩	8032
😎	7927
💯	7794
😋	7768
🚀	7716
💫	7434
⚡	7433
💪	7321
😉	7310
💔	7262
💓	6966
🔔	6943
🫶	6818
💞	6770
📸	6750
🔴	6624
🙌	6513
😌	6482
🍀	6468
❣️	6454
😇	6443
🤗	6392
🫠	6329
💀	6281
😔	6145
😩	6124
🧡	5998
👑	5995
😢	5980
🍑	5965
🐰	5944
🟩	5844
❤️‍🔥	5801
📢	5761
☀️	5682
🍆	5614
🐷	5543
⏰	5478
🙄	5465
💋	5425
🎥	5355
⬇️	5354
😏	5324
💎	5209
🤡	5200
1⃣	5190
🔗	5172
😱	5166
🙏🏻	5164
🎯	5149
🌈	5052
🇧🇷	5008
🇹🇷	4925
⚠️	4847
‼	4790
🎊	4761
👌	4488
➡️	4440
♻️	4436
1️⃣	4396
😄	4296
📺	4209
💐	4165
✌️	4144
😜	4125
😡	4122
♥	3938
2⃣	3934
🎀	3910
😃	3804
💘	3797
🌻	3786
🐶	3749
🤝	3748
💆🏻‍♂️	3680
🤪	3647
🦋	3644
2️⃣	3588
💸	3543
☕	3475
👏🏻	3452
🙂	3448
🤮	3433
🐱	3417
😀	3410
🎂	3399
🫣	3386
🌼	3385
❌	3367
🙈	3365
🌙	3339
📣	3317
🌺	3315
⬜	3311
▶	3302
